task,station
1,84
2,99
3,100
4,100
5,96
6,100
7,100
8,99
9,98
10,98
11,99
12,96
13,84
14,96
15,83
16,89
17,98
18,83
19,79
20,79
21,72
22,96
23,43
24,84
25,90
26,89
27,89
28,80
29,78
30,87
31,90
32,96
33,90
34,58
35,87
36,35
37,43
38,58
39,78
40,89
41,83
42,87
43,8
44,4
45,18
46,54
47,18
48,43
49,58
50,62
51,3
52,4
53,87
54,58
55,4
56,89
57,84
58,62
59,83
60,79
61,79
62,80
63,62
64,72
65,78
66,79
67,8
68,58
69,62
70,62
71,58
72,62
73,72
74,78
75,78
76,35
77,58
78,43
79,54
80,70
81,72
82,78
83,54
84,70
85,4
86,43
87,4
88,54
89,35
90,70
91,18
92,3
93,54
94,70
95,8
96,70
97,18
98,70
99,18
100,35
