task,station
1,97
2,99
3,97
4,97
5,97
6,99
7,83
8,83
9,99
10,91
11,96
12,99
13,88
14,97
15,99
16,90
17,83
18,91
19,89
20,96
21,84
22,92
23,77
24,93
25,96
26,52
27,93
28,93
29,90
30,99
31,96
32,91
33,77
34,88
35,89
36,94
37,88
38,99
39,90
40,61
41,89
42,91
43,84
44,88
45,94
46,99
47,86
48,85
49,61
50,85
51,61
52,88
53,86
54,53
55,94
56,86
57,85
58,86
59,86
60,94
61,84
62,52
63,84
64,84
65,92
66,76
67,76
68,84
69,64
70,82
71,83
72,77
73,83
74,72
75,64
76,83
77,82
78,77
79,83
80,61
81,82
82,72
83,72
84,76
85,64
86,82
87,82
88,76
89,76
90,82
91,72
92,53
93,77
94,82
95,53
96,82
97,72
98,76
99,53
100,82
