task,station
1,98
2,98
3,98
4,100
5,100
6,100
7,100
8,95
9,92
10,99
11,95
12,94
13,95
14,100
15,99
16,99
17,97
18,100
19,1
20,100
21,99
22,97
23,95
24,94
25,95
26,95
27,92
28,99
29,98
30,99
31,97
32,99
33,98
34,94
35,90
36,93
37,98
38,95
39,72
40,90
41,96
42,1
43,1
44,93
45,1
46,91
47,90
48,98
49,95
50,96
51,1
52,93
53,91
54,97
55,97
56,93
57,98
58,95
59,93
60,94
61,91
62,96
63,92
64,72
65,92
66,94
67,91
68,90
69,93
70,96
71,90
72,90
73,72
74,96
75,92
76,96
77,1
78,92
79,88
80,96
81,72
82,90
83,88
84,91
85,90
86,72
87,88
88,88
89,87
90,88
91,87
92,87
93,87
94,1
95,88
96,87
97,72
98,87
99,87
100,87
