task,station
1,98
2,94
3,99
4,99
5,98
6,100
7,100
8,83
9,89
10,97
11,96
12,94
13,87
14,99
15,98
16,99
17,100
18,96
19,88
20,95
21,94
22,87
23,94
24,87
25,96
26,97
27,98
28,95
29,88
30,95
31,76
32,92
33,98
34,97
35,52
36,52
37,90
38,92
39,88
40,93
41,83
42,96
43,92
44,93
45,76
46,91
47,91
48,90
49,52
50,52
51,95
52,91
53,74
54,90
55,88
56,81
57,52
58,88
59,74
60,87
61,43
62,91
63,43
64,74
65,31
66,87
67,89
68,70
69,87
70,31
71,72
72,72
73,83
74,89
75,31
76,43
77,70
78,72
79,72
80,31
81,81
82,3
83,72
84,87
85,43
86,25
87,72
88,3
89,70
90,25
91,25
92,52
93,81
94,70
95,3
96,25
97,70
98,76
99,25
100,25
