task,station
1,100
2,90
3,93
4,96
5,96
6,94
7,92
8,100
9,99
10,99
11,93
12,93
13,96
14,95
15,85
16,100
17,100
18,98
19,55
20,94
21,95
22,52
23,52
24,85
25,80
26,30
27,28
28,99
29,95
30,99
31,95
32,98
33,85
34,72
35,98
36,83
37,80
38,97
39,85
40,98
41,83
42,30
43,85
44,96
45,98
46,96
47,30
48,83
49,52
50,94
51,85
52,95
53,97
54,96
55,92
56,83
57,94
58,80
59,95
60,97
61,92
62,10
63,92
64,83
65,85
66,90
67,93
68,90
69,91
70,80
71,72
72,55
73,85
74,28
75,91
76,72
77,55
78,90
79,55
80,10
81,10
82,28
83,89
84,91
85,89
86,52
87,91
88,28
89,10
90,89
91,89
92,52
93,72
94,80
95,55
96,52
97,55
98,52
99,55
100,30
