task,station
1,99
2,89
3,95
4,99
5,97
6,94
7,99
8,97
9,96
10,95
11,94
12,94
13,95
14,94
15,93
16,89
17,95
18,94
19,39
20,95
21,97
22,93
23,92
24,97
25,89
26,97
27,17
28,94
29,39
30,96
31,74
32,39
33,73
34,91
35,93
36,74
37,17
38,75
39,89
40,92
41,11
42,96
43,74
44,17
45,65
46,53
47,29
48,74
49,84
50,84
51,92
52,93
53,84
54,95
55,29
56,92
57,70
58,84
59,11
60,93
61,75
62,53
63,91
64,65
65,73
66,74
67,6
68,70
69,91
70,19
71,53
72,73
73,19
74,17
75,91
76,70
77,53
78,73
79,17
80,70
81,89
82,53
83,73
84,70
85,17
86,84
87,53
88,11
89,73
90,27
91,27
92,29
93,17
94,6
95,19
96,6
97,27
98,11
99,29
100,19
