task,station
1,99
2,100
3,99
4,99
5,98
6,100
7,98
8,100
9,100
10,100
11,100
12,100
13,99
14,100
15,97
16,99
17,98
18,98
19,96
20,99
21,97
22,96
23,96
24,1
25,1
26,1
27,1
28,90
29,98
30,1
31,98
32,91
33,97
34,94
35,72
36,96
37,91
38,76
39,95
40,94
41,96
42,93
43,94
44,97
45,93
46,94
47,84
48,95
49,95
50,95
51,97
52,93
53,97
54,93
55,84
56,95
57,84
58,97
59,84
60,93
61,96
62,95
63,95
64,95
65,93
66,95
67,96
68,94
69,90
70,93
71,84
72,94
73,90
74,94
75,94
76,93
77,84
78,84
79,76
80,90
81,90
82,91
83,72
84,91
85,72
86,84
87,1
88,76
89,91
90,72
91,84
92,76
93,91
94,90
95,91
96,1
97,72
98,72
99,76
100,76
