task,station
1,98
2,96
3,99
4,100
5,100
6,100
7,98
8,90
9,75
10,96
11,98
12,94
13,99
14,99
15,100
16,75
17,95
18,95
19,98
20,84
21,94
22,90
23,99
24,100
25,93
26,84
27,92
28,84
29,90
30,75
31,75
32,98
33,99
34,94
35,1
36,96
37,95
38,91
39,91
40,99
41,92
42,96
43,93
44,1
45,94
46,98
47,96
48,94
49,98
50,91
51,98
52,95
53,96
54,93
55,96
56,83
57,93
58,93
59,91
60,92
61,94
62,95
63,92
64,91
65,95
66,92
67,75
68,91
69,93
70,83
71,95
72,93
73,84
74,91
75,92
76,89
77,90
78,93
79,94
80,84
81,1
82,90
83,1
84,89
85,89
86,83
87,90
88,83
89,89
90,84
91,92
92,83
93,84
94,1
95,84
96,89
97,90
98,75
99,75
100,84
