task,station
1,96
2,100
3,85
4,96
5,99
6,100
7,98
8,94
9,74
10,69
11,89
12,92
13,80
14,90
15,93
16,99
17,91
18,84
19,90
20,89
21,75
22,14
23,98
24,97
25,44
26,79
27,88
28,82
29,83
30,78
31,91
32,87
33,69
34,93
35,94
36,97
37,82
38,77
39,81
40,86
41,65
42,72
43,83
44,14
45,88
46,10
47,73
48,70
49,86
50,77
51,72
52,84
53,63
54,71
55,71
56,75
57,80
58,76
59,73
60,65
61,74
62,68
63,79
64,67
65,70
66,58
67,62
68,7
69,62
70,61
71,63
72,61
73,66
74,67
75,52
76,52
77,16
78,60
79,17
80,56
81,6
82,55
83,66
84,59
85,49
86,28
87,60
88,28
89,56
90,59
91,16
92,17
93,44
94,11
95,49
96,58
97,7
98,6
99,55
100,10
