task,station
1,99
2,100
3,100
4,97
5,99
6,98
7,99
8,100
9,97
10,93
11,96
12,99
13,100
14,99
15,98
16,100
17,95
18,97
19,90
20,100
21,97
22,98
23,97
24,72
25,96
26,99
27,97
28,99
29,95
30,92
31,97
32,99
33,96
34,96
35,72
36,96
37,94
38,96
39,92
40,98
41,95
42,96
43,93
44,92
45,91
46,96
47,94
48,96
49,94
50,98
51,95
52,93
53,92
54,91
55,94
56,94
57,93
58,98
59,92
60,72
61,93
62,92
63,91
64,91
65,98
66,93
67,91
68,90
69,91
70,92
71,72
72,98
73,91
74,90
75,96
76,90
77,90
78,95
79,89
80,90
81,90
82,94
83,72
84,89
85,89
86,95
87,72
88,24
89,89
90,89
91,89
92,89
93,24
94,95
95,24
96,24
97,72
98,24
99,24
100,72
