task,station
1,96
2,98
3,93
4,100
5,100
6,100
7,99
8,92
9,93
10,91
11,87
12,98
13,98
14,100
15,72
16,89
17,100
18,72
19,97
20,95
21,99
22,84
23,99
24,99
25,88
26,96
27,92
28,89
29,72
30,84
31,98
32,95
33,49
34,98
35,96
36,95
37,97
38,91
39,88
40,96
41,97
42,8
43,98
44,95
45,94
46,95
47,94
48,90
49,86
50,87
51,94
52,86
53,73
54,97
55,94
56,90
57,90
58,89
59,18
60,88
61,86
62,73
63,93
64,93
65,84
66,90
67,71
68,89
69,86
70,1
71,8
72,1
73,1
74,18
75,84
76,87
77,93
78,84
79,82
80,90
81,71
82,72
83,84
84,71
85,86
86,71
87,93
88,93
89,73
90,82
91,18
92,72
93,71
94,8
95,49
96,93
97,1
98,8
99,89
100,87
