task,station
1,98
2,97
3,77
4,84
5,83
6,100
7,98
8,100
9,97
10,97
11,98
12,97
13,97
14,92
15,98
16,100
17,91
18,52
19,94
20,95
21,77
22,2
23,99
24,83
25,88
26,1
27,95
28,95
29,72
30,65
31,1
32,1
33,99
34,95
35,86
36,99
37,93
38,94
39,65
40,95
41,1
42,94
43,95
44,92
45,65
46,99
47,94
48,95
49,98
50,87
51,92
52,91
53,65
54,91
55,92
56,93
57,88
58,91
59,90
60,7
61,87
62,85
63,90
64,88
65,90
66,92
67,91
68,90
69,72
70,63
71,90
72,85
73,88
74,77
75,52
76,86
77,90
78,86
79,90
80,85
81,7
82,86
83,85
84,63
85,2
86,52
87,65
88,85
89,72
90,84
91,2
92,84
93,52
94,83
95,7
96,77
97,52
98,7
99,63
100,72
