task,station
1,97
2,96
3,97
4,98
5,100
6,99
7,93
8,27
9,100
10,95
11,86
12,91
13,54
14,40
15,99
16,92
17,98
18,94
19,88
20,90
21,45
22,42
23,83
24,94
25,88
26,15
27,91
28,20
29,96
30,95
31,78
32,85
33,85
34,39
35,90
36,52
37,92
38,93
39,49
40,71
41,84
42,64
43,89
44,86
45,54
46,65
47,62
48,89
49,84
50,57
51,19
52,48
53,57
54,80
55,50
56,64
57,82
58,46
59,47
60,79
61,80
62,82
63,53
64,51
65,49
66,44
67,50
68,68
69,43
70,62
71,68
72,78
73,46
74,39
75,53
76,48
77,19
78,29
79,44
80,42
81,40
82,14
83,27
84,75
85,52
86,65
87,38
88,47
89,21
90,13
91,71
92,38
93,45
94,15
95,21
96,25
97,14
98,29
99,13
100,20
