task,station
1,100
2,99
3,100
4,99
5,100
6,92
7,99
8,100
9,100
10,99
11,99
12,92
13,91
14,99
15,98
16,98
17,95
18,97
19,100
20,98
21,100
22,98
23,94
24,93
25,97
26,100
27,96
28,91
29,94
30,97
31,96
32,1
33,98
34,1
35,95
36,93
37,98
38,1
39,97
40,98
41,94
42,88
43,93
44,96
45,98
46,97
47,92
48,98
49,94
50,97
51,93
52,98
53,97
54,93
55,98
56,88
57,96
58,98
59,91
60,96
61,72
62,95
63,92
64,91
65,72
66,1
67,93
68,92
69,88
70,93
71,96
72,95
73,88
74,91
75,94
76,93
77,95
78,88
79,91
80,94
81,88
82,1
83,92
84,95
85,87
86,94
87,87
88,72
89,87
90,87
91,91
92,94
93,1
94,72
95,87
96,72
97,1
98,88
99,72
100,72
