task,station
1,100
2,97
3,99
4,100
5,100
6,100
7,97
8,100
9,100
10,97
11,100
12,95
13,94
14,96
15,94
16,96
17,100
18,1
19,99
20,93
21,96
22,96
23,100
24,99
25,72
26,99
27,99
28,95
29,99
30,96
31,98
32,93
33,98
34,98
35,98
36,96
37,52
38,98
39,98
40,98
41,97
42,93
43,94
44,95
45,95
46,92
47,84
48,93
49,1
50,94
51,52
52,52
53,83
54,95
55,95
56,84
57,1
58,95
59,94
60,92
61,83
62,93
63,94
64,83
65,83
66,84
67,92
68,91
69,92
70,72
71,92
72,93
73,91
74,94
75,72
76,92
77,84
78,1
79,91
80,1
81,92
82,72
83,72
84,92
85,84
86,91
87,83
88,72
89,72
90,91
91,52
92,84
93,91
94,1
95,52
96,72
97,52
98,84
99,83
100,52
