task,station
1,100
2,97
3,100
4,98
5,98
6,99
7,99
8,94
9,93
10,100
11,95
12,100
13,99
14,92
15,99
16,97
17,94
18,99
19,100
20,92
21,94
22,95
23,99
24,99
25,87
26,97
27,96
28,92
29,92
30,94
31,99
32,98
33,91
34,92
35,95
36,98
37,94
38,92
39,94
40,92
41,97
42,90
43,91
44,90
45,98
46,97
47,90
48,91
49,98
50,90
51,97
52,98
53,95
54,96
55,90
56,89
57,96
58,97
59,96
60,96
61,90
62,96
63,95
64,95
65,94
66,89
67,91
68,90
69,96
70,93
71,89
72,93
73,94
74,93
75,92
76,91
77,89
78,72
79,90
80,87
81,92
82,72
83,72
84,91
85,87
86,93
87,90
88,72
89,71
90,71
91,89
92,87
93,89
94,72
95,71
96,71
97,87
98,87
99,72
100,71
