task,station
1,99
2,100
3,100
4,97
5,100
6,98
7,100
8,97
9,95
10,100
11,99
12,90
13,100
14,94
15,100
16,96
17,97
18,90
19,96
20,90
21,100
22,99
23,90
24,93
25,99
26,99
27,95
28,46
29,100
30,95
31,97
32,93
33,90
34,99
35,95
36,94
37,99
38,90
39,91
40,98
41,92
42,97
43,93
44,93
45,96
46,72
47,97
48,90
49,98
50,96
51,72
52,93
53,72
54,97
55,95
56,98
57,84
58,91
59,72
60,72
61,96
62,94
63,91
64,98
65,96
66,91
67,97
68,96
69,72
70,94
71,98
72,95
73,93
74,93
75,95
76,94
77,92
78,84
79,92
80,96
81,84
82,93
83,84
84,72
85,92
86,92
87,84
88,46
89,91
90,96
91,92
92,92
93,92
94,46
95,90
96,46
97,84
98,72
99,46
100,46
