task,station
1,97
2,94
3,94
4,99
5,100
6,99
7,97
8,100
9,100
10,100
11,99
12,92
13,99
14,99
15,94
16,97
17,99
18,100
19,100
20,90
21,99
22,97
23,100
24,93
25,92
26,89
27,99
28,16
29,89
30,1
31,90
32,7
33,1
34,72
35,1
36,16
37,90
38,53
39,89
40,97
41,93
42,7
43,72
44,97
45,72
46,16
47,94
48,96
49,89
50,96
51,53
52,72
53,1
54,97
55,94
56,96
57,53
58,96
59,92
60,97
61,90
62,92
63,94
64,16
65,96
66,53
67,1
68,94
69,97
70,90
71,90
72,16
73,92
74,92
75,96
76,93
77,72
78,90
79,16
80,72
81,96
82,93
83,7
84,90
85,92
86,72
87,89
88,16
89,96
90,7
91,72
92,53
93,7
94,93
95,7
96,53
97,93
98,72
99,1
100,1
