Station_ID,Tasks,Load,Capacity
1,"[21, 9, 16, 22, 8, 37, 11, 3, 10]",990,1000
2,"[1, 47, 15, 23, 5, 43, 14, 2, 13, 18]",976,1000
3,"[19, 6, 7, 45, 24, 42]",925,1000
4,"[35, 17, 39, 12, 56, 49, 38]",936,1000
5,"[26, 34, 33, 65, 30, 28, 40, 29]",995,1000
6,"[4, 85, 52, 32, 58, 48]",945,1000
7,"[41, 27, 31, 86, 55, 44, 89, 75]",764,1000
8,"[20, 103, 50, 94, 46, 51]",1000,1000
9,"[77, 25, 57, 78, 87, 59, 36]",911,1000
10,"[54, 101, 93, 66, 84, 111]",973,1000
11,"[113, 61, 81, 83, 106]",949,1000
12,"[63, 73, 117, 70, 67, 82, 64]",984,1000
13,"[91, 53, 62, 110, 126, 123, 79, 80]",892,1000
14,"[90, 107, 88, 69, 120, 102, 105]",936,1000
15,"[60, 112, 76, 74, 109, 72]",950,1000
16,"[124, 68, 97, 147, 71, 108, 100, 104]",931,1000
17,"[122, 127, 138, 96, 98, 121, 146, 141]",993,1000
18,"[116, 145, 129, 135, 132, 115, 119, 142]",992,1000
19,"[95, 134, 131, 99, 128, 148]",938,1000
20,"[140, 92, 166, 133, 150, 162]",956,1000
21,"[163, 144, 154, 114]",791,1000
22,"[130, 139, 151, 153]",828,1000
23,"[160, 167, 189, 155, 137, 190]",980,1000
24,"[192, 171, 207, 197, 152, 158]",984,1000
25,"[181, 118, 198, 161, 232, 125]",939,1000
26,"[193, 185, 187, 170, 149, 156, 199, 136]",999,1000
27,"[143, 174, 211, 169, 159, 157, 248, 268, 168, 239]",842,1000
28,"[288, 165, 196, 191, 164, 178]",983,1000
29,"[183, 184, 177, 172, 179, 214, 188, 182, 173]",959,1000
30,"[231, 202, 175, 205, 176, 215]",983,1000
31,"[247, 210, 204, 212, 238]",933,1000
32,"[209, 224, 194, 208, 223, 186]",985,1000
33,"[218, 200, 220, 228, 195, 242, 217]",944,1000
34,"[298, 203, 213, 206, 253, 225, 250]",861,1000
35,"[234, 221, 216, 222, 219, 226, 289, 180, 309]",947,1000
36,"[307, 233, 249, 246, 230]",830,1000
37,"[270, 279, 229, 227, 240, 287]",900,1000
38,"[237, 254, 236, 241, 282]",920,1000
39,"[244, 235, 271, 305]",818,1000
40,"[255, 264, 299, 245, 260, 300, 283]",892,1000
41,"[201, 265, 259, 272, 269, 281, 261, 251]",941,1000
42,"[274, 262, 256, 321, 252, 258, 243, 284]",962,1000
43,"[277, 263, 275, 257, 280, 267, 273]",833,1000
44,"[302, 266, 291, 276, 290]",883,1000
45,"[304, 285, 295, 310, 286, 311, 317, 293]",938,1000
46,"[306, 315, 292, 312, 327, 336, 320, 314, 318]",973,1000
47,"[278, 294, 330, 333, 343, 325, 313, 308, 323, 338]",990,1000
48,"[352, 301, 345, 326, 331]",869,1000
