Station_ID,Tasks,Load,Capacity
1,"[14, 6, 7, 12, 3, 15]",913,1000
2,"[9, 13, 10, 4, 1, 17, 2, 5]",917,1000
3,"[16, 22, 38, 25, 21, 11, 28]",950,1000
4,"[32, 24, 42, 35, 45, 69, 8]",894,1000
5,"[31, 77, 62, 44, 23, 19]",921,1000
6,"[55, 66, 26, 29, 40, 20, 90, 41, 27]",959,1000
7,"[39, 67, 63, 64, 18, 43]",840,1000
8,"[34, 59, 33, 58, 72, 49, 82, 48]",981,1000
9,"[54, 30, 61, 56, 46, 80, 50, 47]",914,1000
10,"[53, 78, 76, 98, 73, 36]",957,1000
11,"[60, 68, 103, 65, 84, 92, 86, 105]",965,1000
12,"[75, 81, 89, 74, 104, 112, 85]",988,1000
13,"[51, 52, 111, 129, 97, 91, 102, 94]",870,1000
14,"[140, 70, 71, 87]",883,1000
15,"[126, 128, 114, 106, 147, 96]",977,1000
16,"[109, 108, 123, 99, 79, 37]",766,1000
17,"[141, 121, 95, 57, 110, 117, 100, 139, 151]",972,1000
18,"[118, 120, 127, 148]",859,1000
19,"[143, 159, 179, 130]",826,1000
20,"[134, 150, 125, 83, 136, 155, 174]",956,1000
21,"[144, 158, 152, 146, 169, 119, 115]",925,1000
22,"[93, 200, 101, 131, 182, 193, 181, 107]",942,1000
23,"[124, 88, 132, 122, 220, 113]",924,1000
24,"[138, 116, 180, 133, 154, 149]",946,1000
25,"[228, 240, 160, 145, 162, 142]",937,1000
26,"[135, 234, 202, 173, 163]",916,1000
27,"[167, 185, 188, 195, 227, 168, 225]",875,1000
28,"[157, 170, 198, 190]",814,1000
29,"[192, 191, 166, 223, 194]",865,1000
30,"[199, 161, 184, 164, 207, 187, 235]",945,1000
31,"[233, 214, 212, 230, 218, 186, 201]",987,1000
32,"[206, 175, 222, 183, 137, 224, 238]",978,1000
33,"[236, 204, 153, 211, 239, 213, 209, 229, 165]",867,1000
34,"[171, 244, 249, 242, 216]",925,1000
35,"[203, 231, 196, 210, 241, 215]",935,1000
36,"[217, 261, 189, 237, 260]",987,1000
37,"[259, 262, 246, 177, 277, 279]",949,1000
38,"[283, 208, 243, 270, 245, 247, 282]",955,1000
39,"[250, 256, 253, 252, 205, 264]",947,1000
40,"[272, 219, 278, 268, 303, 269, 286, 178]",919,1000
41,"[320, 258, 321, 276, 263, 305]",962,1000
42,"[232, 156, 197, 330, 274, 248, 312, 254]",971,1000
43,"[302, 348, 323, 275, 360, 273]",881,1000
44,"[287, 306, 304, 271, 334]",924,1000
45,"[251, 319, 280, 265, 316, 315, 295, 285]",985,1000
46,"[292, 257, 308, 289, 358]",987,1000
47,"[294, 345, 328, 309, 255, 300]",999,1000
48,"[297, 281, 290, 329, 335, 299, 266, 344, 296, 311]",980,1000
49,"[301, 298, 314, 307, 342, 288, 350, 326]",981,1000
50,"[284, 313, 267, 317, 355, 375, 176, 291]",971,1000
51,"[318, 362, 340, 221, 353, 293, 337, 332]",943,1000
52,"[341, 226, 374, 339, 325, 361, 357, 367]",978,1000
53,"[347, 310, 365, 336, 331, 322, 327, 351, 172]",998,1000
54,"[383, 346, 349, 354, 369, 371, 382, 324, 338]",981,1000
55,"[372, 343, 359, 370, 333, 364, 386, 387]",845,1000
56,"[402, 373, 384, 352, 403]",921,1000
57,"[390, 425, 378, 423, 405, 363, 440]",922,1000
58,"[420, 379, 394, 385, 356, 376]",928,1000
59,"[392, 410, 427, 397, 396, 398, 419]",867,1000
60,"[401, 400, 413, 435, 431, 421, 437, 368, 429]",982,1000
61,"[434, 389, 377, 428, 451, 456, 426]",959,1000
62,"[445, 395, 449, 412, 366, 482, 380, 399]",974,1000
63,"[381, 416, 430, 415, 407, 447, 463, 459, 388, 458, 439]",902,1000
64,"[465, 467, 473, 468, 411, 472]",925,1000
65,"[475, 471, 408, 483, 406, 436, 476, 493]",959,1000
66,"[417, 438, 478, 470, 484, 501, 460, 414]",973,1000
67,"[491, 450, 494, 441, 479, 391, 393]",924,1000
68,"[506, 488, 443, 404, 457, 514, 485, 464]",941,1000
69,"[433, 497, 418, 442]",820,1000
70,"[432, 446, 477, 409, 448, 480, 453, 469, 466]",951,1000
71,"[474, 462, 495, 486, 424, 500, 490]",941,1000
72,"[510, 516, 487, 505, 525, 518]",941,1000
73,"[519, 492, 522, 444, 564, 509, 481, 499, 523]",991,1000
74,"[507, 503, 539, 513, 554, 422]",943,1000
75,"[508, 527, 532, 452, 538, 489, 496]",991,1000
76,"[530, 526, 571, 585, 504, 578, 533, 577]",1000,1000
77,"[545, 502, 543, 536, 454]",988,1000
