Station_ID,Tasks,Load,Capacity
1,"[20, 5, 24, 12, 1, 3, 17]",945,1000
2,"[21, 19, 10, 8, 4, 16, 29]",931,1000
3,"[22, 36, 28, 14, 30, 7]",962,1000
4,"[18, 15, 25, 23, 2, 26]",952,1000
5,"[40, 31, 61, 41, 6, 9, 64, 11, 35, 58]",993,1000
6,"[42, 27, 43, 45, 33, 60, 55, 49]",952,1000
7,"[46, 89, 13, 66, 97, 38, 50]",868,1000
8,"[37, 65, 48, 34, 44, 57, 90]",941,1000
9,"[86, 47, 72, 88, 73]",968,1000
10,"[93, 81, 53, 32, 51, 94, 62]",974,1000
11,"[75, 79, 83, 84, 113, 39]",831,1000
12,"[126, 80, 92, 78, 77, 63, 59, 82, 54]",941,1000
13,"[117, 70, 76, 71, 87, 52, 91, 68, 96, 116, 114]",951,1000
14,"[115, 56, 69, 118, 125, 67, 154]",938,1000
15,"[146, 144, 163, 95, 85, 160, 159, 104, 100]",999,1000
16,"[108, 155, 98, 101, 153, 107, 111]",944,1000
17,"[120, 110, 141, 119, 122, 167]",904,1000
18,"[112, 109, 129, 105, 102]",928,1000
19,"[123, 99, 106, 168, 74, 131]",980,1000
20,"[121, 183, 147, 128, 138, 127]",941,1000
21,"[171, 206, 140, 134, 169, 132]",891,1000
22,"[103, 142, 209, 176, 124]",907,1000
23,"[133, 145, 166, 172, 135, 150, 178]",940,1000
24,"[179, 197, 136, 151, 184]",927,1000
25,"[137, 200, 181, 130, 162, 195, 196]",841,1000
26,"[139, 157, 203, 158, 231, 192]",888,1000
27,"[143, 152, 165, 225, 149, 199, 191, 254, 213]",979,1000
28,"[215, 217, 219, 173, 234, 239]",899,1000
29,"[164, 202, 252, 170, 228, 275, 220, 224]",987,1000
30,"[216, 253, 235, 255, 240, 214]",923,1000
31,"[242, 194, 193, 269, 232, 281]",936,1000
32,"[260, 243, 189, 251, 271, 223, 247, 190, 207]",988,1000
33,"[290, 156, 210, 201, 229, 175, 174]",1000,1000
34,"[205, 244, 182, 227, 188, 148, 276, 198, 267]",984,1000
35,"[258, 161, 208, 278, 233, 250]",956,1000
36,"[226, 261, 236, 279, 218, 264]",906,1000
37,"[187, 248, 266, 237, 238, 246, 241]",941,1000
38,"[289, 186, 273, 249, 259, 295]",936,1000
39,"[268, 277, 301, 177, 180, 212, 286]",984,1000
40,"[299, 287, 185, 263, 282, 284, 292, 265]",847,1000
41,"[274, 304, 309, 204, 222, 315, 318]",976,1000
42,"[230, 245, 307, 283, 300, 322, 221, 341]",916,1000
43,"[340, 314, 285, 288]",910,1000
44,"[343, 257, 211, 344, 345, 370, 294, 270]",891,1000
45,"[291, 296, 320, 256, 333]",930,1000
46,"[312, 272, 319, 313, 317, 280, 347]",806,1000
47,"[359, 303, 293, 321, 306, 371, 373]",872,1000
48,"[367, 353, 364, 302, 386, 369, 346, 339]",988,1000
49,"[308, 390, 262, 311, 329, 334, 378]",911,1000
50,"[342, 324, 357, 392, 327, 298, 384]",887,1000
51,"[297, 419, 374, 305, 379, 350]",905,1000
52,"[391, 352, 354, 387, 395]",880,1000
53,"[332, 368, 363, 328, 310, 418]",967,1000
54,"[331, 393, 422, 360, 366]",894,1000
55,"[355, 414, 316, 325, 381, 323, 385]",951,1000
56,"[399, 351, 402, 401, 396, 423, 421, 330, 349, 337]",852,1000
57,"[426, 361, 432, 326, 365, 394, 338]",984,1000
58,"[436, 400, 335, 348, 372]",984,1000
59,"[362, 336, 375, 356, 389, 376, 358, 383, 417, 388]",990,1000
60,"[382, 406, 438, 407, 380, 404, 409, 397, 411, 441, 403]",954,1000
61,"[425, 420, 433, 416, 444, 415, 440]",893,1000
62,"[377, 434, 447, 424, 448, 410, 451]",869,1000
63,"[452, 467, 408, 469, 429, 461, 405, 430]",931,1000
64,"[437, 456, 442, 490, 443, 398, 454, 428, 450, 445, 412]",981,1000
65,"[472, 427, 470, 413, 459, 466, 439, 435]",969,1000
66,"[431, 446, 449, 471, 491, 465, 510]",987,1000
67,"[453, 457, 455, 489, 484, 482, 464, 473]",826,1000
68,"[477, 463, 487, 523, 493, 483]",917,1000
69,"[505, 504, 460, 554, 498, 494, 485, 479]",981,1000
70,"[515, 492, 458, 462, 496, 532]",972,1000
71,"[481, 511, 488, 502, 486, 475, 558]",906,1000
72,"[503, 478, 476, 468, 497, 512, 521]",939,1000
73,"[514, 507, 500, 509]",859,1000
74,"[531, 506, 546, 524, 549, 513]",916,1000
75,"[527, 552, 508, 565]",867,1000
76,"[570, 526, 577, 495, 480, 560, 580]",980,1000
77,"[601, 501, 571, 555, 516, 607]",980,1000
78,"[529, 474, 499, 519, 530, 528, 533]",822,1000
79,"[553, 617, 548, 547, 520, 630, 522, 606, 641, 518]",937,1000
80,"[627, 611, 517, 543, 564, 541, 568, 537]",954,1000
81,"[525, 563, 542, 573, 538, 623]",968,1000
82,"[534, 540, 600, 620, 574, 536, 567]",938,1000
83,"[539, 566, 559, 583, 551, 561, 649]",984,1000
84,"[668, 650, 535, 593, 562, 652]",986,1000
85,"[581, 624, 579, 572, 589, 628, 578]",951,1000
86,"[556, 645, 544, 657, 603, 604]",945,1000
87,"[660, 586, 659, 557, 585, 582]",868,1000
88,"[673, 672, 545, 656, 569, 597, 694]",995,1000
89,"[592, 608, 697, 605, 664, 588, 614]",870,1000
90,"[621, 695, 691, 550, 626, 599, 587]",832,1000
91,"[596, 590, 692, 702, 594, 613]",979,1000
92,"[705, 704, 598, 647, 644, 683, 634, 724]",941,1000
93,"[654, 658, 609, 638, 723, 602, 676]",912,1000
94,"[575, 632, 576, 636, 686, 665]",933,1000
95,"[725, 584, 616, 662]",755,1000
96,"[689, 651, 619, 610, 629]",922,1000
97,"[670, 707, 637]",943,1000
98,"[625, 732, 758, 733, 736, 756, 746, 615, 674]",939,1000
99,"[703, 759, 639, 595, 612, 700, 633, 635]",977,1000
100,"[696, 622, 643, 711, 618, 726]",966,1000
101,"[653, 783, 777, 747, 631, 792, 591]",981,1000
102,"[675, 740, 791, 640, 807, 655, 646, 753, 661, 671]",878,1000
103,"[821, 698, 719, 648, 782, 716, 680]",989,1000
104,"[743, 681, 819, 748, 720, 678, 728, 688]",957,1000
105,"[713, 712, 823, 741, 738, 708, 690]",930,1000
106,"[642, 727, 699, 760, 849, 841, 669, 735]",965,1000
107,"[844, 860, 677, 838, 742, 731, 666]",836,1000
108,"[687, 755, 787, 734, 865, 751]",851,1000
109,"[761, 840, 779, 714, 679, 876, 885, 800, 892]",986,1000
110,"[909, 667, 706, 739, 776, 709, 881, 693]",990,1000
111,"[710, 899, 803, 685, 893, 722, 730, 745]",979,1000
112,"[780, 762, 721, 715, 729, 894, 901, 682, 786]",884,1000
113,"[749, 911, 886, 897, 684, 912]",944,1000
114,"[910, 788, 902, 917, 900]",819,1000
115,"[750, 794, 752, 908, 913, 744, 772, 778, 769]",994,1000
116,"[929, 757, 918, 905, 923, 924, 764, 767]",985,1000
117,"[785, 737, 932, 770, 771, 926, 768, 701]",992,1000
118,"[775, 935, 945, 717, 952, 931]",877,1000
119,"[766, 801, 919, 812, 718, 663, 951]",966,1000
120,"[947, 966, 815, 774]",878,1000
121,"[916, 949, 933, 799, 814]",968,1000
122,"[817, 754, 811, 936, 942, 974, 765, 941, 928]",997,1000
123,"[957, 981, 956, 962, 967, 959, 955]",933,1000
124,"[888, 965, 943, 960, 978, 820, 969, 946]",936,1000
125,"[948, 781, 983, 922, 954, 796]",985,1000
126,"[914, 999, 973, 763, 987, 958]",952,1000
127,"[809, 977, 802, 944, 795, 1000, 920]",877,1000
128,"[798, 810, 963]",803,1000
129,"[825, 790, 797, 829, 992, 806, 793]",952,1000
130,"[964, 842, 961, 996, 982, 824]",966,1000
131,"[976, 989, 993, 970, 832, 826, 808]",991,1000
132,"[870, 953, 980, 845, 998, 837]",998,1000
133,"[851, 997, 843, 805, 834, 816, 995]",948,1000
134,"[827, 869, 831, 877, 991, 822, 863]",998,1000
135,"[858, 855, 853, 856, 873, 986]",936,1000
136,"[852, 854, 773, 857, 836, 887, 828]",917,1000
137,"[846, 883, 835, 879, 984, 847, 867]",871,1000
138,"[861, 868, 950, 862, 875]",881,1000
139,"[789, 896, 866, 880, 850, 882, 878, 884]",959,1000
140,"[784, 895, 813, 907]",841,1000
141,"[904, 830, 874, 930, 934, 898, 833, 927]",997,1000
142,"[903, 889, 818, 939, 848, 906, 921]",971,1000
143,"[839, 871, 804, 938, 859, 872, 940, 891]",876,1000
144,"[890, 915, 925, 864, 937, 971, 979, 972]",952,1000
145,"[968, 990, 975, 988, 985, 994]",836,1000
