Station_ID,Tasks,Load,Capacity
1,"[8, 18, 14, 20, 11]",741,1000
2,"[25, 27, 23]",943,1000
3,"[9, 5, 26]",844,1000
4,"[31, 19, 10, 12, 32]",928,1000
5,"[24, 15, 7]",766,1000
6,"[1, 46, 21, 6, 2]",996,1000
7,"[4, 16, 33]",940,1000
8,"[3, 45, 43, 22, 41]",898,1000
9,"[17, 36, 58, 42]",898,1000
10,"[50, 44, 34, 61, 62]",860,1000
11,"[67, 49, 38, 69, 35, 40]",842,1000
12,"[59, 64, 63, 47, 82]",896,1000
13,"[39, 76, 48]",885,1000
14,"[77, 65, 101]",939,1000
15,"[68, 30, 78, 83]",704,1000
16,"[72, 29, 51]",944,1000
17,"[13, 66, 86, 55, 96]",548,1000
18,"[85, 80]",727,1000
19,"[56, 37]",878,1000
20,"[103, 107, 54]",766,1000
21,"[60, 53]",811,1000
22,"[74, 121, 95]",508,1000
23,"[87, 88, 93]",887,1000
24,"[106, 102, 100]",592,1000
25,"[125, 81, 84, 94, 123]",896,1000
26,"[70, 57, 73, 115, 97]",915,1000
27,"[136, 79, 118]",977,1000
28,"[89, 126, 105, 99, 91, 104, 139, 114, 142]",993,1000
29,"[98, 117, 169]",936,1000
30,"[90, 116, 75, 128, 134, 108]",875,1000
31,"[112, 113, 111, 133, 137]",945,1000
32,"[109, 52, 28]",861,1000
33,"[119, 159, 168]",888,1000
34,"[71, 110, 129, 158, 132, 122]",998,1000
35,"[144, 166, 131]",538,1000
36,"[162, 130, 156, 120]",903,1000
37,"[186, 154, 135, 141, 148, 153]",995,1000
38,"[127, 182, 181, 143]",977,1000
39,"[160, 149, 218]",964,1000
40,"[165, 187, 170, 145]",754,1000
41,"[176, 184, 192]",976,1000
42,"[155, 147, 189, 188, 124]",917,1000
43,"[212, 213, 163, 138]",553,1000
44,[140],498,1000
45,"[92, 164]",637,1000
46,"[180, 240, 161, 175]",889,1000
47,"[211, 146, 167]",817,1000
48,"[224, 151]",711,1000
49,"[150, 178, 157, 152]",969,1000
50,"[210, 191, 217, 177]",770,1000
51,"[222, 216, 215, 183]",839,1000
52,"[190, 214, 209, 173, 207]",993,1000
53,"[232, 237, 174]",683,1000
54,"[223, 185, 241, 233, 172, 206]",961,1000
55,"[171, 195, 208]",830,1000
56,"[200, 230]",913,1000
57,"[196, 238, 199, 253]",965,1000
58,"[179, 205, 221, 203, 201, 235, 258]",988,1000
59,"[204, 234, 202, 251]",964,1000
60,"[193, 219, 228, 239]",708,1000
61,"[256, 225]",829,1000
62,"[231, 245]",953,1000
63,"[264, 274]",809,1000
64,"[197, 259, 246]",779,1000
65,"[247, 250, 198, 236, 243]",985,1000
66,"[268, 260]",693,1000
67,"[229, 194]",698,1000
68,"[269, 271]",645,1000
69,"[278, 227, 257]",604,1000
70,"[248, 284]",622,1000
71,"[291, 242, 266, 276, 287]",998,1000
72,"[255, 254, 292, 299]",915,1000
73,"[265, 252, 270]",967,1000
74,"[263, 220, 261, 277, 273, 226]",996,1000
75,"[283, 262, 249, 305, 272]",992,1000
76,"[279, 285, 311, 296]",961,1000
77,"[317, 290, 303]",836,1000
78,"[280, 275, 244]",984,1000
79,"[297, 288, 281, 282, 306, 294]",950,1000
80,"[307, 313, 302, 309, 331, 289]",960,1000
81,"[319, 330, 301, 286]",903,1000
82,"[323, 295, 314, 333]",902,1000
83,"[312, 328]",771,1000
84,"[293, 344]",758,1000
85,"[310, 318, 298, 304, 327, 329]",879,1000
86,"[315, 316, 345]",827,1000
87,"[308, 267, 320]",795,1000
88,"[326, 324, 325, 346, 338]",997,1000
89,"[343, 322, 361, 339, 300, 341]",836,1000
90,[355],543,1000
91,"[357, 321]",948,1000
92,"[337, 389, 360, 332, 340, 394]",985,1000
93,"[354, 348, 398, 363]",982,1000
94,"[358, 393, 365]",899,1000
95,"[335, 349, 364]",784,1000
96,"[401, 391, 362, 356, 392, 353]",943,1000
97,"[347, 368, 395, 402]",755,1000
98,"[370, 400, 350]",949,1000
99,"[369, 422, 367]",949,1000
100,"[336, 426, 452]",908,1000
101,"[374, 450, 448]",913,1000
102,"[457, 462, 455, 334, 376]",844,1000
103,"[441, 454, 439, 453]",793,1000
104,"[458, 475, 377]",886,1000
105,"[487, 460, 463, 445]",640,1000
106,"[480, 378]",975,1000
107,"[366, 371, 447, 496]",636,1000
108,"[412, 396, 375]",879,1000
109,"[440, 481, 465]",993,1000
110,"[372, 390, 443]",583,1000
111,"[464, 415, 342]",967,1000
112,"[351, 503]",886,1000
113,"[434, 449, 417, 456, 501]",910,1000
114,"[451, 373, 359]",828,1000
115,"[508, 483]",724,1000
116,"[399, 494, 397, 467, 514]",859,1000
117,"[518, 444, 414, 461, 542, 442, 506, 430]",986,1000
118,"[519, 418, 419, 502]",865,1000
119,"[472, 352, 446, 482, 511]",888,1000
120,"[413, 435, 486]",766,1000
121,[384],582,1000
122,"[379, 382, 492]",991,1000
123,"[505, 485]",809,1000
124,"[478, 406, 428]",899,1000
125,"[411, 489, 438, 432, 416]",908,1000
126,"[380, 488, 404]",949,1000
127,"[459, 386, 512]",893,1000
128,"[495, 388, 539, 500, 385]",863,1000
129,"[405, 381, 471, 468, 383]",952,1000
130,"[387, 517]",827,1000
131,"[436, 491, 420]",886,1000
132,"[498, 493, 477, 510]",951,1000
133,"[533, 543, 423]",903,1000
134,"[421, 479, 499, 516, 558]",957,1000
135,"[407, 429, 562, 490]",911,1000
136,"[571, 433, 538]",776,1000
137,"[403, 424, 476]",955,1000
138,[409],610,1000
139,"[497, 593, 597]",965,1000
140,"[473, 408, 425]",847,1000
141,"[410, 437, 513]",940,1000
142,"[469, 509, 537, 484, 535, 466, 427]",992,1000
143,"[531, 540, 515, 504, 529]",973,1000
144,"[564, 526, 541, 554]",991,1000
145,"[549, 546]",500,1000
146,"[524, 525, 474, 536]",908,1000
147,"[574, 528, 553, 527]",864,1000
148,"[431, 530, 534, 544]",883,1000
149,"[556, 561]",907,1000
150,"[566, 573, 548]",731,1000
151,"[522, 520, 579]",887,1000
152,"[552, 555, 560]",973,1000
153,"[567, 532, 559]",943,1000
154,"[521, 576, 598, 592]",910,1000
155,"[611, 523, 577, 550]",720,1000
156,"[545, 557]",524,1000
157,"[563, 575, 470, 570]",989,1000
158,"[507, 569, 600]",990,1000
159,"[578, 551, 547, 568, 565, 596]",914,1000
160,"[601, 590, 582, 606, 581, 587]",918,1000
161,"[586, 594, 605, 613, 599, 585]",498,1000
162,"[572, 614]",554,1000
163,"[588, 632, 591, 615]",864,1000
164,"[583, 609, 580]",971,1000
165,"[595, 634, 604, 612, 589]",917,1000
166,"[631, 639, 608, 637, 607]",910,1000
167,"[620, 630, 635, 617]",882,1000
168,"[629, 610, 618, 619]",935,1000
169,"[633, 616, 646]",857,1000
170,"[642, 644, 623, 622, 621]",788,1000
171,"[666, 672, 626, 641]",876,1000
172,"[657, 651, 671, 676, 650]",981,1000
173,"[643, 664, 638, 662]",958,1000
174,"[669, 679]",831,1000
175,[667],539,1000
176,"[584, 660, 680, 661]",984,1000
177,"[684, 663, 603, 673, 677, 627]",998,1000
178,"[704, 602, 628, 636, 683, 640]",932,1000
179,"[688, 705, 717, 700, 645, 709]",964,1000
180,"[674, 656, 694, 696]",772,1000
181,"[693, 625, 624, 648]",972,1000
182,"[690, 720, 715, 695]",951,1000
183,"[670, 691, 668, 710]",955,1000
184,"[665, 716, 728]",680,1000
185,"[652, 697, 721]",950,1000
186,"[703, 749, 750, 740, 730, 682, 689]",537,1000
187,"[764, 759, 698]",909,1000
188,"[692, 758, 734]",905,1000
189,"[743, 735, 742, 765, 655]",962,1000
190,"[722, 654, 719, 725, 649, 653]",945,1000
191,"[745, 675, 647, 706]",855,1000
192,"[658, 744]",712,1000
193,"[761, 718]",901,1000
194,"[681, 699, 757, 748, 747, 685]",967,1000
195,"[746, 687, 773, 753, 686]",991,1000
196,"[707, 711, 712]",653,1000
197,"[724, 762, 731, 781]",704,1000
198,"[741, 678]",765,1000
199,"[775, 659]",649,1000
200,"[752, 727]",978,1000
201,"[763, 708, 736]",916,1000
202,"[714, 774, 784, 701, 772]",979,1000
203,"[732, 733, 702]",872,1000
204,"[756, 796, 729, 779, 769]",975,1000
205,"[788, 766, 780, 739, 783]",812,1000
206,"[726, 785, 755, 738, 768, 713]",962,1000
207,"[776, 789, 791, 799]",891,1000
208,"[782, 770]",983,1000
209,"[795, 793, 800, 723, 771]",924,1000
210,"[751, 803]",711,1000
211,"[820, 760, 794, 797, 754]",971,1000
212,"[806, 804, 833]",751,1000
213,"[801, 778, 815, 737]",915,1000
214,"[777, 790, 798]",731,1000
215,"[787, 807, 792]",730,1000
216,"[802, 767, 786]",961,1000
217,"[814, 823, 819, 808, 818]",858,1000
218,"[816, 817]",979,1000
219,"[830, 839, 813, 824]",960,1000
220,"[827, 825, 828]",498,1000
221,"[836, 810, 826, 854]",922,1000
222,"[864, 805, 812, 822]",950,1000
223,"[829, 809, 834]",893,1000
224,"[811, 831, 846, 835]",746,1000
225,"[852, 888]",800,1000
226,"[894, 850]",688,1000
227,"[855, 857, 874]",978,1000
228,"[851, 832, 867, 837, 847]",927,1000
229,"[840, 908, 856]",934,1000
230,"[849, 875]",930,1000
231,"[821, 842, 865]",846,1000
232,"[844, 838, 893]",832,1000
233,"[843, 845, 841, 885]",957,1000
234,"[870, 853, 882, 858, 871]",981,1000
235,"[866, 848, 872, 863]",916,1000
236,"[859, 891, 917, 887]",969,1000
237,"[861, 910, 884, 873, 896, 868, 895]",955,1000
238,"[889, 898, 879, 892, 916]",800,1000
239,"[899, 886, 904]",794,1000
240,"[901, 869, 903, 878]",938,1000
241,"[918, 862, 915, 876, 912, 920, 931, 881]",990,1000
242,"[897, 958, 890, 914]",811,1000
243,"[934, 923, 902, 877, 880]",706,1000
244,"[911, 919, 932, 913, 933]",916,1000
245,"[938, 927, 900, 928, 955]",877,1000
246,"[926, 929, 960]",810,1000
247,"[950, 883, 935, 944, 964]",921,1000
248,"[961, 949, 947, 860, 948]",943,1000
249,"[922, 937, 962, 966]",998,1000
250,"[924, 980, 959]",772,1000
251,"[930, 975, 968, 963, 939, 945, 972]",984,1000
252,"[985, 974]",961,1000
253,"[941, 977]",978,1000
254,"[905, 956, 953, 909, 981, 925]",866,1000
255,"[978, 993, 942]",960,1000
256,"[954, 973, 906, 951, 995]",881,1000
257,"[952, 936, 965, 940, 907]",792,1000
258,"[989, 957, 998]",982,1000
259,"[969, 1000, 986, 943]",989,1000
260,"[921, 946, 991, 979, 976, 971]",587,1000
261,"[967, 997, 987, 999, 988]",932,1000
262,"[983, 994, 982, 970, 984]",947,1000
263,"[996, 992, 990]",421,1000
