Station_ID,Tasks,Load,Capacity
1,"[10, 11, 18]",986,1000
2,"[22, 20, 7]",714,1000
3,"[13, 3, 16]",590,1000
4,"[34, 2, 5, 12, 9]",937,1000
5,"[33, 15, 8]",964,1000
6,"[39, 37, 24, 23, 1, 6]",881,1000
7,"[25, 28, 63]",980,1000
8,"[30, 31, 58]",796,1000
9,"[67, 4, 27, 48, 52, 29]",766,1000
10,"[17, 32]",769,1000
11,"[44, 61]",827,1000
12,"[46, 45, 42]",939,1000
13,"[47, 56, 75]",762,1000
14,"[81, 40, 50]",923,1000
15,"[26, 55, 64]",870,1000
16,"[72, 91, 14]",941,1000
17,"[57, 38]",993,1000
18,"[21, 53, 97, 66]",932,1000
19,"[74, 54, 59, 49, 71, 41, 108]",976,1000
20,"[110, 90, 35, 102, 77, 83]",920,1000
21,"[68, 70]",866,1000
22,"[92, 19, 106, 122, 84, 86]",841,1000
23,"[36, 99, 60]",947,1000
24,"[85, 78, 87, 94, 43, 98]",888,1000
25,"[80, 65, 129]",868,1000
26,"[135, 154, 51, 103]",925,1000
27,"[113, 79]",979,1000
28,"[118, 73, 69]",891,1000
29,"[115, 89, 62]",805,1000
30,"[82, 114, 126]",871,1000
31,"[123, 76, 96]",803,1000
32,"[125, 143, 95, 170, 100]",962,1000
33,"[132, 140, 93, 142]",531,1000
34,"[88, 141, 112]",967,1000
35,"[169, 161, 105]",871,1000
36,"[124, 163, 111, 109]",961,1000
37,"[107, 130, 101, 127]",978,1000
38,"[104, 149, 166]",992,1000
39,"[159, 186, 152, 116, 117, 144]",828,1000
40,"[200, 121, 120]",866,1000
41,"[203, 176, 131, 175, 137]",955,1000
42,"[128, 234, 168, 201, 134]",858,1000
43,"[179, 145, 158, 136]",793,1000
44,"[156, 133, 155, 207]",974,1000
45,"[167, 206, 138, 212]",901,1000
46,"[157, 177, 196]",947,1000
47,"[198, 164, 139, 119, 150, 222]",964,1000
48,"[233, 182, 214, 195, 148]",977,1000
49,"[147, 202, 180, 223, 251, 162]",972,1000
50,"[188, 151, 218, 228, 236]",787,1000
51,"[231, 252, 227]",908,1000
52,"[189, 254, 232, 208]",738,1000
53,"[205, 146]",873,1000
54,"[204, 269, 165, 229, 172, 160]",937,1000
55,"[185, 241, 256]",926,1000
56,"[178, 249, 221, 215, 272, 174]",862,1000
57,"[271, 286, 194]",972,1000
58,"[184, 213, 187, 248, 217, 279]",952,1000
59,"[193, 209, 171]",956,1000
60,"[225, 292, 191, 237, 285]",902,1000
61,"[268, 294]",578,1000
62,"[210, 238, 240, 181]",839,1000
63,"[153, 220, 183, 216]",953,1000
64,"[197, 219]",562,1000
65,"[190, 255, 309]",802,1000
66,"[224, 173, 266, 263, 243]",956,1000
67,"[259, 245, 281, 264]",844,1000
68,"[257, 304, 244, 246, 247, 324]",947,1000
69,"[265, 296, 192]",879,1000
70,"[267, 273, 310]",845,1000
71,"[331, 282, 199, 260, 291]",978,1000
72,"[280, 230, 211, 235]",928,1000
73,"[275, 319, 262]",998,1000
74,"[226, 239, 253]",780,1000
75,"[329, 302, 289]",901,1000
76,"[270, 242, 250, 276]",908,1000
77,"[303, 278, 327, 261]",914,1000
78,"[308, 300, 321]",860,1000
79,"[290, 306, 339, 343, 322]",971,1000
80,"[317, 335]",946,1000
81,"[359, 369, 371, 393]",945,1000
82,"[397, 392, 385, 341]",857,1000
83,"[347, 415, 356, 423]",893,1000
84,"[400, 316, 404, 412]",964,1000
85,"[258, 358, 459, 274]",746,1000
86,"[284, 287, 293, 283]",882,1000
87,"[277, 288, 420, 298]",943,1000
88,"[301, 295, 297, 307]",861,1000
89,"[305, 312, 299, 326]",995,1000
90,"[313, 328, 325]",513,1000
91,"[349, 342, 323, 315]",926,1000
92,"[333, 364, 348]",633,1000
93,"[344, 361, 336, 365, 318]",952,1000
94,"[340, 351, 334, 332]",997,1000
95,"[375, 345, 384, 337]",952,1000
96,"[314, 350]",916,1000
97,"[368, 379]",921,1000
98,"[396, 311, 386, 320, 338, 388, 330]",1000,1000
99,"[417, 346, 363, 354, 406]",652,1000
100,"[360, 382, 394, 373]",972,1000
101,"[376, 395, 419, 405]",956,1000
102,"[357, 353, 355, 372, 426]",977,1000
103,"[377, 416, 428, 380, 362, 383]",942,1000
104,"[431, 408]",730,1000
105,"[378, 398, 439]",824,1000
106,"[414, 413, 443]",911,1000
107,"[421, 366, 429, 441, 367, 389]",947,1000
108,"[425, 387, 352, 374, 391, 455]",946,1000
109,"[453, 381, 401, 473, 399, 409]",916,1000
110,"[422, 437, 442]",908,1000
111,"[464, 456]",841,1000
112,"[435, 482, 509]",958,1000
113,"[448, 390, 424, 411]",655,1000
114,"[430, 403, 452]",941,1000
115,"[410, 438, 370]",674,1000
116,"[407, 460, 445]",978,1000
117,"[510, 440]",900,1000
118,"[469, 447, 483]",896,1000
119,"[471, 434, 470, 490, 465, 427, 402]",916,1000
120,"[457, 463, 451]",586,1000
121,"[468, 454, 418, 523]",919,1000
