Station_ID,Tasks,Load,Capacity
1,[11],568,1000
2,[9],567,1000
3,"[5, 15]",879,1000
4,"[18, 22]",781,1000
5,"[17, 24]",930,1000
6,"[4, 3]",886,1000
7,[12],533,1000
8,[8],584,1000
9,[10],583,1000
10,[36],613,1000
11,"[33, 14]",814,1000
12,[13],584,1000
13,[7],493,1000
14,"[42, 20]",948,1000
15,"[35, 27]",941,1000
16,"[25, 40]",991,1000
17,"[32, 19]",739,1000
18,[62],580,1000
19,"[44, 38]",944,1000
20,"[2, 37]",607,1000
21,[1],655,1000
22,"[65, 39]",911,1000
23,"[26, 63]",941,1000
24,[76],710,1000
25,"[6, 61]",922,1000
26,"[43, 31]",991,1000
27,"[87, 28]",853,1000
28,"[60, 29]",971,1000
29,"[16, 21]",848,1000
30,[34],781,1000
31,"[56, 23]",829,1000
32,"[57, 49]",963,1000
33,[52],508,1000
34,[59],549,1000
35,[46],678,1000
36,[82],647,1000
37,[48],474,1000
38,[68],697,1000
39,"[50, 54]",945,1000
40,"[74, 64]",858,1000
41,[73],605,1000
42,"[100, 53]",987,1000
43,[67],473,1000
44,[66],596,1000
45,[30],751,1000
46,[83],654,1000
47,"[88, 90]",970,1000
48,[70],535,1000
49,"[85, 75]",974,1000
50,"[41, 95]",977,1000
51,[103],503,1000
52,[58],522,1000
53,[55],665,1000
54,"[89, 71]",964,1000
55,[47],572,1000
56,[105],741,1000
57,[79],529,1000
58,"[77, 80]",770,1000
59,[99],845,1000
60,[111],617,1000
61,"[72, 102]",840,1000
62,"[78, 106]",822,1000
63,[51],441,1000
64,[84],635,1000
65,[69],511,1000
66,[45],656,1000
67,"[91, 104]",923,1000
68,[112],666,1000
69,"[125, 93]",964,1000
70,"[86, 101]",904,1000
71,[107],518,1000
72,"[108, 98]",917,1000
73,[135],539,1000
74,"[117, 109]",876,1000
75,[122],611,1000
76,[118],763,1000
77,"[152, 114]",875,1000
78,[139],550,1000
79,[119],594,1000
80,"[120, 166]",816,1000
81,[116],565,1000
82,[94],455,1000
83,[96],586,1000
84,[92],636,1000
85,"[146, 147]",667,1000
86,"[115, 162]",861,1000
87,"[110, 128]",971,1000
88,"[127, 113]",846,1000
89,"[134, 81]",963,1000
90,[129],491,1000
91,[133],777,1000
92,[130],606,1000
93,"[136, 121]",765,1000
94,[131],518,1000
95,[140],595,1000
96,"[123, 151]",858,1000
97,[124],632,1000
98,[163],440,1000
99,[195],588,1000
100,[97],560,1000
101,"[153, 169]",858,1000
102,[158],472,1000
103,[168],564,1000
104,[156],480,1000
105,"[174, 145]",972,1000
106,"[132, 144]",863,1000
107,[150],607,1000
108,[191],589,1000
109,"[165, 182]",994,1000
110,"[149, 170]",940,1000
111,"[143, 161]",853,1000
112,"[155, 178]",944,1000
113,"[201, 190]",969,1000
114,[175],437,1000
115,[137],705,1000
116,[193],825,1000
117,[164],371,1000
118,[177],686,1000
119,"[209, 187]",978,1000
120,[176],509,1000
121,[160],622,1000
122,"[213, 185]",833,1000
123,"[159, 186]",748,1000
124,"[206, 180]",927,1000
125,"[126, 210]",931,1000
126,[224],428,1000
127,[227],620,1000
128,"[173, 142]",975,1000
129,"[207, 199]",883,1000
130,[214],713,1000
131,"[215, 181]",895,1000
132,[218],501,1000
133,[208],533,1000
134,"[148, 220]",938,1000
135,"[217, 231]",788,1000
136,[204],637,1000
137,"[138, 179]",982,1000
138,"[192, 154]",904,1000
139,"[232, 223]",918,1000
140,"[240, 167]",810,1000
141,"[171, 196]",963,1000
142,"[246, 235]",961,1000
143,[245],616,1000
144,[250],482,1000
145,[233],617,1000
146,"[266, 221]",859,1000
147,[284],601,1000
148,[194],583,1000
149,[253],572,1000
150,[267],562,1000
151,[277],598,1000
152,[237],650,1000
153,[251],457,1000
154,[200],607,1000
155,"[272, 256]",928,1000
156,"[271, 273]",960,1000
157,[183],574,1000
158,"[228, 222]",878,1000
159,"[297, 257]",891,1000
160,"[212, 308]",879,1000
161,"[241, 264]",987,1000
162,"[298, 262]",824,1000
163,[242],695,1000
164,[230],558,1000
165,"[244, 243]",913,1000
166,[281],643,1000
167,[197],666,1000
168,"[279, 263]",914,1000
169,"[307, 141]",679,1000
170,"[276, 278]",788,1000
171,[302],568,1000
172,[259],749,1000
173,"[265, 239]",802,1000
174,"[301, 157]",988,1000
175,"[275, 252]",925,1000
176,"[313, 294]",997,1000
177,"[314, 326]",975,1000
178,"[293, 189]",983,1000
179,[283],725,1000
180,"[234, 188]",830,1000
181,[205],559,1000
182,"[330, 216]",977,1000
183,"[354, 260]",806,1000
184,[198],511,1000
185,[345],568,1000
186,[306],588,1000
187,"[325, 282]",967,1000
188,"[316, 312]",954,1000
189,[286],328,1000
190,[202],881,1000
191,"[344, 296]",867,1000
192,[331],655,1000
193,"[353, 280]",888,1000
194,[225],659,1000
195,[334],507,1000
196,[219],731,1000
197,[287],487,1000
198,[291],584,1000
199,[317],636,1000
200,[346],643,1000
201,"[310, 309]",711,1000
202,"[274, 321]",802,1000
203,"[292, 300]",876,1000
204,"[295, 324]",952,1000
205,"[172, 357]",777,1000
206,"[304, 320]",836,1000
207,[367],675,1000
208,[249],538,1000
209,"[248, 261]",919,1000
210,[318],523,1000
211,[269],502,1000
212,"[322, 254]",850,1000
213,"[328, 332]",915,1000
214,"[335, 356]",697,1000
215,[289],774,1000
216,[339],472,1000
217,[184],596,1000
218,"[349, 211]",980,1000
219,[373],544,1000
220,[285],560,1000
221,[203],609,1000
222,"[299, 365]",959,1000
223,[229],464,1000
224,[255],622,1000
225,"[311, 288]",837,1000
226,[351],584,1000
227,"[360, 363]",850,1000
228,[329],528,1000
229,"[338, 388]",967,1000
230,"[319, 372]",737,1000
231,[238],573,1000
232,"[270, 226]",939,1000
233,[247],535,1000
234,"[333, 337]",1000,1000
235,"[352, 327]",977,1000
236,[348],526,1000
237,[323],631,1000
238,[303],713,1000
239,[368],513,1000
240,"[336, 366]",928,1000
241,"[268, 391]",770,1000
242,[315],479,1000
243,[375],738,1000
244,"[420, 290]",935,1000
245,"[343, 236]",931,1000
246,"[355, 361]",750,1000
247,[359],488,1000
248,[350],628,1000
249,[384],589,1000
250,[394],646,1000
251,"[378, 341]",897,1000
252,"[340, 371]",934,1000
253,[347],450,1000
254,[364],557,1000
255,[385],541,1000
256,[416],699,1000
257,[419],422,1000
258,[382],702,1000
259,[393],575,1000
260,[258],689,1000
261,"[379, 342]",930,1000
262,"[377, 362, 387]",975,1000
263,"[395, 412]",823,1000
264,[376],584,1000
265,"[305, 410]",729,1000
266,[358],555,1000
267,[380],633,1000
268,"[370, 386]",956,1000
269,"[414, 399]",784,1000
270,[374],665,1000
271,"[400, 392]",964,1000
272,"[390, 409]",930,1000
273,"[398, 405]",743,1000
274,[404],483,1000
275,[411],644,1000
276,"[427, 413]",961,1000
277,"[381, 415]",937,1000
278,[423],659,1000
279,[396],647,1000
280,[389],611,1000
281,"[430, 421]",992,1000
282,[408],746,1000
283,"[407, 397]",985,1000
284,[369],767,1000
285,[428],511,1000
286,[403],653,1000
287,"[429, 447]",923,1000
288,"[442, 435]",866,1000
289,[443],615,1000
290,[422],463,1000
291,[460],560,1000
292,[445],572,1000
293,[462],484,1000
294,[464],541,1000
295,[436],476,1000
296,[383],598,1000
297,"[471, 455]",959,1000
298,"[401, 417]",833,1000
299,"[402, 438]",845,1000
300,"[461, 451]",787,1000
301,"[474, 491]",896,1000
302,[452],736,1000
303,[418],521,1000
304,[494],679,1000
305,[488],660,1000
306,[433],591,1000
307,[475],465,1000
308,"[459, 424]",955,1000
309,[432],501,1000
310,[439],556,1000
311,[453],569,1000
312,"[485, 431]",779,1000
313,"[499, 487]",987,1000
314,[498],577,1000
315,[478],720,1000
316,"[516, 406]",836,1000
317,[450],681,1000
318,[449],553,1000
319,[446],572,1000
320,[434],688,1000
321,[531],526,1000
322,[513],585,1000
323,"[481, 509]",934,1000
324,"[465, 524]",861,1000
325,"[457, 505]",999,1000
326,"[425, 528]",969,1000
327,"[544, 486]",960,1000
328,"[502, 510]",834,1000
329,[458],710,1000
330,"[527, 563]",815,1000
331,"[441, 473]",910,1000
332,"[526, 426]",934,1000
333,"[480, 472]",958,1000
334,"[454, 463]",867,1000
335,"[483, 530]",995,1000
336,"[490, 535]",896,1000
337,"[501, 536]",791,1000
338,[515],493,1000
339,[482],512,1000
340,[549],558,1000
341,"[551, 525]",965,1000
342,[440],569,1000
343,[565],678,1000
344,[444],567,1000
345,"[552, 548]",973,1000
346,[492],472,1000
347,[517],659,1000
348,[561],592,1000
349,[567],521,1000
350,[497],498,1000
351,[476],745,1000
352,[537],486,1000
353,[477],720,1000
354,"[437, 556]",973,1000
355,"[540, 575]",813,1000
356,"[582, 479]",905,1000
357,[550],743,1000
358,"[570, 593]",918,1000
359,[580],580,1000
