Station_ID,Tasks,Load,Capacity
1,"[17, 27, 5, 22, 14, 13, 10]",903,1000
2,"[12, 20, 2, 3, 8, 18, 40, 36, 19]",981,1000
3,"[23, 9, 21, 6, 16, 26, 15]",996,1000
4,"[33, 44, 11, 31, 45]",980,1000
5,"[46, 24, 39, 28, 1, 47, 59]",991,1000
6,"[25, 41, 74, 30, 63, 49, 7]",945,1000
7,"[32, 4, 43, 58, 29, 54, 37, 35]",962,1000
8,"[52, 42, 53, 38, 75, 97, 57]",945,1000
9,"[62, 56, 77, 51, 71]",979,1000
10,"[34, 60, 78, 86, 81, 76, 48, 80, 67]",814,1000
11,"[79, 92, 91, 82, 69, 100]",945,1000
12,"[101, 117, 94, 90, 68]",934,1000
13,"[61, 65, 102, 66, 99, 88]",881,1000
14,"[116, 93, 125, 87, 72, 95, 96]",986,1000
15,"[64, 98, 122, 89, 119, 118, 73, 55, 133]",957,1000
16,"[83, 123, 127, 130]",747,1000
17,"[84, 104, 120, 111, 112, 121, 115, 114]",917,1000
18,"[70, 110, 103, 142, 129]",822,1000
19,"[85, 126, 109, 135, 137, 131, 105]",921,1000
20,"[113, 107, 128, 139, 157, 156, 154, 132]",933,1000
21,"[136, 167, 138, 144, 146, 140, 145]",973,1000
22,"[164, 106, 180, 108, 159, 155, 165]",877,1000
23,"[141, 124, 151, 190, 171]",960,1000
24,"[134, 147, 153, 152, 162, 202]",896,1000
25,"[172, 186, 50, 220, 184, 183, 244, 149, 163]",912,1000
26,"[196, 150, 143, 158, 169]",826,1000
27,"[185, 173, 203, 148, 212, 170]",858,1000
28,"[175, 160, 168, 215, 237, 191, 182]",867,1000
29,"[201, 181, 199, 174, 161, 233, 187, 206]",906,1000
30,"[166, 192, 179, 178, 177, 189, 176]",990,1000
31,"[249, 222, 200, 211, 197, 205]",751,1000
32,"[223, 221, 236, 219, 198]",992,1000
33,"[259, 194, 228, 250, 253, 225, 214, 188, 245]",952,1000
34,"[195, 243, 204, 235]",953,1000
35,"[217, 263, 208, 264, 207, 242, 255]",849,1000
36,"[261, 210, 216, 193]",874,1000
37,"[209, 224, 227, 278, 275]",910,1000
38,"[268, 270, 256, 246, 294, 218]",958,1000
39,"[232, 240, 277, 251, 234]",910,1000
40,"[252, 280, 230, 229, 269]",882,1000
41,"[238, 231, 290, 260, 266, 265, 226]",980,1000
42,"[291, 307, 272, 328, 279, 257, 332, 273]",939,1000
43,"[254, 276, 283, 348, 349, 271, 274, 296]",972,1000
44,"[239, 213, 287, 319, 282, 358]",871,1000
45,"[262, 311, 308, 292, 301, 247]",893,1000
46,"[289, 377, 337, 297, 380, 345, 359, 354]",962,1000
47,"[363, 298, 295, 286, 248, 288, 281]",858,1000
48,"[318, 300, 321, 326, 316]",853,1000
49,"[342, 333, 320, 284, 306, 305]",840,1000
50,"[285, 302, 303, 317, 397, 382]",908,1000
51,"[322, 336, 299, 293, 331, 241]",978,1000
52,"[314, 267, 338, 258, 329, 379, 334]",942,1000
53,"[312, 402, 330, 362, 309]",986,1000
54,"[304, 340, 325, 414, 310, 313, 353, 341, 315]",975,1000
55,"[327, 350, 361, 324, 335, 339, 396, 352]",934,1000
56,"[356, 389, 344, 371, 351, 388, 365, 367, 374]",929,1000
57,"[346, 386, 343, 347, 375, 355, 369, 368]",939,1000
58,"[383, 412, 357, 372, 415, 392]",988,1000
59,"[395, 373, 391, 385, 399, 384, 401, 387, 360]",913,1000
60,"[419, 376, 406, 431, 429]",975,1000
61,"[424, 400, 413, 418, 390]",970,1000
62,"[378, 393, 323, 405, 411, 410, 403]",942,1000
63,"[448, 409, 370, 408, 420, 407, 421]",927,1000
64,"[417, 426, 432, 425, 366, 438]",858,1000
65,"[416, 428, 381, 462, 422, 460, 446, 444, 434]",963,1000
66,"[445, 437, 427, 442, 452, 449, 453, 457, 435]",999,1000
67,"[394, 430, 364, 441, 482, 440]",893,1000
68,"[456, 447, 463, 433, 469, 472]",874,1000
69,"[439, 436, 466, 465, 450]",975,1000
70,"[500, 454, 461, 495, 458]",917,1000
71,"[459, 497, 471, 480, 484]",990,1000
72,"[502, 477, 479, 398, 475, 487, 455, 470, 503, 492, 474, 523]",995,1000
73,"[531, 504, 481, 496, 522, 494, 499]",971,1000
74,"[506, 488, 478, 464, 476, 524, 515]",967,1000
75,"[493, 526, 483, 473, 498, 521, 490]",961,1000
76,"[501, 404, 491, 505, 423, 516, 520, 527]",998,1000
77,"[532, 547, 467, 514, 486, 513, 519]",985,1000
78,"[443, 546, 528, 543, 485, 468, 518]",938,1000
79,"[562, 553, 451, 550, 577, 584]",982,1000
80,"[507, 578, 542, 556, 576, 551, 535]",983,1000
81,"[583, 594, 529, 574, 575]",749,1000
82,"[548, 580, 563, 588]",933,1000
83,"[597, 615, 538, 525, 534, 604, 624, 561]",973,1000
84,"[489, 589, 511, 510, 536, 517]",949,1000
85,"[509, 558, 539, 555, 530, 512, 508, 549]",926,1000
86,"[568, 545, 541, 566, 567, 565, 571, 586]",976,1000
87,"[544, 582, 609, 540, 635, 585, 557, 564, 533]",986,1000
88,"[560, 602, 595, 552, 537, 554, 591]",953,1000
89,"[590, 579, 572, 573, 570]",969,1000
90,"[596, 605, 593, 608, 581, 592, 627, 663]",904,1000
91,"[559, 599, 601, 614, 598, 628, 603]",963,1000
92,"[612, 613, 621, 623, 610, 569, 639]",881,1000
93,"[606, 646, 620, 648, 653, 587, 637, 683]",961,1000
94,"[643, 647, 654, 644, 664, 666]",835,1000
95,"[665, 607, 618, 638, 633, 659, 658]",961,1000
96,"[678, 650, 680, 619, 625, 685, 636, 642]",885,1000
97,"[679, 708, 661, 629, 640, 667, 652, 676, 622, 600]",952,1000
98,"[641, 655, 657, 704, 695, 617, 632, 688, 611]",990,1000
99,"[634, 716, 709, 630, 712, 649, 711]",940,1000
100,"[631, 668, 682, 687, 686, 705]",983,1000
101,"[645, 669, 662, 616, 692, 675, 697, 702, 626, 706, 700]",964,1000
102,"[671, 720, 734, 727, 721, 745]",997,1000
103,"[660, 677, 670, 722, 715, 703, 651, 681, 656, 725, 699]",904,1000
104,"[684, 696, 728, 674, 718, 726, 691]",980,1000
105,"[689, 737, 731, 713, 672, 690, 698, 724]",955,1000
106,"[732, 762, 673, 739, 723, 730, 693]",884,1000
107,"[743, 752, 738, 751, 780, 717]",926,1000
108,"[694, 749, 701, 772, 741, 719, 795, 757, 764]",973,1000
109,"[753, 735, 746, 761, 756, 754, 771, 748]",998,1000
110,"[710, 796, 736, 787, 714, 707, 742, 740]",979,1000
111,"[770, 747, 765, 744, 792, 755, 778, 788]",923,1000
112,"[767, 733, 804, 781, 789, 803, 769, 758]",885,1000
113,"[813, 779, 790, 759, 827]",919,1000
114,"[760, 729, 775, 766, 791, 750, 776]",965,1000
115,"[802, 763, 825, 784, 777, 807, 793]",991,1000
116,"[774, 773, 785, 797, 806, 821, 786, 798, 768]",940,1000
117,"[799, 783, 810, 826, 814, 800, 832]",956,1000
118,"[817, 809, 801, 833, 805, 846]",947,1000
119,"[816, 818, 782, 829, 811, 847, 822, 850]",962,1000
120,"[834, 836, 794, 835, 820, 863, 861]",972,1000
121,"[819, 862, 845, 873, 837, 890]",767,1000
122,"[831, 828, 838, 830, 854]",947,1000
123,"[906, 857, 852, 812, 849, 823, 884, 864]",951,1000
124,"[883, 851, 860, 842, 874, 882, 919, 879, 938]",993,1000
125,"[848, 858, 899]",936,1000
126,"[870, 893, 897, 875]",806,1000
127,"[914, 920, 944, 948, 888, 905]",986,1000
128,"[898, 808, 840, 867, 865, 878]",981,1000
129,"[866, 903, 911, 869, 910, 880]",971,1000
130,"[926, 892, 907, 885, 877, 902, 921]",952,1000
131,"[959, 956, 958, 953, 955, 971, 815, 904, 996]",912,1000
132,"[954, 969, 824, 844, 841, 993, 960, 933, 957, 915, 887]",962,1000
133,"[868, 935, 931, 1000, 843, 973, 990]",912,1000
134,"[913, 909, 839, 952, 856, 936, 949, 908, 943]",979,1000
135,"[994, 968, 881, 896, 970, 962]",972,1000
136,"[871, 922, 859, 853, 934, 886, 872, 974]",823,1000
137,"[991, 918, 947, 998, 940, 997, 855, 876]",991,1000
138,"[901, 925, 889, 891, 966, 895, 912, 964]",961,1000
139,"[894, 951, 986, 985, 987, 945, 927]",959,1000
140,"[929, 984, 900, 992, 983, 930, 989, 923, 942]",994,1000
141,"[916, 961, 917, 972, 988, 965]",967,1000
142,"[939, 932, 946, 937, 928, 941, 963, 995]",955,1000
143,"[924, 967, 999, 950, 980, 975]",959,1000
144,"[976, 978, 981, 982, 977, 979]",825,1000
