Station_ID,Tasks,Load,Capacity
1,"[17, 6, 3, 4, 18]",925,1000
2,"[5, 8, 11, 20]",960,1000
3,"[33, 15, 30, 16]",873,1000
4,"[36, 1, 13, 38, 10]",851,1000
5,"[29, 12, 23, 24]",802,1000
6,"[26, 7, 34, 41, 14]",978,1000
7,"[57, 51, 32, 19]",934,1000
8,"[37, 35, 75, 52, 61, 2]",991,1000
9,"[55, 50, 9, 22, 56, 49, 31]",961,1000
10,"[25, 28, 27, 66, 76, 44]",981,1000
11,"[21, 87, 60]",916,1000
12,"[48, 94, 96]",751,1000
13,"[42, 46, 54, 45]",902,1000
14,"[71, 40, 43]",656,1000
15,"[64, 62, 72, 82]",949,1000
16,"[58, 80, 63, 100, 107]",1000,1000
17,"[78, 95, 67, 74]",938,1000
18,"[91, 117]",966,1000
19,"[79, 73, 104, 93, 106, 90, 92, 69]",970,1000
20,"[83, 112, 114]",914,1000
21,"[129, 136, 105, 98, 101]",855,1000
22,"[39, 81, 113, 47]",960,1000
23,"[108, 103, 126]",916,1000
24,"[59, 88]",977,1000
25,"[130, 97, 85]",884,1000
26,"[68, 89, 65, 77]",941,1000
27,"[132, 125, 53, 121, 138]",867,1000
28,"[144, 115, 102, 86, 137]",981,1000
29,"[99, 119, 128, 146]",907,1000
30,"[109, 140, 131, 127]",994,1000
31,"[123, 139, 147, 133, 120]",968,1000
32,"[148, 122, 142]",597,1000
33,"[143, 145, 84, 70]",971,1000
34,"[161, 111, 149, 110, 134]",949,1000
35,"[163, 170, 118]",865,1000
36,"[156, 124, 180, 158]",848,1000
37,"[157, 159, 135, 174, 160]",788,1000
38,"[167, 155, 183, 179]",840,1000
39,"[153, 195, 176, 152]",953,1000
40,"[141, 178, 162, 164]",928,1000
41,"[165, 184, 150]",816,1000
42,"[190, 151, 208, 181, 116]",977,1000
43,"[175, 177, 154, 185, 215]",904,1000
44,"[171, 214, 212, 182]",913,1000
45,"[172, 188, 213]",929,1000
46,"[186, 173, 196, 203, 202]",847,1000
47,"[192, 223, 193, 207, 228, 169]",948,1000
48,"[222, 187, 210, 226, 234]",987,1000
49,"[225, 238, 227, 191]",860,1000
50,"[224, 168, 201, 211, 166]",966,1000
51,"[197, 216, 219]",453,1000
52,"[233, 221]",813,1000
53,"[189, 205, 235, 231]",889,1000
