Station_ID,Tasks,Load,Capacity
1,"[8, 1, 12, 3, 7]",857,1000
2,"[17, 20, 4, 13]",997,1000
3,"[27, 16, 14, 37]",767,1000
4,"[38, 18]",653,1000
5,"[19, 11]",658,1000
6,"[34, 39, 45, 6]",930,1000
7,"[36, 26, 2, 30, 59]",945,1000
8,"[10, 31, 42, 24, 51]",824,1000
9,"[15, 60]",753,1000
10,"[22, 28, 5, 29, 49]",941,1000
11,"[74, 68, 56, 98]",832,1000
12,"[21, 87, 33, 48]",911,1000
13,"[9, 64, 35, 54]",543,1000
14,"[71, 40]",641,1000
15,"[61, 58]",878,1000
16,"[55, 25, 41, 75, 46, 69, 105]",970,1000
17,"[77, 91, 32]",714,1000
18,"[50, 23, 63, 78, 88]",927,1000
19,"[116, 44, 109, 76, 83]",828,1000
20,"[72, 53, 89, 52]",943,1000
21,"[80, 66, 47]",981,1000
22,"[90, 81, 96, 102]",891,1000
23,"[73, 43, 111, 99, 57]",882,1000
24,"[92, 67]",764,1000
25,"[115, 107, 86]",785,1000
26,"[139, 70, 84, 94]",846,1000
27,"[114, 118]",745,1000
28,"[82, 62, 155, 104, 137, 126, 106, 145]",943,1000
29,"[79, 143, 144]",962,1000
30,"[65, 174, 93, 165, 132]",993,1000
31,"[119, 100, 194, 203, 164]",862,1000
32,"[123, 101, 85, 159, 188, 97]",966,1000
33,"[202, 103, 95]",904,1000
34,"[127, 129, 204, 142]",756,1000
35,"[162, 120, 149, 113, 185]",875,1000
36,"[190, 121, 161]",989,1000
37,"[108, 152, 189]",706,1000
38,"[210, 170]",843,1000
39,"[122, 134, 125, 205, 130, 178]",991,1000
40,"[177, 150, 175]",563,1000
41,"[209, 179]",897,1000
42,"[183, 135, 117, 153, 151, 148, 110]",956,1000
43,"[140, 211, 131]",716,1000
44,"[225, 133, 193]",815,1000
45,"[147, 187, 124]",973,1000
46,"[199, 230, 141]",961,1000
47,"[112, 158, 173, 207]",891,1000
48,"[232, 233, 242, 236]",677,1000
49,"[208, 128, 224]",981,1000
50,"[245, 136, 228]",753,1000
51,"[157, 171]",993,1000
52,"[248, 227, 138]",986,1000
53,"[221, 223, 154, 254, 181]",969,1000
54,"[146, 176, 244, 253]",802,1000
55,"[167, 197]",774,1000
56,"[272, 172, 156]",883,1000
57,"[168, 182]",925,1000
58,"[160, 163, 247, 191, 166]",788,1000
59,"[169, 269, 282, 294, 198, 298, 289]",917,1000
60,"[231, 324, 276, 229]",904,1000
61,"[186, 196, 238]",979,1000
62,"[252, 297, 180, 234, 184, 235, 195]",987,1000
63,"[220, 226, 219, 216]",535,1000
64,"[264, 192]",782,1000
65,"[307, 326, 218, 200, 201]",907,1000
66,"[290, 206, 222, 249]",854,1000
67,"[215, 214, 217, 213]",541,1000
68,"[293, 240, 243]",745,1000
69,"[239, 212, 246, 251, 265, 261]",909,1000
70,"[260, 300, 278, 314]",934,1000
71,"[271, 292]",889,1000
72,"[262, 327, 310, 274, 302, 270]",849,1000
73,"[266, 237, 316, 263, 241, 335]",970,1000
74,"[277, 255, 332, 259]",966,1000
75,"[286, 281, 305, 273, 275]",883,1000
76,"[284, 256, 322]",915,1000
77,"[303, 257, 267]",942,1000
78,"[313, 320, 280, 304, 258]",995,1000
79,"[287, 309, 336, 346, 311, 319]",997,1000
80,"[250, 299, 318]",791,1000
81,"[325, 347, 329, 321]",886,1000
82,"[288, 283, 301, 328]",809,1000
83,"[268, 291, 279]",875,1000
84,"[330, 342, 360, 306]",852,1000
85,"[308, 323, 295]",950,1000
86,"[359, 315, 296]",891,1000
87,[343],528,1000
88,"[338, 312, 334]",981,1000
89,"[341, 364]",818,1000
90,"[369, 331, 337, 349]",671,1000
91,"[358, 348]",987,1000
92,"[365, 380, 386, 370]",607,1000
93,"[401, 357, 404, 355]",984,1000
94,"[393, 340]",603,1000
95,"[350, 285, 353, 356, 379]",944,1000
96,"[361, 366, 362]",838,1000
97,"[372, 381, 373, 387]",996,1000
98,"[371, 367, 384, 376, 405]",924,1000
99,"[317, 408, 374]",990,1000
100,"[407, 410, 419]",826,1000
101,"[416, 411, 377, 400, 432, 375]",970,1000
102,"[382, 428, 333]",541,1000
103,"[389, 459, 406]",897,1000
104,"[397, 437]",933,1000
105,"[444, 339, 403]",696,1000
106,"[396, 363, 464, 388, 458]",947,1000
107,"[456, 391, 470]",626,1000
