Station_ID,Tasks,Load,Capacity
1,"[18, 20, 10, 28, 8, 14, 27]",992,1000
2,"[3, 25, 6, 34, 13, 49, 5, 22]",965,1000
3,"[17, 4, 67, 46, 35, 16, 23, 69, 15, 19, 37]",997,1000
4,"[38, 26, 39, 30, 21, 47, 61]",968,1000
5,"[12, 36, 98, 73, 52, 29]",863,1000
6,"[43, 24, 44, 42, 50]",960,1000
7,"[62, 51, 33, 45, 9, 64, 48, 7]",936,1000
8,"[90, 1, 66, 54, 59, 32, 11]",995,1000
9,"[74, 75, 88, 55, 60, 70]",995,1000
10,"[71, 56, 89, 63, 93, 86, 65]",990,1000
11,"[57, 91, 82, 2, 78, 77, 87, 31, 41, 81, 85]",981,1000
12,"[84, 102, 106, 72, 114, 83]",921,1000
13,"[95, 110, 131, 111, 109, 121, 129]",925,1000
14,"[79, 76, 80, 40, 104, 127, 101, 130]",951,1000
15,"[141, 113, 126, 140, 100, 107, 118]",780,1000
16,"[99, 155, 97, 116, 58, 53]",926,1000
17,"[123, 132, 135, 128, 137, 144, 156, 105]",927,1000
18,"[133, 124, 168, 193, 108, 92, 68]",904,1000
19,"[122, 96, 94, 142, 154, 147]",926,1000
20,"[117, 115, 143, 125, 119, 150, 162, 146, 112, 194]",948,1000
21,"[159, 103, 218, 170, 120, 134, 138]",986,1000
22,"[176, 219, 136, 184, 181, 166, 148]",981,1000
23,"[149, 145, 220, 178, 139, 152, 182, 163, 165, 153, 174]",995,1000
24,"[175, 151, 206, 169, 195, 164]",976,1000
25,"[186, 161, 158, 183, 192, 173, 216, 187, 157, 213]",943,1000
26,"[214, 171, 203, 185, 188, 160]",787,1000
27,"[190, 179, 225, 215, 167, 196, 172, 212]",961,1000
28,"[189, 211, 208, 223, 231, 222, 217, 221]",929,1000
29,"[198, 204, 197, 191, 199, 210, 207, 230]",913,1000
30,"[229, 251, 209, 241, 235]",954,1000
31,"[201, 237, 253, 247, 259, 177, 200, 258]",917,1000
32,"[202, 180, 262, 233, 236, 227, 224]",922,1000
33,"[232, 283, 226, 245, 238, 248]",987,1000
34,"[243, 272, 257, 277, 239, 281, 205, 279, 274, 265]",960,1000
35,"[286, 255, 244, 267, 311, 254, 316, 287]",909,1000
36,"[328, 276, 249, 271, 329, 280, 240, 297]",999,1000
37,"[242, 278, 260, 275, 269, 295, 288]",972,1000
38,"[228, 270, 308, 284, 312]",991,1000
39,"[252, 250, 327, 300, 290]",949,1000
40,"[234, 246, 264, 306, 268, 294]",917,1000
41,"[322, 273, 266, 261]",812,1000
42,"[310, 263, 285, 289, 256, 305]",928,1000
43,"[292, 309, 296, 298, 291, 317]",998,1000
44,"[299, 321, 307, 334, 304, 326]",959,1000
45,"[282, 333, 302, 325, 324, 293, 352, 315]",906,1000
46,"[314, 343, 335, 313, 331, 349, 365, 354]",957,1000
47,"[358, 345, 337, 370, 350, 351, 356]",955,1000
