Station_ID,Tasks,Load,Capacity
1,"[15, 37, 23, 1, 19, 10, 57]",910,1000
2,"[3, 25, 69, 14, 21, 49, 16, 91]",980,1000
3,"[6, 113, 31, 40, 143, 11, 139, 32]",872,1000
4,"[20, 18, 75, 107, 48, 24]",950,1000
5,"[9, 7, 13, 155, 8, 17, 22]",916,1000
6,"[5, 34, 2, 27, 157, 167, 4]",975,1000
7,"[168, 33, 117, 140, 41]",916,1000
8,"[120, 47, 86, 12, 144, 159]",884,1000
9,"[182, 35, 178, 55, 38, 51]",928,1000
10,"[43, 183, 191, 28, 58, 67, 78, 61, 212]",966,1000
11,"[46, 50, 29, 56, 83, 114, 76, 119]",887,1000
12,"[65, 42, 63, 166, 66, 54]",973,1000
13,"[59, 44, 64, 74, 77, 26, 52]",926,1000
14,"[95, 70, 97, 36, 106, 30, 71]",986,1000
15,"[89, 98, 103, 100, 145, 84]",979,1000
16,"[45, 80, 60, 105, 108, 99]",994,1000
17,"[122, 92, 123, 136, 118, 53, 79, 68, 72]",955,1000
18,"[90, 81, 62, 124, 82, 94, 73]",958,1000
19,"[85, 110, 39, 151, 148, 147]",889,1000
20,"[101, 149, 171, 87, 184, 96]",932,1000
21,"[195, 88, 141, 181, 177, 150]",681,1000
22,"[115, 109, 189, 138, 208, 194, 206]",953,1000
23,"[116, 111, 227, 185, 228, 201, 213, 217, 223]",971,1000
24,"[218, 93, 172, 251, 222, 225, 235]",987,1000
25,"[112, 240, 215, 104, 154, 102, 131, 142, 125]",893,1000
26,"[129, 216, 173, 190, 127, 152, 219, 193, 220, 137, 153]",965,1000
27,"[187, 133, 146, 243]",871,1000
28,"[130, 221, 252, 135, 244]",871,1000
29,"[126, 270, 158, 163, 121, 170]",983,1000
30,"[196, 176, 268, 165, 132, 161, 188, 205]",994,1000
31,"[164, 256, 202, 200, 234, 239, 262, 260, 128, 263]",981,1000
32,"[162, 271, 293, 301, 295, 259, 258, 264]",977,1000
33,"[160, 203, 169, 332, 207]",846,1000
34,"[250, 265, 298, 179, 247]",912,1000
35,"[156, 214, 294, 180, 261, 192, 226, 175]",837,1000
36,"[241, 134, 330, 254, 230]",963,1000
37,"[199, 209, 197, 255, 276, 211]",965,1000
38,"[210, 229, 186, 266, 224, 238, 204, 236]",997,1000
39,"[233, 237, 267, 279, 284, 281, 288, 333]",978,1000
40,"[285, 249, 174, 282, 283, 232, 286]",931,1000
41,"[274, 278, 198, 296]",953,1000
42,"[272, 257, 280, 331, 245, 287, 329]",912,1000
43,"[336, 334, 231, 242, 273, 269, 291]",842,1000
44,"[277, 327, 300, 324, 289, 335, 321, 325]",908,1000
45,"[290, 248, 322, 299, 323, 339, 326]",900,1000
46,"[246, 253, 275, 307, 310, 364]",905,1000
47,"[308, 357, 343, 292, 314, 328, 342, 306]",956,1000
48,"[303, 348, 319, 304, 316, 349]",963,1000
49,"[317, 346, 315, 345, 347, 311, 313]",939,1000
50,"[351, 297, 305, 309, 344, 318, 312, 358, 361]",983,1000
51,"[359, 367, 372, 320, 363, 353, 376]",931,1000
52,"[366, 302, 365, 340, 382, 369]",944,1000
53,"[362, 360, 341, 375, 337, 383, 390, 397, 356]",908,1000
54,"[377, 368, 370, 408, 350, 355, 405]",992,1000
55,"[371, 352, 389, 381, 384, 380, 396, 435, 438]",984,1000
56,"[423, 398, 452, 373, 393, 402, 391, 439, 395]",979,1000
57,"[457, 394, 414, 416, 386, 378, 406, 403, 411]",901,1000
58,"[420, 430, 413, 385, 399, 433, 451]",912,1000
59,"[379, 409, 456, 458, 434, 407, 374, 448]",968,1000
60,"[469, 426, 432, 401, 421, 354, 428]",895,1000
61,"[387, 444, 400, 388, 338, 392, 450]",794,1000
62,"[410, 459, 424, 429, 468]",955,1000
63,"[446, 417, 465, 422, 415, 470, 404, 449]",920,1000
64,"[436, 419, 445, 466, 418, 431, 482, 488]",984,1000
65,"[464, 490, 427, 481, 474, 412, 447, 455, 484, 442]",952,1000
66,"[472, 454, 443, 483, 500, 493, 520, 550, 461]",954,1000
67,"[440, 489, 480, 499, 511, 522, 487, 551, 519, 566]",992,1000
68,"[498, 471, 437, 518, 478]",887,1000
69,"[477, 554, 495, 567, 588, 504]",801,1000
70,"[502, 537, 577, 503, 501, 526, 557]",956,1000
71,"[497, 515, 525, 524, 485, 514, 425, 516]",978,1000
72,"[523, 538, 508, 529, 441, 545, 549, 553]",902,1000
73,"[496, 532, 453, 539, 540, 505, 460]",994,1000
74,"[543, 517, 462, 541, 521, 536, 555, 570, 544, 542]",981,1000
75,"[571, 584, 560, 467, 546]",929,1000
76,"[559, 552, 507, 534, 578, 580]",801,1000
77,"[535, 527, 572, 475, 568]",908,1000
78,"[593, 558, 600]",887,1000
79,"[574, 463, 563, 581, 598, 592, 590, 476]",984,1000
80,"[565, 576, 599, 579, 491, 625, 595]",958,1000
81,"[585, 637, 601, 616]",832,1000
82,"[586, 589, 607, 473, 509, 613]",894,1000
83,"[618, 608, 640, 648, 596, 479, 657, 643, 492]",969,1000
84,"[513, 621, 506, 615, 548, 606, 605, 635]",858,1000
85,"[594, 528, 662, 665, 680, 614, 494, 510]",945,1000
86,"[547, 659, 645, 583, 512, 597, 604, 573]",973,1000
87,"[639, 626, 634, 619, 664, 631]",986,1000
88,"[674, 612, 666, 624, 575, 569, 611, 486]",905,1000
89,"[633, 632, 684, 628, 682, 642, 663, 658, 533]",878,1000
90,"[673, 683, 561, 627, 564, 675, 622]",978,1000
91,"[641, 697, 629, 646, 530, 679, 670, 692, 587]",953,1000
92,"[651, 653, 685, 531, 661, 649, 556, 656, 582, 689, 630, 617]",959,1000
93,"[667, 706, 650, 672, 602, 603, 696, 726]",979,1000
94,"[620, 655, 716, 721, 745, 712, 647, 623, 636]",929,1000
95,"[562, 660, 699, 714, 591, 610]",806,1000
96,"[609, 671, 644, 718, 711, 686]",930,1000
97,"[727, 700, 705, 719, 702, 638, 723]",959,1000
98,"[654, 704, 735, 730, 740, 681, 694, 652]",842,1000
99,"[678, 753, 668, 715, 688, 720]",938,1000
100,"[717, 703, 748, 747, 713, 743, 701, 742]",878,1000
101,"[731, 733, 728, 744, 676, 693, 669, 761]",987,1000
102,"[754, 687, 690, 695, 691, 751, 707, 732, 741, 759]",979,1000
103,"[755, 724, 722, 736, 764, 767, 729, 746]",973,1000
104,"[734, 763, 749, 698, 709, 738, 758, 757]",956,1000
105,"[765, 708, 793, 809, 766, 677]",902,1000
106,"[756, 768, 777, 769, 797, 783, 772, 819]",996,1000
107,"[771, 710, 752, 788, 776, 802, 790, 739]",936,1000
108,"[796, 775, 762, 794, 810, 784]",944,1000
109,"[737, 791, 837, 773, 725, 786]",886,1000
110,"[816, 836, 811, 780]",945,1000
111,"[844, 831, 824, 801, 774, 803, 799, 840]",924,1000
112,"[841, 808, 820, 838, 750, 778, 787, 861]",894,1000
113,"[823, 849, 829, 806, 828, 807, 835, 792, 804, 817]",973,1000
114,"[760, 856, 839, 864, 884, 898, 848, 858, 882]",997,1000
115,"[805, 789, 851, 897, 860]",873,1000
116,"[879, 862, 890, 894, 880, 881, 818]",929,1000
117,"[875, 889, 827, 883, 878, 923, 822]",885,1000
