Task,Station,Time
8,1,210
28,1,270
47,1,361
68,1,88
58,2,301
78,2,129
98,2,512
84,3,272
111,3,36
144,3,146
159,3,535
64,4,440
156,4,162
190,4,394
206,5,190
77,5,176
96,5,212
108,5,350
135,6,112
163,6,577
5,6,52
17,6,194
46,7,280
186,7,160
207,7,343
225,7,112
238,8,39
254,8,113
277,8,153
284,8,490
246,8,166
260,9,613
283,9,222
300,10,536
6,10,33
30,10,257
45,11,46
56,11,553
271,11,241
285,12,278
313,12,551
326,12,90
347,13,157
10,13,178
16,13,494
2,13,115
223,14,131
255,14,361
266,14,456
234,15,174
251,15,169
278,15,302
282,15,105
15,15,191
368,16,94
390,16,101
11,16,454
19,16,343
418,17,203
433,17,173
455,17,313
478,17,162
499,17,137
523,18,112
52,18,271
62,18,577
29,19,57
51,19,156
53,19,196
82,19,536
32,20,376
33,20,109
92,20,344
88,20,158
105,21,126
118,21,532
142,21,283
168,22,424
185,22,142
191,22,286
393,22,131
424,23,40
293,23,319
307,23,36
325,23,160
358,23,223
373,23,185
407,24,193
443,24,561
140,24,238
147,25,121
453,25,483
482,25,217
494,25,136
511,26,314
274,26,74
296,26,397
536,26,92
549,26,66
558,27,111
388,27,147
410,27,579
309,27,103
342,28,93
13,28,26
14,28,130
409,28,449
525,28,300
465,29,73
590,29,99
612,29,340
350,29,450
67,30,138
4,30,231
31,30,614
351,31,351
20,31,45
34,31,228
1,31,303
72,32,465
95,32,450
110,33,140
3,33,523
18,33,41
35,33,256
50,34,72
55,34,23
132,34,67
61,34,45
71,34,271
74,34,159
73,34,127
126,34,80
70,34,82
54,34,28
145,35,83
172,35,132
202,35,64
432,35,122
462,35,23
479,35,507
611,35,63
646,36,60
228,36,357
188,36,50
201,36,510
657,37,165
208,37,118
498,37,224
519,37,456
244,38,95
250,38,150
538,38,166
298,38,548
263,39,129
364,39,295
365,39,370
128,39,162
153,40,209
183,40,111
198,40,202
211,40,94
231,40,62
386,40,316
411,41,384
448,41,225
456,41,384
416,42,96
466,42,496
257,42,103
264,42,247
272,43,541
289,43,46
414,43,160
435,43,79
308,43,90
331,43,70
452,44,167
356,44,211
379,44,555
177,45,156
493,45,477
501,45,49
524,45,203
401,45,110
421,46,47
526,46,51
429,46,186
540,46,176
560,46,537
376,47,158
197,47,211
212,47,219
232,47,396
85,48,143
81,48,285
106,48,560
59,49,480
76,49,481
397,50,387
320,50,31
340,50,30
353,50,50
369,50,73
398,50,416
193,51,519
90,51,69
591,51,352
218,52,64
615,52,336
644,52,65
659,52,520
521,53,239
528,53,234
275,53,231
635,53,244
670,54,180
291,54,36
658,54,499
323,54,278
192,55,172
333,55,171
684,55,150
36,55,114
138,55,100
160,55,45
169,55,221
363,56,94
417,56,134
382,56,523
685,56,200
617,57,76
444,57,111
637,57,303
450,57,501
230,58,82
396,58,528
660,58,81
672,58,293
542,59,29
694,59,126
715,59,118
93,59,108
104,59,59
638,59,132
648,59,91
262,59,301
742,60,37
707,60,65
734,60,29
281,60,296
673,60,168
686,60,161
752,60,101
775,60,125
803,61,450
822,61,461
832,62,479
845,62,369
852,62,51
873,63,506
481,63,466
500,64,45
515,64,135
533,64,291
556,64,118
583,64,153
79,65,165
89,65,461
217,65,342
236,66,62
259,66,302
592,66,330
619,66,239
641,67,68
667,67,199
610,67,124
83,67,100
103,67,189
124,67,316
650,68,41
267,68,110
139,68,373
166,68,45
642,68,421
651,69,29
178,69,37
671,69,258
689,69,372
721,69,294
748,70,483
391,70,68
683,70,356
422,71,184
705,71,181
754,71,420
791,71,160
810,72,42
820,72,212
837,72,187
843,72,324
864,72,82
878,72,133
899,73,198
306,73,542
380,73,198
408,74,116
423,74,378
319,74,268
42,74,235
60,75,209
327,75,93
360,75,216
367,75,453
37,76,129
687,76,478
731,76,183
503,76,202
509,77,358
449,77,602
712,78,89
237,78,156
385,78,434
745,78,245
741,79,39
751,79,37
559,79,21
249,79,43
769,79,253
387,79,255
295,79,338
318,80,361
330,80,275
252,80,278
346,81,138
265,81,24
345,81,243
415,81,371
310,81,171
338,82,58
344,82,360
209,82,259
299,82,27
430,82,174
451,82,103
847,83,27
649,83,42
474,83,214
838,83,469
513,83,216
793,84,128
850,84,35
531,84,212
842,84,34
554,84,179
588,84,39
428,84,235
343,84,50
589,84,85
866,85,74
888,85,229
75,85,229
117,85,91
137,85,372
321,86,128
341,86,64
527,86,128
359,86,70
146,86,92
366,86,493
324,87,160
541,87,287
568,87,472
261,88,126
599,88,125
620,88,186
782,88,322
804,88,226
204,89,516
737,89,250
765,89,221
789,90,225
801,90,382
815,90,287
226,91,60
240,91,109
834,91,410
902,91,111
910,91,34
929,91,181
943,91,71
959,92,107
859,92,49
885,92,102
904,92,84
917,92,553
936,92,88
483,93,233
894,93,79
915,93,320
928,93,356
270,94,289
297,94,263
893,94,300
184,94,118
195,95,64
