Station,Load,Capacity,Idle,Tasks
1,988,1000,12,"[16, 9, 26, 4, 12, 43, 57, 14]"
2,984,1000,16,"[1, 29, 48, 63, 97, 95, 15, 24]"
3,981,1000,19,"[22, 28, 3, 49, 13, 60, 89, 40, 51, 17]"
4,991,1000,9,"[38, 64, 107, 137, 122, 23, 54, 19]"
5,973,1000,27,"[67, 98, 65, 6, 21, 25, 44, 37]"
6,986,1000,14,"[46, 66, 75, 70, 74, 69, 58]"
7,972,1000,28,"[93, 108, 109, 135, 62, 119, 128, 146]"
8,980,1000,20,"[7, 5, 18, 31, 2, 87, 113]"
9,978,1000,22,"[101, 36, 42, 53, 90, 8, 165]"
10,985,1000,15,"[183, 192, 11, 120, 144, 172, 166, 30, 45]"
11,982,1000,18,"[182, 68, 94, 96, 117, 156, 174, 185, 217]"
12,967,1000,33,"[202, 209, 210, 190, 215, 221, 229, 245, 50, 59]"
13,991,1000,9,"[88, 195, 39, 52, 116, 123]"
14,979,1000,21,"[132, 143, 176, 181, 164, 212, 20, 33]"
15,973,1000,27,"[103, 71, 27, 41, 34, 47, 61, 115, 220]"
16,987,1000,13,"[125, 150, 153, 169, 186, 216, 203, 171, 204, 35]"
17,976,1000,24,"[167, 196, 191, 189, 214, 207, 231]"
18,993,1000,7,"[228, 250, 234, 252, 268, 256, 240, 260, 208]"
19,992,1000,8,"[246, 261, 289, 298, 305, 224, 244]"
20,977,1000,23,"[314, 263, 335, 362, 349, 242, 269]"
21,960,1000,40,"[288, 309, 324, 354, 339, 275, 331]"
22,958,1000,42,"[358, 264, 284, 306, 376, 321, 351]"
23,978,1000,22,"[401, 348, 285, 223, 266]"
24,982,1000,18,"[291, 293, 307, 319, 344, 336, 304]"
25,970,1000,30,"[325, 320, 342, 359, 338, 363, 357, 341]"
26,979,1000,21,"[371, 393, 375, 392, 381, 388, 270]"
27,973,1000,27,"[407, 273, 415, 420, 425, 372]"
28,988,1000,12,"[387, 403, 299, 326, 323, 410]"
29,982,1000,18,"[340, 345, 364, 322, 334, 333]"
30,976,1000,24,"[365, 352, 378, 394, 390, 405, 343, 350]"
31,971,1000,29,"[290, 294, 355, 380, 374, 397, 413]"
32,995,1000,5,"[428, 427, 451, 448, 460, 473, 445, 461, 373]"
33,983,1000,17,"[396, 419, 421, 432, 440, 436, 466, 379]"
34,975,1000,25,"[395, 409, 429, 434, 437, 464, 391, 408, 330]"
35,969,1000,31,"[471, 478, 412, 441, 430]"
36,967,1000,33,"[452, 465, 453, 292, 404, 346, 399, 416]"
37,967,1000,33,"[370, 389, 417, 424, 438, 450, 458]"
38,949,1000,51,"[456, 486, 312, 433, 315, 337, 476]"
39,974,1000,26,"[347, 361, 368, 168, 193, 219, 225, 253]"
40,993,1000,7,"[251, 272, 281, 247, 259, 258, 262, 274]"
41,980,1000,20,"[283, 218, 222, 301, 188]"
42,987,1000,13,"[211, 318, 311, 316, 328, 230]"
43,988,1000,12,"[241, 327, 329, 237, 296, 73, 332]"
44,961,1000,39,"[353, 356, 369, 398, 282, 302]"
45,977,1000,23,"[303, 32, 55, 77, 72, 81, 112, 78]"
