Task,Station,Time
15,1,61
18,1,201
5,1,114
26,1,212
2,1,132
21,1,54
45,1,106
39,1,99
1,2,141
17,2,270
12,2,149
35,2,73
44,2,150
11,2,136
9,2,25
16,2,22
31,3,204
6,3,127
19,3,235
27,3,116
32,3,139
58,3,52
38,3,112
74,4,298
93,4,254
70,4,273
14,4,147
3,5,251
68,5,93
89,5,164
23,5,196
30,5,228
71,5,60
20,6,440
13,6,252
28,6,37
63,6,177
37,6,82
66,7,87
65,7,196
60,7,252
90,7,25
110,7,230
108,7,67
79,7,128
121,8,268
147,8,257
168,8,48
186,8,106
153,8,73
161,8,100
166,8,72
92,8,76
112,9,140
118,9,37
97,9,134
133,9,100
123,9,91
143,9,142
156,9,132
139,9,35
61,9,178
64,10,173
82,10,55
100,10,78
114,10,209
130,10,337
94,10,103
34,10,44
152,11,259
33,11,320
78,11,163
76,11,64
88,11,47
87,11,143
95,12,229
106,12,98
127,12,37
126,12,100
148,12,89
124,12,368
164,12,71
183,13,40
47,13,253
113,13,124
125,13,41
167,13,130
180,13,154
8,13,158
116,13,85
193,14,301
214,14,289
236,14,219
216,14,21
235,14,83
234,14,79
249,15,148
252,15,312
278,15,138
285,15,124
128,15,101
151,15,159
43,16,206
59,16,119
22,16,183
48,16,214
49,16,39
67,16,165
259,16,49
85,17,75
104,17,67
111,17,258
122,17,27
142,17,117
155,17,102
154,17,32
42,17,104
99,17,43
29,17,116
119,17,39
138,18,248
158,18,120
4,18,154
24,18,119
52,18,89
50,18,248
53,19,155
51,19,170
181,19,175
190,19,95
191,19,218
228,19,93
255,19,78
284,20,235
134,20,239
150,20,109
157,20,121
41,20,202
40,20,78
69,21,69
72,21,232
163,21,120
173,21,87
198,21,215
220,21,86
224,21,58
251,21,43
256,21,56
242,22,249
274,22,221
296,22,77
288,22,268
315,22,130
197,23,265
203,23,375
205,23,34
210,23,159
232,23,149
254,24,68
174,24,164
96,24,429
46,24,97
136,24,133
159,24,97
36,25,117
73,25,172
160,25,117
75,25,136
140,25,159
10,25,78
117,25,206
7,26,171
25,26,144
57,26,34
81,26,99
56,26,232
91,26,61
102,26,35
129,26,221
137,27,138
101,27,177
144,27,143
170,27,112
178,27,71
185,27,47
196,27,209
204,27,78
213,28,247
215,28,169
239,28,261
231,28,282
258,29,238
248,29,167
273,29,62
262,29,49
222,29,242
211,29,133
219,29,83
209,30,70
149,30,108
162,30,51
230,30,93
250,30,96
283,30,24
300,30,79
295,30,183
317,30,99
276,30,29
299,30,124
319,30,22
350,31,213
326,31,212
344,31,45
363,31,100
323,31,58
279,31,243
287,31,112
286,32,164
294,32,174
325,32,156
171,32,167
182,32,87
329,32,59
358,32,44
378,32,128
377,33,104
399,33,269
414,33,29
379,33,189
381,33,44
120,33,107
141,33,56
55,33,110
246,33,70
271,34,74
370,34,160
390,34,114
403,34,105
184,34,110
202,34,225
84,34,208
103,35,71
105,35,76
302,35,222
313,35,99
349,35,96
367,35,98
388,35,195
405,35,45
393,35,52
433,36,305
432,36,163
438,36,90
454,36,386
453,37,168
206,37,69
233,37,208
244,37,121
54,37,217
83,37,146
109,37,48
132,38,116
146,38,274
145,38,82
165,38,136
179,38,47
189,38,299
199,39,127
208,39,175
227,39,113
260,39,101
229,39,208
275,39,169
86,39,85
107,40,133
131,40,96
169,40,244
187,40,313
194,40,81
115,40,130
135,41,164
192,41,171
80,41,226
175,41,61
195,41,44
212,41,184
237,41,27
253,41,106
247,42,105
272,42,126
282,42,46
297,42,143
298,42,149
304,42,292
320,42,121
327,43,62
301,43,29
312,43,102
345,43,253
359,43,290
321,43,92
281,43,76
172,43,75
316,44,123
201,44,188
217,44,73
238,44,183
243,44,161
218,44,92
225,44,149
207,45,295
240,45,89
257,45,113
221,45,71
241,45,136
268,45,25
267,45,162
270,45,95
293,46,113
290,46,270
311,46,100
305,46,125
303,46,142
314,46,36
318,46,95
348,46,100
338,47,224
368,47,149
385,47,210
264,47,331
324,47,75
266,48,249
265,48,231
263,48,309
289,48,55
307,48,50
310,48,89
346,49,90
366,49,148
386,49,108
382,49,105
402,49,121
416,49,115
418,49,27
420,49,134
417,49,36
421,49,81
422,50,256
449,50,60
455,50,252
463,50,148
423,50,269
443,51,58
261,51,278
425,51,139
226,51,223
245,51,187
269,51,90
280,52,313
447,52,192
464,52,204
460,52,159
474,52,104
508,53,80
486,53,81
510,53,72
478,53,309
495,53,190
523,53,143
407,53,86
493,54,137
518,54,118
292,54,128
442,54,180
484,54,149
491,54,203
519,54,45
529,55,168
537,55,76
536,55,126
556,55,106
576,55,72
554,55,136
578,55,191
419,55,79
451,56,113
446,56,145
458,56,48
479,56,83
483,56,199
496,56,97
520,56,137
535,56,52
