Task,Station,Time
22,1,111
27,1,278
49,1,77
20,1,129
32,1,120
48,1,29
69,1,215
19,2,144
29,2,242
47,2,374
13,2,125
68,2,73
81,3,42
26,3,241
17,3,84
35,3,175
8,3,254
30,3,172
38,4,150
5,4,283
50,4,209
15,4,351
74,5,119
82,5,45
55,5,337
77,5,33
80,5,274
83,5,35
59,5,52
39,5,85
99,6,155
117,6,35
75,6,83
25,6,144
37,6,318
42,6,72
52,6,187
66,7,138
58,7,203
51,7,52
76,7,102
95,7,163
101,7,70
89,7,257
86,8,26
57,8,185
100,8,75
138,8,120
140,8,197
98,8,234
65,8,145
139,9,94
79,9,32
103,9,86
3,9,102
4,9,137
78,9,141
111,9,54
112,9,148
113,9,185
157,10,184
180,10,36
193,10,324
212,10,112
241,10,160
264,10,178
271,11,199
288,11,38
312,11,163
286,11,196
294,11,66
304,11,197
326,11,73
354,12,160
357,12,162
104,12,179
128,12,118
146,12,150
165,12,84
188,12,110
191,13,88
56,13,118
351,13,114
36,13,347
356,13,76
378,13,120
400,13,29
429,13,75
449,14,134
332,14,94
344,14,281
134,14,66
149,14,98
176,14,155
173,14,145
198,15,83
185,15,46
199,15,95
217,15,156
252,15,112
265,15,142
269,15,158
178,15,169
201,16,89
179,16,168
335,16,135
24,16,158
206,16,193
223,16,86
235,16,155
226,17,74
245,17,87
230,17,299
256,17,67
346,17,32
41,17,96
359,17,194
380,17,125
412,18,77
2,18,89
87,18,102
402,18,162
435,18,35
450,18,67
204,18,195
214,18,33
240,18,210
254,19,226
458,19,125
475,19,81
500,19,181
532,19,169
106,19,186
135,20,251
536,20,160
329,20,24
499,20,141
531,20,45
537,20,184
340,20,105
220,20,47
233,21,172
554,21,50
141,21,218
219,21,180
243,21,105
577,21,260
258,22,92
358,22,40
60,22,117
590,22,163
609,22,71
630,22,100
658,22,60
668,22,251
685,22,72
710,22,26
723,23,68
207,23,41
734,23,165
755,23,216
781,23,281
211,23,221
799,24,174
818,24,126
843,24,152
398,24,47
410,24,47
428,24,229
443,24,115
467,24,86
757,25,82
786,25,95
790,25,107
110,25,155
126,25,331
285,25,40
295,25,190
463,26,98
321,26,96
323,26,107
578,26,201
598,26,54
619,26,107
637,26,73
579,26,259
606,27,54
655,27,265
667,27,202
692,27,301
709,27,175
722,28,33
735,28,189
762,28,74
774,28,205
439,28,220
362,28,175
277,28,85
290,29,240
306,29,129
325,29,81
345,29,88
371,29,119
382,29,30
421,29,75
225,29,222
177,30,22
491,30,27
427,30,41
238,30,87
266,30,94
282,30,105
121,30,36
152,30,97
461,30,181
476,30,150
293,30,147
302,31,158
200,31,98
512,31,54
361,31,96
393,31,112
422,31,323
535,31,121
431,31,32
440,32,45
549,32,249
9,32,308
123,32,96
150,32,182
167,32,109
181,33,219
612,33,115
645,33,131
651,33,97
215,33,82
247,33,166
267,33,120
275,33,45
654,34,85
662,34,191
319,34,225
676,34,279
455,34,209
327,35,92
255,35,41
459,35,98
114,35,239
538,35,163
507,35,109
301,35,243
520,36,32
392,36,149
665,36,70
677,36,55
6,36,43
408,36,108
142,36,217
698,36,212
716,36,87
732,37,68
441,37,21
465,37,181
713,37,48
746,37,208
753,37,151
605,37,61
627,37,152
736,37,26
764,37,58
300,38,33
787,38,95
789,38,170
564,38,180
769,38,107
250,38,145
253,38,179
788,38,70
809,39,67
588,39,95
23,39,191
589,39,206
224,39,172
483,39,81
514,39,164
534,40,148
153,40,171
553,40,79
158,40,102
232,40,129
287,40,170
561,40,190
175,41,58
825,41,90
573,41,112
847,41,154
880,41,94
105,41,97
129,41,189
148,41,112
648,41,72
659,42,115
669,42,217
697,42,211
548,42,76
567,42,92
587,42,263
397,43,105
367,43,80
591,43,90
778,43,42
805,43,36
817,43,75
835,43,159
119,43,162
67,43,97
730,43,140
92,44,36
632,44,84
744,44,166
592,44,57
610,44,177
642,44,113
466,44,183
479,44,165
904,45,240
920,45,150
930,45,141
959,45,127
633,45,165
660,45,45
671,45,130
261,46,101
273,46,178
829,46,40
864,46,251
576,46,153
381,46,110
498,46,132
524,47,79
453,47,144
460,47,87
303,47,137
84,47,126
477,47,40
502,47,232
283,47,153
297,48,62
310,48,116
336,48,46
341,48,217
370,48,78
389,48,203
391,48,131
70,48,113
425,49,324
438,49,73
454,49,116
469,49,159
484,49,305
44,50,154
517,50,168
527,50,161
663,50,132
826,50,195
673,50,157
859,51,47
695,51,60
684,51,92
251,51,257
40,51,130
808,51,109
815,51,148
832,51,157
635,52,40
231,52,67
234,52,201
278,52,186
289,52,131
192,52,187
831,52,173
61,53,24
309,53,96
322,53,112
848,53,155
889,53,192
901,53,57
305,53,247
913,53,97
934,54,55
260,54,130
311,54,256
594,54,105
620,54,93
780,54,96
796,54,127
823,54,25
833,54,80
865,55,78
887,55,83
903,55,145
916,55,141
519,55,95
136,55,299
203,55,149
155,56,43
442,56,106
471,56,160
756,56,222
497,56,231
834,56,104
858,56,123
451,57,97
885,57,97
896,57,79
910,57,353
828,57,309
395,57,55
457,58,137
929,58,30
97,58,112
953,58,228
970,58,283
237,58,208
426,59,139
268,59,123
369,59,70
383,59,207
682,59,170
334,59,170
629,59,113
653,60,45
672,60,165
683,60,168
248,60,87
845,60,182
852,60,290
259,60,48
284,61,55
971,61,60
878,61,214
905,61,167
737,61,91
766,61,65
348,61,198
372,61,126
777,62,50
377,62,357
1,62,107
704,62,227
909,62,65
728,62,187
731,63,192
765,63,223
768,63,229
928,63,120
473,63,229
804,64,25
952,64,64
986,64,58
480,64,185
767,64,149
12,64,154
772,64,181
518,64,43
525,64,134
34,65,32
795,65,90
541,65,169
559,65,63
586,65,94
596,65,58
634,65,53
661,65,30
666,65,78
679,65,327
622,66,201
699,66,186
725,66,92
313,66,259
837,66,244
640,67,28
366,67,92
860,67,106
636,67,331
707,67,67
721,67,84
745,67,75
900,67,203
926,68,37
945,68,101
958,68,58
976,68,111
996,68,225
331,68,250
352,68,145
624,68,22
840,68,42
851,69,39
585,69,116
607,69,186
625,69,223
308,69,189
822,69,129
686,69,106
195,70,61
914,70,229
946,70,71
664,70,347
874,70,38
908,70,239
954,71,20
939,71,26
678,71,54
917,71,173
933,71,143
521,71,225
546,71,238
681,71,92
687,71,25
701,72,68
708,72,215
705,72,26
729,72,195
740,72,211
991,72,205
623,72,71
875,73,56
644,73,69
861,73,155
1000,73,155
124,73,188
733,73,42
754,73,77
776,73,255
888,74,39
801,74,213
556,74,84
93,74,201
102,74,137
127,74,164
202,74,119
814,74,35
841,75,24
365,75,250
386,75,64
420,75,99
433,75,106
419,75,134
872,75,216
291,75,106
315,76,79
836,76,106
403,76,153
430,76,71
523,76,139
540,76,85
328,76,90
45,76,120
71,76,145
94,77,52
353,77,294
486,77,42
506,77,57
526,77,41
547,77,201
560,77,128
528,77,81
552,77,100
718,78,37
599,78,72
584,78,104
600,78,161
618,78,181
511,78,330
608,78,113
14,79,156
28,79,32
53,79,53
171,79,204
143,79,157
873,79,182
898,79,58
803,79,154
614,80,33
924,80,74
816,80,123
544,80,130
452,80,353
827,80,275
468,81,101
481,81,155
857,81,226
884,81,253
85,81,250
694,82,54
339,82,130
349,82,164
758,82,225
932,82,173
703,82,165
957,82,80
221,83,43
867,83,66
