Station,Load,Capacity,Idle,Tasks
1,960,1000,40,"[9, 29, 50]"
2,921,1000,79,"[75, 94, 15]"
3,966,1000,34,"[11, 118, 35, 44, 72, 84]"
4,963,1000,37,"[113, 131, 145, 176, 192]"
5,966,1000,34,"[218, 236, 254, 276, 286]"
6,941,1000,59,"[24, 55, 73]"
7,933,1000,67,"[92, 105, 67, 85, 114, 12]"
8,963,1000,37,"[22, 43, 71]"
9,989,1000,11,"[42, 62, 81, 34]"
10,962,1000,38,"[53, 66, 93, 106]"
11,971,1000,29,"[48, 130, 69]"
12,978,1000,22,"[82, 151, 127, 162, 175]"
13,968,1000,32,"[173, 187, 95, 116]"
14,967,1000,33,"[134, 157, 190]"
15,955,1000,45,"[217, 133, 146, 169]"
16,958,1000,42,"[174, 244, 255]"
17,951,1000,49,"[89, 277, 91, 124, 102, 212]"
18,965,1000,35,"[229, 104, 137, 143]"
19,972,1000,28,"[260, 280, 117, 290, 309]"
20,939,1000,61,"[323, 60, 28, 41]"
21,972,1000,28,"[59, 234, 282, 88, 108]"
22,915,1000,85,"[135, 155, 170]"
23,934,1000,66,"[112, 13]"
24,916,1000,84,"[138, 144, 25, 39]"
25,973,1000,27,"[20, 266, 142, 125]"
26,990,1000,10,"[126, 297, 315, 338]"
27,991,1000,9,"[358, 383, 409, 426, 443, 473]"
28,979,1000,21,"[171, 482, 504, 518]"
29,936,1000,64,"[529, 560, 567, 588, 601]"
30,901,1000,99,"[627, 589, 223]"
31,909,1000,91,"[299, 242, 257, 275, 287]"
32,929,1000,71,"[303, 329, 347, 364, 380]"
33,991,1000,9,"[334, 404, 422]"
34,972,1000,28,"[445, 318, 463, 481]"
35,909,1000,91,"[506, 345, 356, 373]"
36,943,1000,57,"[393, 58, 399]"
37,993,1000,7,"[428, 270, 283, 40, 298]"
38,952,1000,48,"[436, 446, 321, 339]"
39,956,1000,44,"[467, 367, 386, 485]"
40,924,1000,76,"[203, 597, 625, 520, 538]"
41,979,1000,21,"[500, 17, 402, 434]"
42,942,1000,58,"[523, 448, 539, 459, 26]"
43,974,1000,26,"[37, 542, 474, 541, 565]"
44,996,1000,4,"[582, 97, 52, 70, 635, 667]"
