Task,Station,Time
21,1,157
31,1,75
54,1,222
20,1,308
46,1,42
53,1,187
43,2,34
55,2,49
7,2,229
72,2,74
100,2,183
127,2,53
148,2,139
155,2,229
65,3,56
75,3,64
14,3,35
33,3,132
11,3,25
47,3,86
58,3,150
70,3,39
86,3,128
63,3,263
69,4,24
71,4,86
94,4,184
116,4,99
136,4,182
165,4,164
191,4,51
209,4,183
113,5,105
228,5,91
9,5,91
62,5,122
80,5,94
104,5,48
129,5,73
16,5,137
27,5,48
2,5,165
19,6,73
243,6,76
45,6,127
118,6,134
22,6,83
59,6,164
74,6,171
49,6,158
56,7,101
57,7,183
79,7,85
105,7,114
124,7,113
138,7,175
95,7,173
78,7,51
101,8,122
133,8,124
119,8,108
156,8,201
177,8,100
212,8,128
61,8,199
222,9,81
98,9,67
67,9,114
175,9,124
206,9,135
226,9,37
174,9,22
201,9,246
12,9,57
237,9,104
29,10,43
258,10,180
277,10,177
302,10,204
319,10,121
344,10,47
358,10,218
73,11,126
263,11,60
368,11,37
280,11,61
393,11,183
230,11,182
244,11,151
261,11,47
135,11,142
167,12,182
169,12,69
142,12,197
160,12,226
190,12,103
286,12,177
297,12,25
322,13,81
341,13,307
357,13,230
372,13,198
388,13,154
97,13,24
114,14,60
87,14,133
91,14,89
66,14,255
115,14,137
1,14,192
194,14,116
217,15,58
250,15,58
257,15,122
267,15,245
285,15,123
8,15,171
306,15,129
314,15,81
413,16,141
438,16,364
451,16,184
474,16,266
103,17,102
432,17,77
429,17,91
461,17,184
457,17,275
467,17,177
496,17,47
524,18,330
498,18,126
507,18,293
531,18,221
542,19,199
555,19,190
577,19,104
610,19,211
619,19,227
219,20,178
630,20,81
540,20,145
548,20,232
117,20,273
483,20,86
554,21,43
655,21,194
541,21,173
245,21,136
269,21,106
290,21,189
303,21,138
324,22,87
224,22,260
236,22,321
158,22,123
546,22,135
184,23,29
559,23,41
573,23,127
213,23,91
221,23,158
468,23,126
646,23,121
665,23,270
200,24,41
484,24,138
272,24,49
664,24,35
677,24,66
274,24,130
595,24,36
689,24,67
719,24,189
339,24,214
233,25,26
241,25,208
273,25,72
24,25,84
437,25,128
141,25,73
13,25,55
328,25,63
210,25,252
447,26,199
735,26,121
666,26,121
25,26,169
696,26,134
255,26,219
750,27,45
363,27,129
364,27,239
707,27,338
26,27,212
151,28,77
764,28,148
786,28,85
800,28,196
819,28,264
843,28,78
850,28,120
865,29,91
896,29,170
901,29,107
10,29,66
254,29,69
475,29,36
502,29,34
511,29,74
527,29,94
544,29,91
569,29,152
271,30,94
589,30,164
597,30,216
90,30,224
109,30,159
291,30,128
293,31,83
37,31,176
311,31,88
402,31,115
415,31,227
106,31,139
317,31,158
338,32,58
120,32,334
439,32,105
456,32,76
469,32,175
490,32,221
519,33,100
534,33,227
550,33,78
564,33,101
576,33,66
609,33,63
617,33,145
645,33,106
535,33,56
214,33,40
355,34,282
470,34,60
493,34,52
384,34,53
545,34,56
552,34,164
231,34,312
553,35,244
238,35,307
256,35,238
503,35,175
365,36,287
570,36,27
592,36,104
614,36,140
414,36,102
295,36,38
327,36,85
336,36,89
