Task,Station,Time
20,1,168
27,1,382
48,2,643
12,3,601
73,4,612
93,5,506
35,5,403
34,6,450
51,6,540
67,7,688
2,8,375
18,8,597
38,9,740
56,10,282
61,10,621
19,11,508
37,11,474
53,12,635
62,13,681
57,14,443
63,14,513
1,15,439
86,15,542
111,16,569
135,17,530
156,17,434
179,18,530
50,18,454
80,19,454
97,19,486
124,20,325
130,20,519
203,21,537
105,22,487
218,22,483
226,23,621
60,24,631
239,25,719
59,26,704
256,27,732
77,28,600
273,29,580
312,29,359
320,30,676
85,31,371
146,31,454
8,32,445
152,32,550
58,33,335
22,33,441
335,34,371
356,34,572
392,35,564
233,35,416
241,36,526
31,36,440
49,37,611
147,38,463
28,38,438
47,39,548
15,39,414
33,40,412
55,40,581
78,41,304
99,41,472
121,42,242
72,42,621
137,43,437
17,43,520
26,44,759
5,45,619
163,46,535
52,46,388
68,47,401
119,47,527
115,48,488
136,48,507
165,49,614
168,50,401
169,50,573
133,51,350
109,51,524
6,52,475
70,52,503
82,53,320
90,53,646
92,54,359
29,54,641
120,55,453
143,55,467
89,56,361
69,56,612
91,57,217
155,57,730
46,58,510
188,58,446
66,59,690
211,60,451
236,60,415
164,61,587
162,61,352
166,62,350
171,62,625
65,63,365
242,63,518
71,64,505
87,64,477
198,65,345
221,65,419
223,66,798
43,67,442
64,67,551
25,68,477
257,68,394
290,69,634
313,70,588
297,71,728
389,72,606
88,73,500
331,73,480
342,74,458
403,74,511
423,75,590
311,75,385
30,76,633
243,77,494
262,77,392
293,78,420
309,78,580
334,79,683
347,80,137
398,80,621
413,81,439
432,81,509
448,82,467
377,82,530
386,83,457
407,83,380
417,84,454
435,84,482
154,85,394
442,85,540
45,86,683
465,87,679
353,88,350
478,88,632
500,89,409
323,89,367
426,90,451
450,90,488
366,91,260
471,91,661
507,92,319
338,92,620
475,93,445
528,93,514
556,94,606
564,95,576
554,96,562
576,97,579
409,98,503
602,98,442
617,99,581
357,100,551
384,101,608
361,102,571
599,103,436
628,103,450
650,104,628
277,105,282
170,105,643
301,106,349
321,106,578
621,107,474
641,107,454
657,108,297
670,108,511
695,109,514
706,109,331
732,110,502
662,110,490
382,111,590
44,112,625
383,113,398
678,113,473
697,114,215
730,114,548
197,115,482
745,115,498
761,116,426
785,116,310
821,117,507
823,117,365
844,118,471
873,118,489
875,119,412
548,119,496
568,120,639
900,121,459
604,121,409
611,122,606
367,123,629
387,124,656
925,125,557
324,125,323
344,126,285
399,126,696
372,127,601
418,127,394
440,128,509
640,128,484
658,129,532
668,130,555
419,130,440
438,131,634
308,132,667
663,133,626
167,134,576
456,135,486
460,135,464
480,136,435
385,136,549
422,137,645
497,138,378
390,138,573
524,139,507
396,139,474
405,140,595
445,141,489
414,141,495
459,142,678
424,143,243
529,143,544
562,144,399
580,144,571
427,145,780
214,146,725
225,147,547
244,148,494
