Task,Station,Time
23,1,99
46,1,251
59,1,162
77,1,154
89,1,140
123,1,110
6,2,211
43,2,119
16,2,215
45,2,131
54,2,65
64,2,178
140,3,143
155,3,129
171,3,66
185,3,372
57,3,240
1,4,174
62,4,270
20,4,76
31,4,314
47,4,138
63,5,161
83,5,131
107,5,48
139,5,140
157,5,82
170,5,219
187,5,179
200,6,24
225,6,144
238,6,146
199,6,39
221,6,213
236,6,128
223,6,277
243,7,142
264,7,63
275,7,241
280,7,103
128,7,155
102,7,209
120,7,20
134,7,51
149,8,44
169,8,233
138,8,83
145,8,90
21,8,109
41,8,150
52,8,261
106,9,231
141,9,170
182,9,126
204,9,421
148,9,37
160,10,123
227,10,316
229,10,93
192,10,119
166,10,206
164,10,118
180,11,83
176,11,155
193,11,355
281,11,127
73,11,60
85,11,215
302,12,73
324,12,116
184,12,36
203,12,166
215,12,173
233,12,272
18,12,134
28,13,77
4,13,191
196,13,308
3,13,157
13,13,25
29,13,197
250,14,68
212,14,27
344,14,192
374,14,193
393,14,123
51,14,273
417,14,89
430,15,219
79,15,205
22,15,251
325,15,68
341,15,224
144,16,189
330,16,112
175,16,216
191,16,37
24,16,145
361,16,292
352,17,69
168,17,68
388,17,42
405,17,309
425,17,36
447,17,238
179,17,198
205,18,300
218,18,255
234,18,170
7,18,244
32,19,58
257,19,121
278,19,101
294,19,140
271,19,73
383,19,196
439,19,281
156,20,80
167,20,232
190,20,346
392,20,206
409,20,106
420,21,123
202,21,177
220,21,88
244,21,100
246,21,64
8,21,29
40,21,141
288,21,242
450,22,77
49,22,46
306,22,132
369,22,98
103,22,83
467,22,204
468,22,181
50,22,139
228,23,22
339,23,93
343,23,196
301,23,76
489,23,220
511,23,292
384,23,73
530,24,32
549,24,246
366,24,350
398,24,180
404,24,67
423,24,89
443,25,76
568,25,211
586,25,96
609,25,294
208,25,181
99,25,114
116,26,192
620,26,80
647,26,138
255,26,101
269,26,250
291,26,160
654,26,53
675,27,32
307,27,62
111,27,100
224,27,28
690,27,175
714,27,156
733,27,62
763,27,289
773,27,86
794,28,175
808,28,85
815,28,47
844,28,114
871,28,64
886,28,109
10,28,87
33,28,291
328,29,42
53,29,69
389,29,65
415,29,111
424,29,63
65,29,113
96,29,125
126,29,60
137,29,120
154,29,52
60,29,164
235,30,72
252,30,229
265,30,135
433,30,66
365,30,104
403,30,66
408,30,79
421,30,66
438,30,155
458,31,54
75,31,63
93,31,194
125,31,90
129,31,216
434,31,109
464,31,72
473,31,171
505,32,284
165,32,173
183,32,90
197,32,145
219,32,46
239,32,36
159,32,107
349,32,116
363,33,144
428,33,25
82,33,128
88,33,75
36,33,58
445,33,70
454,33,138
484,33,89
319,33,261
492,34,98
451,34,123
337,34,97
342,34,163
127,34,260
130,34,246
48,35,26
26,35,176
247,35,182
358,35,328
362,35,271
523,36,22
25,36,73
531,36,104
248,36,31
158,36,89
550,36,150
576,36,199
146,36,71
512,36,44
448,36,208
533,37,100
453,37,134
516,37,104
78,37,24
86,37,200
554,37,251
579,37,172
178,38,113
895,38,178
593,38,44
194,38,193
532,38,61
912,38,50
929,38,107
972,38,226
68,39,79
177,39,69
427,39,26
442,39,322
457,39,54
717,39,143
741,39,172
750,39,108
386,40,250
812,40,90
758,40,194
777,40,109
797,40,64
799,40,73
823,40,188
829,41,47
97,41,56
840,41,305
865,41,125
877,41,219
902,41,63
915,41,43
931,41,103
17,42,203
973,42,249
459,42,316
785,42,94
471,42,111
798,43,70
501,43,107
114,43,174
135,43,131
153,43,158
161,43,142
664,43,202
679,44,185
514,44,91
546,44,43
558,44,148
582,44,106
695,44,103
27,44,172
574,44,124
591,45,64
597,45,234
604,45,69
322,45,128
713,45,188
452,45,101
730,45,128
747,45,59
779,46,201
793,46,40
801,46,53
828,46,238
851,46,161
869,46,277
885,47,132
260,47,131
266,47,95
487,47,145
768,47,139
256,47,182
277,47,163
289,48,222
299,48,87
633,48,38
286,48,127
300,48,68
385,48,64
814,48,261
849,48,126
367,49,50
864,49,29
893,49,204
565,49,88
866,49,95
892,49,208
904,49,79
913,49,228
943,50,51
962,50,70
216,50,105
230,50,207
297,50,54
316,50,144
333,50,236
867,50,97
880,51,138
69,51,149
206,51,22
211,51,55
95,51,97
573,51,83
587,51,27
272,51,203
607,51,185
625,52,72
282,52,100
323,52,61
634,52,166
649,52,130
671,52,80
699,52,84
56,52,67
67,52,59
296,52,165
231,53,163
831,53,268
848,53,275
858,53,291
214,54,107
387,54,108
419,54,248
429,54,358
444,54,102
648,54,48
242,55,35
660,55,57
746,55,153
677,55,57
689,55,83
644,55,75
499,55,168
308,55,136
329,55,106
571,55,124
251,56,155
835,56,107
863,56,48
320,56,70
334,56,56
888,56,179
898,56,162
910,56,193
407,57,149
790,57,138
802,57,241
460,57,204
249,57,194
806,57,55
832,58,105
748,58,47
818,58,194
847,58,125
873,58,109
890,58,84
897,58,319
469,59,60
113,59,84
770,59,50
782,59,85
911,59,81
488,59,322
132,59,292
926,60,114
954,60,161
990,60,59
900,60,175
921,60,177
933,60,45
970,60,252
997,61,35
923,61,92
937,61,61
916,61,133
932,61,250
490,61,35
955,61,79
188,61,208
210,61,99
820,62,212
527,62,175
542,62,214
561,62,26
581,62,190
599,62,166
603,63,72
610,63,92
729,63,133
917,63,174
924,63,49
360,63,54
632,63,104
950,63,310
226,64,55
241,64,198
979,64,190
14,64,115
887,64,86
908,64,24
922,64,227
592,64,83
611,65,28
940,65,119
368,65,85
630,65,148
462,65,172
482,65,35
497,65,394
379,66,24
935,66,42
91,66,129
470,66,71
952,66,196
273,66,171
295,66,146
668,66,170
692,66,38
722,67,51
313,67,48
335,67,206
357,67,76
376,67,207
947,67,172
964,67,222
659,68,129
686,68,162
700,68,179
721,68,193
738,68,104
753,68,70
771,68,150
373,69,33
796,69,97
372,69,140
400,69,270
418,69,441
108,70,36
824,70,72
853,70,74
855,70,76
293,70,117
578,70,50
598,70,88
616,70,33
596,70,104
614,70,192
628,70,144
626,71,33
638,71,31
304,71,71
605,71,111
619,71,77
641,71,99
764,71,220
735,71,107
572,71,80
678,71,157
650,72,86
283,72,74
311,72,181
390,72,82
410,72,236
422,72,71
201,72,167
98,72,22
121,72,61
143,73,36
480,73,80
982,73,138
465,73,114
477,73,40
504,73,66
526,73,200
759,73,318
774,74,240
402,74,262
934,74,45
706,74,96
720,74,342
974,75,61
528,75,187
332,75,124
287,75,85
318,75,154
326,75,280
639,75,93
652,76,80
521,76,101
698,76,58
724,76,93
739,76,129
751,76,214
780,76,175
795,76,140
437,77,119
463,77,207
595,77,143
691,77,108
813,77,201
825,77,123
807,77,91
396,78,44
74,78,97
348,78,150
377,78,100
84,78,264
548,78,330
115,79,25
563,79,303
918,79,268
925,79,142
894,79,121
483,79,131
486,80,214
2,80,38
951,80,332
566,80,147
412,80,259
585,81,54
817,81,158
432,81,150
440,81,113
455,81,63
476,81,183
507,81,21
529,81,242
984,82,29
449,82,26
986,82,28
536,82,163
525,82,201
590,82,368
104,82,181
44,83,123
406,83,97
431,83,65
508,83,44
765,83,29
781,83,54
602,83,88
833,83,196
789,83,136
811,83,153
830,84,129
485,84,179
655,84,163
513,84,86
543,84,105
553,84,114
971,84,153
672,84,68
839,85,43
701,85,39
953,85,56
836,85,212
562,85,167
754,85,117
769,85,91
792,85,259
697,86,46
854,86,221
186,86,151
560,86,175
76,86,178
19,86,156
653,86,60
683,87,66
704,87,71
666,87,165
667,87,102
540,87,91
520,87,124
547,87,186
551,87,183
552,88,54
131,88,118
364,88,149
688,88,238
711,88,40
957,88,70
198,88,328
426,89,78
436,89,403
621,89,270
637,89,230
819,90,58
643,90,202
665,90,332
503,90,82
524,90,131
12,90,192
601,91,149
613,91,197
284,91,133
317,91,207
502,91,140
786,91,154
703,92,110
800,92,126
136,92,165
775,92,223
600,92,97
920,92,273
948,93,62
142,93,142
493,93,128
309,93,199
834,93,113
395,93,240
411,93,63
541,93,42
401,94,179
778,94,80
564,94,118
837,94,88
55,94,79
640,94,91
314,94,179
985,94,170
80,95,21
347,95,48
838,95,91
494,95,282
90,95,160
118,95,92
413,95,114
151,95,190
101,96,327
657,96,119
263,96,161
267,96,204
380,96,167
298,97,41
474,97,98
124,97,188
996,97,170
975,97,137
710,97,127
736,97,131
767,97,98
776,98,50
15,98,102
788,98,75
804,98,62
661,98,121
896,98,233
522,98,94
147,98,260
292,99,180
728,99,129
346,99,136
466,99,100
846,99,315
11,99,121
987,100,24
676,100,31
42,100,166
994,100,54
989,100,169
642,100,118
821,100,38
850,100,205
861,100,105
9,100,84
38,101,90
883,101,119
852,101,127
860,101,91
670,101,98
285,101,240
612,101,71
340,101,151
622,102,47
353,102,148
150,102,160
232,102,102
539,102,114
245,102,117
112,102,92
577,102,218
749,103,23
942,103,46
594,103,218
261,103,315
397,103,187
414,103,204
941,104,120
270,104,176
290,104,255
262,104,138
172,104,134
416,104,164
976,105,57
351,105,65
712,105,185
876,105,66
901,105,62
685,105,114
702,105,148
909,105,90
783,105,112
805,105,85
680,106,113
693,106,104
719,106,77
740,106,56
766,106,164
500,106,153
518,106,167
61,106,155
399,107,24
534,107,79
72,107,104
259,107,52
623,107,55
274,107,106
491,107,48
636,107,148
784,107,98
870,107,187
875,107,96
907,108,39
310,108,41
631,108,182
708,108,92
727,108,132
94,108,233
787,108,85
803,108,188
481,109,53
70,109,127
615,109,132
624,109,97
645,109,233
651,109,99
684,109,246
222,110,33
475,110,23
237,110,124
545,110,168
980,110,184
845,110,270
928,110,83
963,110,103
874,111,48
995,111,103
857,111,174
495,111,397
843,111,85
356,111,70
669,111,25
696,111,40
810,111,52
81,112,26
816,112,103
370,112,196
66,112,215
30,112,174
217,112,141
988,112,137
509,113,109
152,113,87
162,113,163
39,113,44
744,113,220
435,113,147
716,113,209
731,114,33
240,114,320
535,114,136
734,114,52
762,114,46
510,114,24
841,114,56
968,114,82
927,114,131
884,114,116
375,115,63
705,115,283
725,115,139
737,115,257
606,115,196
822,115,50
359,116,34
930,116,117
961,116,129
958,116,184
1000,116,24
371,116,148
868,116,350
213,117,61
862,117,158
537,117,178
936,117,71
588,117,149
254,117,237
978,117,129
956,118,45
570,118,266
906,118,101
919,118,119
35,118,102
983,118,158
872,118,202
338,119,142
882,119,67
905,119,42
960,119,92
478,119,21
498,119,195
732,119,58
327,119,60
350,119,54
92,119,257
687,120,118
117,120,135
694,120,174
312,120,142
826,120,227
879,120,141
635,120,51
181,121,21
100,121,77
575,121,108
743,121,238
752,121,52
742,121,77
105,121,188
209,121,224
446,122,24
827,122,61
355,122,63
663,122,110
110,122,254
456,122,134
809,122,140
584,122,210
173,123,37
939,123,62
556,123,180
331,123,143
629,123,106
109,123,89
899,123,370
279,124,56
718,124,173
856,124,113
881,124,281
944,124,186
441,124,175
559,125,152
842,125,212
268,125,141
949,125,163
965,125,168
345,125,151
315,126,20
382,126,84
891,126,37
707,126,250
580,126,151
472,126,169
967,126,129
999,126,150
757,127,28
5,127,50
969,127,133
658,127,201
589,127,183
646,127,254
519,127,143
859,128,41
276,128,51
760,128,182
305,128,106
617,128,65
608,128,50
673,128,250
515,128,147
662,128,101
37,129,205
394,129,202
772,129,100
174,129,64
618,129,45
656,129,97
674,129,94
981,129,186
715,130,31
303,130,117
544,130,38
354,130,137
506,130,91
321,130,207
959,130,99
993,130,90
87,130,184
938,131,35
253,131,41
195,131,318
761,131,62
903,131,187
991,131,182
207,131,167
723,132,169
163,132,130
583,132,57
977,132,125
517,132,67
745,132,198
381,132,92
755,132,151
998,133,73
726,133,190
627,133,212
538,133,135
378,133,84
391,133,138
945,133,153
119,134,244
71,134,215
709,134,62
681,134,81
791,134,105
567,134,100
966,134,182
58,135,25
569,135,103
992,135,101
889,135,88
34,135,116
336,135,305
914,135,244
461,136,175
557,136,134
946,136,173
756,136,292
122,136,79
189,136,130
133,137,63
479,137,33
878,137,207
496,137,204
682,137,68
555,137,189
258,137,231
