Station,Load,Capacity,Idle,Tasks
1,990,1000,10,"[7, 15, 10, 5, 2, 21, 11]"
2,987,1000,13,"[28, 24, 1, 8, 33, 49, 19, 14, 23]"
3,993,1000,7,"[53, 66, 26, 17, 69, 20]"
4,963,1000,37,"[37, 48, 27, 12, 30, 74, 34]"
5,990,1000,10,"[59, 25, 31, 52, 70, 51, 68]"
6,994,1000,6,"[88, 92, 32, 45, 6, 96, 56]"
7,979,1000,21,"[67, 90, 60, 64, 75, 106, 42]"
8,993,1000,7,"[120, 9, 3, 40, 77, 86]"
9,986,1000,14,"[117, 126, 136, 152, 165]"
10,999,1000,1,"[132, 139, 168, 18, 36, 43]"
11,971,1000,29,"[38, 58, 35, 95, 57, 50]"
12,973,1000,27,"[105, 16, 13, 39, 55, 71, 94, 110]"
13,997,1000,3,"[114, 118, 100, 93, 84, 47, 72]"
14,993,1000,7,"[65, 76, 89, 97, 107, 87, 115]"
15,990,1000,10,"[123, 145, 159, 138, 156, 142, 133, 61]"
16,986,1000,14,"[181, 189, 194, 113, 91, 103, 129, 137, 22]"
17,989,1000,11,"[128, 147, 166, 162, 184, 98, 108]"
18,989,1000,11,"[99, 185, 195, 192, 29, 41, 54]"
19,986,1000,14,"[73, 85, 102, 4, 46, 44]"
20,952,1000,48,"[62, 153, 173, 170, 187, 202, 217, 242, 221, 264, 288, 303]"
21,979,1000,21,"[306, 198, 210, 307, 169, 193]"
22,945,1000,55,"[191, 201, 213, 247, 231, 258, 219, 230]"
23,979,1000,21,"[267, 261, 232, 171, 172, 199]"
24,963,1000,37,"[209, 218, 208, 244, 227]"
25,989,1000,11,"[257, 285, 273, 274, 299, 275, 290, 297, 311]"
26,981,1000,19,"[291, 322, 335, 334, 353, 340, 349]"
27,998,1000,2,"[350, 363, 379, 330, 344, 323, 359, 370, 375, 389]"
28,994,1000,6,"[387, 411, 395, 211, 367, 272]"
29,975,1000,25,"[276, 294, 360, 203]"
30,991,1000,9,"[225, 245, 337, 228, 174, 197, 410]"
31,999,1000,1,"[432, 220, 236, 234, 263, 269, 289, 400]"
32,993,1000,7,"[298, 314, 329, 318, 304, 281, 435, 369]"
33,970,1000,30,"[300, 440, 465, 223, 246]"
34,977,1000,23,"[248, 268, 260, 63, 83, 82, 79]"
35,995,1000,5,"[81, 320, 116, 78, 101, 112]"
36,998,1000,2,"[122, 143, 141, 161, 390, 155, 109, 131]"
37,997,1000,3,"[135, 144, 154, 80, 111, 121, 130, 146, 158, 186, 180, 175, 178]"
38,968,1000,32,"[200, 215, 163, 182, 190, 179]"
39,998,1000,2,"[206, 212, 207, 214, 183, 196, 119]"
40,999,1000,1,"[226, 251, 249, 250, 252, 278, 284, 254, 256, 255]"
41,972,1000,28,"[283, 282, 295, 310, 386, 413, 426]"
42,988,1000,12,"[397, 429, 439, 446, 293, 301, 312, 447]"
43,985,1000,15,"[331, 462, 253, 451, 459, 321, 279, 348]"
44,995,1000,5,"[164, 308, 326, 327, 328, 324, 325, 336]"
45,988,1000,12,"[347, 352, 346, 377, 342, 177, 309]"
46,993,1000,7,"[338, 332, 470, 473, 104, 125, 124, 150]"
47,999,1000,1,"[151, 167, 188, 205, 216, 240, 259, 287, 243, 204, 222, 241]"
48,965,1000,35,"[239, 235, 266, 265, 262, 286, 302]"
49,981,1000,19,"[315, 233, 270, 237, 271, 292, 224, 134, 319]"
50,972,1000,28,"[277, 229, 280, 296, 313, 305, 316, 333, 343]"
51,970,1000,30,"[339, 355, 357, 351, 362, 391, 405, 404, 358]"
52,999,1000,1,"[398, 373, 396, 419, 407, 431, 345]"
53,995,1000,5,"[374, 366, 381, 414, 433, 445, 422, 368]"
54,970,1000,30,"[384, 364, 378, 382, 408, 394, 385, 412, 409]"
55,987,1000,13,"[401, 421, 437, 393, 383, 399]"
56,971,1000,29,"[423, 416, 424, 392, 449, 468, 380, 402]"
57,971,1000,29,"[417, 420, 443, 430, 371, 484, 372]"
58,995,1000,5,"[317, 442, 464, 489, 483, 466]"
59,976,1000,24,"[500, 527, 495, 509, 517, 508, 499, 523]"
60,980,1000,20,"[546, 514, 534, 521, 532, 497]"
61,992,1000,8,"[555, 560, 469, 533, 559, 586, 538]"
62,988,1000,12,"[594, 611, 615, 652, 472, 609, 428, 557]"
63,959,1000,41,"[450, 444, 463, 482, 461]"
64,980,1000,20,"[494, 490, 512, 515, 536, 566, 542, 567, 552, 578]"
65,1000,1000,0,"[558, 582, 607, 617, 653, 641, 579]"
66,971,1000,29,"[601, 613, 631, 677, 670, 672, 675, 681]"
67,976,1000,24,"[702, 543, 564, 673, 685, 690]"
68,995,1000,5,"[695, 710, 740, 729, 671, 441]"
69,975,1000,25,"[705, 460, 708, 712, 722, 731]"
70,973,1000,27,"[752, 425, 438, 713, 741, 674, 697]"
71,988,1000,12,"[696, 716, 692, 737, 757, 721]"
