Task,Station,Time
10,1,121
31,1,59
51,1,94
67,1,336
56,1,164
18,1,202
82,2,60
100,2,67
40,2,328
53,2,130
73,2,183
101,2,194
121,3,159
140,3,66
159,3,300
174,3,179
191,3,139
15,3,129
33,4,233
54,4,115
84,4,293
102,4,56
207,4,168
235,4,131
260,5,63
276,5,90
299,5,83
316,5,150
118,5,40
141,5,22
148,5,91
137,5,129
326,5,60
345,5,54
368,5,80
26,5,112
269,6,228
110,6,21
149,6,133
380,6,94
389,6,296
406,6,79
433,6,133
458,7,33
476,7,104
196,7,88
214,7,312
238,7,160
62,7,246
70,8,95
423,8,145
364,8,131
378,8,107
401,8,153
93,8,139
116,8,47
144,8,123
161,9,34
183,9,73
201,9,171
424,9,108
455,9,193
471,9,243
80,9,143
108,10,68
126,10,111
128,10,218
265,10,261
275,10,187
398,10,118
420,11,114
177,11,156
192,11,125
120,11,196
136,11,111
153,11,235
204,12,56
171,12,132
193,12,143
74,12,91
97,12,95
143,12,130
155,12,273
125,12,42
142,13,130
169,13,154
194,13,200
157,13,46
17,13,196
179,13,238
30,14,48
185,14,211
21,14,70
34,14,115
63,14,220
65,14,134
1,14,159
411,15,67
19,15,268
25,15,83
147,15,77
129,15,207
2,15,85
202,15,24
203,15,168
41,16,42
42,16,89
222,16,229
244,16,64
273,16,195
440,16,115
291,16,28
310,16,43
328,16,180
451,17,89
332,17,165
146,17,152
154,17,306
168,17,109
199,17,37
210,17,97
279,18,36
232,18,142
403,18,33
416,18,63
437,18,140
3,18,133
4,18,132
5,18,133
205,18,132
12,18,39
28,19,77
68,19,84
69,19,106
29,19,94
23,19,134
35,19,119
46,19,79
47,19,139
90,19,155
113,20,89
494,20,199
505,20,152
66,20,323
130,20,215
525,21,240
452,21,174
38,21,259
306,21,236
286,21,79
315,22,139
322,22,217
213,22,184
224,22,284
52,22,35
83,22,102
106,23,173
139,23,181
441,23,274
442,23,327
112,24,61
405,24,155
114,24,137
432,24,125
456,24,81
461,24,365
324,24,59
346,25,259
356,25,142
371,25,322
133,25,40
152,25,74
163,25,122
64,26,41
24,26,103
422,26,209
479,26,196
500,26,200
531,26,218
79,27,40
88,27,119
562,27,82
570,27,196
584,27,181
603,27,57
634,27,57
656,27,132
676,27,125
690,28,84
545,28,279
568,28,60
355,28,288
325,28,136
338,28,137
268,29,68
331,29,132
350,29,268
363,29,27
336,29,81
369,29,97
388,29,143
353,29,174
376,30,56
404,30,215
259,30,65
408,30,231
131,30,105
270,30,112
396,30,199
372,31,65
407,31,217
220,31,45
223,31,71
430,31,220
446,31,254
576,31,95
309,32,57
590,32,198
553,32,61
565,32,201
587,32,152
596,32,167
633,32,73
343,32,34
498,32,40
480,33,68
176,33,66
554,33,148
567,33,72
572,33,37
468,33,103
481,33,131
351,33,93
318,33,78
109,33,24
43,33,150
591,34,201
186,34,153
160,34,236
164,34,137
612,34,250
646,35,258
145,35,131
664,35,199
680,35,123
694,35,252
714,36,99
736,36,107
757,36,144
762,36,115
717,36,304
784,36,227
790,37,46
661,37,24
370,37,133
663,37,120
809,37,87
546,37,184
569,37,255
589,37,135
609,38,63
628,38,108
659,38,213
673,38,100
592,38,307
683,38,163
248,39,97
475,39,228
489,39,202
187,39,320
465,39,123
482,40,88
506,40,99
272,40,252
287,40,197
302,40,271
715,40,55
741,41,89
749,41,44
289,41,67
303,41,136
443,41,119
640,41,84
764,41,162
777,41,107
827,41,171
848,42,92
866,42,177
900,42,141
921,42,96
301,42,129
189,42,80
427,42,79
329,42,172
334,43,120
135,43,34
151,43,102
170,43,94
449,43,139
463,43,129
206,43,92
574,43,225
444,44,42
582,44,102
593,44,36
6,44,118
188,44,65
614,44,141
654,44,109
674,44,114
687,44,151
602,44,87
613,45,102
713,45,88
734,45,236
750,45,357
767,45,83
780,45,81
793,45,39
823,46,173
842,46,137
267,46,119
283,46,146
296,46,239
314,46,33
319,46,151
327,47,171
847,47,44
333,47,134
44,47,156
865,47,85
891,47,183
913,47,147
927,47,42
953,48,115
77,48,162
91,48,93
464,48,227
71,48,75
111,48,100
483,48,109
743,48,107
769,49,68
914,49,128
933,49,279
940,49,73
958,49,199
178,49,136
706,49,88
728,50,126
742,50,220
421,50,80
431,50,27
457,50,89
788,50,154
491,50,241
765,51,183
783,51,41
804,51,82
824,51,91
846,51,67
855,51,55
886,51,66
896,51,190
697,51,56
727,51,117
760,52,168
776,52,26
778,52,181
796,52,226
511,52,106
320,52,242
342,53,103
352,53,126
156,53,20
166,53,95
282,53,217
284,53,158
132,53,62
150,53,73
575,53,40
594,53,66
622,54,57
450,54,207
27,54,215
573,54,263
414,54,232
429,55,136
241,55,194
462,55,247
89,55,205
526,55,97
681,55,94
165,56,50
45,56,79
705,56,200
718,56,169
751,56,192
771,56,236
786,56,51
802,57,151
323,57,206
700,57,171
735,57,212
469,57,100
485,57,91
520,57,53
534,58,51
559,58,123
960,58,143
972,58,258
929,58,215
644,58,185
838,59,141
620,59,156
856,59,73
875,59,280
902,59,146
747,59,187
907,60,144
761,60,129
321,60,89
347,60,35
365,60,133
379,60,76
399,60,134
870,60,36
901,60,222
412,61,57
909,61,144
923,61,171
947,61,166
966,61,165
428,61,113
541,61,164
578,62,50
547,62,83
831,62,142
860,62,99
724,62,47
385,62,64
876,62,232
585,62,135
600,62,142
632,63,122
779,63,147
801,63,80
822,63,99
722,63,74
745,63,122
936,63,133
375,63,129
92,63,86
127,64,96
931,64,176
950,64,240
915,64,219
935,64,198
949,64,69
967,65,66
959,65,249
970,65,108
1000,65,224
677,65,231
684,65,29
709,65,72
868,66,38
782,66,132
808,66,80
826,66,121
215,66,227
240,66,156
892,66,132
78,66,99
104,67,98
539,67,197
916,67,85
917,67,167
195,67,60
419,67,62
219,67,266
438,67,39
453,68,40
231,68,92
930,68,307
948,68,190
946,68,23
961,68,93
976,68,248
647,69,65
358,69,108
992,69,71
247,69,141
858,69,156
94,69,186
797,69,95
610,69,148
631,70,135
662,70,131
14,70,164
36,70,122
493,70,101
341,70,83
362,70,236
383,71,38
580,71,201
470,71,135
209,71,329
941,71,69
955,71,132
978,71,75
996,72,113
39,72,189
723,72,86
759,72,20
773,72,145
787,72,214
806,72,109
893,72,111
653,73,49
197,73,95
738,73,268
507,73,61
488,73,338
965,73,174
180,74,52
969,74,140
514,74,93
729,74,70
758,74,165
795,74,229
772,74,25
781,74,30
807,74,191
810,75,164
814,75,75
835,75,175
472,75,223
964,75,141
973,75,217
271,76,58
184,76,181
190,76,213
588,76,238
642,76,144
671,76,157
499,77,40
685,77,132
606,77,59
504,77,228
105,77,113
551,77,85
58,77,166
107,77,37
123,77,116
122,78,121
134,78,103
792,78,105
815,78,211
487,78,105
641,78,107
198,78,231
922,79,147
211,79,78
230,79,192
218,79,119
752,79,119
766,79,319
445,80,130
473,80,161
502,80,156
883,80,100
59,80,120
48,80,164
72,80,101
490,80,45
516,81,63
837,81,312
853,81,44
878,81,123
701,81,188
755,81,251
775,82,289
115,82,200
789,82,330
581,82,164
991,83,90
599,83,65
985,83,90
805,83,196
381,83,184
820,83,120
103,83,202
859,83,48
880,84,37
253,84,179
689,84,113
256,84,181
906,84,215
920,84,274
702,85,36
928,85,312
768,85,115
803,85,137
813,85,177
454,85,213
845,86,148
477,86,196
492,86,74
517,86,97
833,86,187
386,86,145
162,86,138
816,87,78
894,87,199
911,87,131
962,87,249
980,87,25
993,87,209
217,87,57
237,87,35
264,88,35
934,88,44
366,88,98
798,88,178
818,88,145
361,88,28
384,88,107
402,88,143
974,88,208
246,89,38
832,89,55
448,89,134
478,89,67
945,89,230
466,89,317
515,89,140
533,90,24
75,90,104
55,90,174
86,90,171
938,90,87
905,90,64
908,90,162
619,90,201
657,91,120
236,91,176
943,91,130
300,91,185
200,91,84
212,91,202
625,91,88
175,92,162
558,92,149
552,92,109
9,92,227
555,92,51
566,92,287
167,93,66
889,93,52
337,93,150
367,93,227
503,93,74
799,93,47
560,93,66
392,93,191
704,93,113
873,94,50
624,94,118
262,94,144
285,94,69
459,94,264
932,94,86
711,94,137
733,94,131
221,95,21
979,95,237
989,95,137
548,95,189
968,95,167
7,95,242
234,96,25
49,96,88
85,96,106
409,96,175
791,96,186
