Task,Station,Time
10,1,520
16,1,464
24,2,216
39,2,215
60,2,287
78,2,259
9,3,394
7,3,525
18,4,55
11,4,81
8,4,495
6,4,50
28,4,267
50,5,413
80,5,567
110,6,124
115,6,76
31,6,418
12,6,264
19,6,80
30,7,567
65,7,192
75,7,206
102,8,52
95,8,338
48,8,105
88,8,199
114,8,302
63,9,197
74,9,70
96,9,336
136,9,70
156,9,288
100,10,533
181,10,60
155,10,188
177,10,212
195,11,72
183,11,151
120,11,215
157,11,503
207,12,144
180,12,134
194,12,185
205,12,526
138,13,242
228,13,142
239,13,171
175,13,161
158,13,221
214,14,119
246,14,514
271,14,320
199,15,275
210,15,168
272,15,305
295,15,195
212,16,501
174,16,313
286,16,119
302,17,246
169,17,105
179,17,81
184,17,347
303,17,182
231,18,36
320,18,132
343,18,118
376,18,96
388,18,85
413,18,187
426,18,277
446,19,561
453,19,131
482,19,39
498,19,105
526,20,552
533,20,48
556,20,190
567,20,156
142,21,94
162,21,112
176,21,306
196,21,195
208,21,208
216,22,42
241,22,147
279,22,186
293,22,502
584,23,132
309,23,168
448,23,236
84,23,75
109,23,67
122,23,222
137,24,53
332,24,311
357,24,269
364,24,323
467,25,90
371,25,55
391,25,197
397,25,26
253,25,25
267,25,236
471,25,229
283,25,51
307,25,63
490,26,282
509,26,200
538,26,176
557,26,320
575,27,473
586,27,336
25,27,126
32,28,220
67,28,120
219,28,95
232,28,481
127,29,177
146,29,180
217,29,156
55,29,393
79,29,40
106,30,99
121,30,31
135,30,258
215,30,592
305,31,456
554,31,485
297,32,99
4,32,140
260,32,40
187,32,208
294,32,491
206,33,204
245,33,96
223,33,336
236,33,322
266,34,61
282,34,28
300,34,167
256,34,353
301,34,377
152,35,47
319,35,321
274,35,242
290,35,146
306,35,192
51,36,177
317,36,54
331,36,128
353,36,533
339,36,24
375,36,73
386,37,162
405,37,241
13,37,166
35,37,376
52,38,238
71,38,553
43,38,206
69,39,31
3,39,169
91,39,529
92,39,241
423,40,35
22,40,132
93,40,181
445,40,340
26,40,283
72,41,43
329,41,47
70,41,80
113,41,134
457,41,336
351,41,325
46,42,137
470,42,128
367,42,554
392,42,127
569,43,27
399,43,210
422,43,220
235,43,534
129,44,231
582,44,59
362,44,237
432,44,310
601,44,162
197,45,110
610,45,499
632,45,195
651,45,192
677,46,295
690,46,161
705,46,361
711,46,94
622,47,53
732,47,415
748,47,512
769,48,550
192,48,138
211,48,94
226,48,25
233,48,145
621,49,469
132,49,504
49,50,367
315,50,117
333,50,83
354,50,394
366,51,176
663,51,121
669,51,181
695,51,56
700,51,465
709,52,417
385,52,502
133,53,209
404,53,51
420,53,22
441,53,269
459,53,378
480,54,115
85,54,580
103,54,272
111,55,521
613,55,181
493,55,282
520,56,45
626,56,100
782,56,330
5,56,500
511,57,98
792,57,499
508,57,192
530,57,190
806,58,67
822,58,359
47,58,546
847,59,156
77,59,529
201,59,288
153,60,444
2,60,306
98,60,229
165,61,35
172,61,23
112,61,58
141,61,62
298,61,450
308,61,361
304,62,33
171,62,239
321,62,46
185,62,122
1,62,118
336,62,94
170,62,105
360,62,226
884,63,129
380,63,395
659,63,61
680,63,386
682,64,391
702,64,34
535,64,110
544,64,316
334,64,138
714,65,109
355,65,174
564,65,211
363,65,371
200,65,118
204,66,51
227,66,553
406,66,118
726,66,254
721,67,55
252,67,204
712,67,137
899,67,31
916,67,134
943,67,113
955,67,286
733,68,37
725,68,42
414,68,41
173,68,262
602,68,95
744,68,106
761,68,383
786,69,51
973,69,417
803,69,450
992,70,239
247,70,172
819,70,463
424,70,120
434,71,145
834,71,155
857,71,272
390,71,422
82,72,63
105,72,280
382,72,578
701,73,202
90,73,284
402,73,500
254,74,169
713,74,257
739,74,525
213,75,252
15,75,151
