Task,Station,Time
11,1,471
27,1,529
51,2,629
63,3,622
13,4,482
28,4,488
10,5,656
36,6,440
53,6,327
80,7,314
107,7,641
125,8,355
140,8,487
163,9,516
188,10,609
206,11,677
162,12,443
182,12,373
197,13,465
232,13,451
245,14,302
262,14,588
282,15,670
298,16,470
309,16,515
328,17,640
350,18,546
17,19,262
32,19,541
20,20,626
24,21,510
368,21,475
384,22,560
394,23,496
414,23,123
447,24,417
55,24,570
56,25,637
74,26,474
2,26,509
86,27,323
97,27,463
21,28,346
23,28,613
34,29,656
57,30,654
66,31,616
3,32,658
65,33,415
89,33,480
47,34,762
26,35,625
100,36,705
121,37,461
41,37,491
67,38,396
48,38,595
122,39,614
61,40,383
82,40,612
90,41,568
16,41,402
25,42,339
114,42,573
133,43,631
315,43,354
326,44,644
75,44,348
88,45,431
31,45,502
58,46,406
337,46,568
85,47,486
19,47,355
40,48,531
42,48,399
43,49,686
96,50,660
128,51,463
141,51,478
164,52,716
171,53,516
60,53,423
62,54,713
104,55,356
83,55,565
102,56,480
109,56,415
110,57,450
78,57,397
1,58,244
108,58,678
87,59,604
132,59,372
359,60,694
151,61,447
450,61,544
174,62,330
469,62,645
487,63,472
68,63,426
126,64,281
134,64,664
81,65,425
69,65,568
91,66,471
322,66,492
135,67,507
194,67,333
217,68,311
357,68,577
248,69,601
259,69,347
181,70,505
283,70,493
371,71,610
288,72,500
157,72,431
180,73,673
306,74,717
46,75,684
45,76,391
192,76,474
321,77,634
339,78,730
207,79,378
208,79,551
370,80,559
373,81,334
378,81,590
390,82,442
411,82,521
249,83,382
515,83,508
540,84,728
556,85,484
586,86,389
596,86,545
537,87,547
229,88,479
618,88,509
558,89,213
623,89,585
583,90,520
645,90,424
655,91,319
692,91,578
574,92,329
592,92,665
709,93,518
607,93,412
632,94,494
642,94,488
106,95,546
130,95,411
15,96,645
143,97,700
167,98,453
35,98,460
54,99,627
175,100,605
71,100,339
158,101,187
176,101,479
70,102,141
4,102,713
195,103,271
221,103,702
669,104,482
685,104,440
714,105,573
728,106,496
236,106,481
269,107,642
271,108,504
72,108,453
76,109,551
152,110,364
184,110,595
199,111,512
186,111,393
200,112,615
119,113,571
136,114,419
5,114,509
224,115,667
115,116,417
49,116,564
225,117,350
92,117,550
159,118,730
196,119,469
235,119,482
258,120,593
253,121,715
270,122,622
721,123,346
752,123,616
769,124,672
781,125,802
341,126,494
804,126,457
820,127,286
833,127,604
857,128,656
155,129,548
875,129,437
882,130,590
223,131,587
488,131,341
531,132,751
551,133,533
555,134,406
573,134,531
377,135,547
603,136,517
407,136,474
418,137,572
606,138,354
620,138,534
538,139,676
561,140,442
434,140,538
609,141,412
629,141,524
7,142,385
641,142,568
6,143,470
667,143,472
683,144,627
695,144,356
160,145,460
569,145,540
589,146,311
116,146,550
720,147,410
743,147,484
758,148,557
129,149,786
29,150,720
203,151,485
44,151,515
365,152,565
386,153,569
399,154,618
427,155,580
440,156,540
465,156,351
481,157,614
381,157,243
391,158,432
412,158,504
433,159,650
149,160,611
139,161,250
168,161,511
251,162,374
798,162,586
587,163,722
93,164,468
189,164,512
254,165,404
190,165,495
272,166,511
284,166,464
420,167,310
448,167,357
453,168,438
148,168,555
241,169,338
172,169,645
111,170,452
191,170,543
250,171,165
305,171,738
479,172,506
317,172,455
352,173,682
362,174,508
511,174,481
514,175,555
742,175,423
771,176,310
177,176,558
782,177,506
393,177,401
432,178,320
772,178,587
360,179,321
796,179,596
813,180,272
693,180,558
338,181,458
554,181,471
64,182,508
819,182,471
222,183,313
800,183,575
94,184,423
113,184,563
234,185,354
193,185,630
112,186,288
828,186,709
810,187,294
209,187,616
817,188,455
848,188,498
445,189,477
486,189,521
385,190,180
401,190,505
868,191,416
410,191,502
568,192,410
876,192,546
893,193,603
915,194,575
954,195,600
966,196,555
657,197,740
686,198,627
705,199,316
733,199,630
791,200,531
808,201,639
825,201,244
280,202,408
295,202,574
844,203,382
312,203,547
858,204,462
325,204,526
621,205,320
637,205,639
601,206,452
161,206,547
173,207,563
673,207,411
605,208,777
588,209,637
676,210,339
694,210,519
716,211,711
201,212,644
814,213,721
826,214,600
846,215,625
402,216,513
917,216,484
950,217,449
955,217,534
974,218,574
441,218,350
457,219,423
482,219,502
502,220,788
527,221,547
344,222,541
363,223,517
822,223,425
838,224,699
856,225,434
382,225,483
396,226,365
873,226,606
881,227,511
415,227,489
443,228,606
866,229,557
627,230,542
238,231,515
260,231,471
650,232,336
753,232,648
281,233,443
765,233,521
291,234,431
884,234,543
894,235,512
744,235,488
762,236,327
604,236,665
668,237,474
776,237,517
307,238,656
675,239,537
793,239,457
809,240,480
268,240,518
277,241,422
452,241,528
485,242,481
703,242,492
532,243,269
723,243,595
735,244,418
921,244,550
942,245,431
324,245,539
404,246,624
421,247,603
444,248,638
467,249,685
471,250,620
718,251,796
755,252,469
353,252,527
367,253,584
389,253,398
400,254,721
156,255,620
741,256,596
535,257,610
343,258,740
567,259,546
364,259,411
383,260,817
649,261,531
278,261,469
296,262,513
484,262,468
508,263,257
522,263,507
861,264,493
869,264,494
541,265,446
892,265,550
395,266,539
908,266,459
927,267,642
860,268,743
905,269,511
886,269,489
895,270,641
922,271,701
153,272,430
812,272,535
500,273,617
570,274,490
600,274,259
614,275,453
530,275,522
552,276,232
824,276,675
375,277,547
565,277,369
877,278,591
914,278,302
572,279,478
595,279,491
924,280,439
615,280,554
633,281,434
636,281,564
332,282,405
662,282,547
147,283,711
166,284,495
750,284,482
775,285,348
491,285,575
787,286,467
516,286,500
351,287,639
37,288,449
256,288,506
625,289,492
279,289,505
408,290,495
