Task,Station,Time
21,1,151
40,1,36
63,1,170
82,1,146
92,1,103
19,1,97
13,1,64
41,1,195
61,2,92
75,2,266
93,2,82
107,2,308
20,2,61
43,2,26
58,2,145
110,3,56
27,3,53
81,3,139
116,3,106
145,3,44
115,3,64
89,3,76
102,3,268
72,3,68
163,3,125
167,4,199
114,4,72
184,4,113
218,4,174
244,4,237
76,4,183
98,5,174
264,5,193
271,5,289
308,5,243
14,5,39
25,6,50
328,6,128
350,6,125
372,6,150
390,6,149
412,6,88
432,6,205
446,6,73
466,7,93
474,7,256
495,7,74
502,7,213
104,7,232
129,7,85
151,8,132
162,8,130
166,8,70
108,8,34
17,8,198
118,8,341
210,8,64
44,9,25
232,9,100
46,9,63
87,9,317
28,9,156
45,9,66
249,9,146
144,9,98
152,10,98
265,10,181
295,10,73
325,10,132
357,10,205
367,10,29
387,10,38
402,10,201
123,11,22
150,11,57
425,11,232
440,11,114
458,11,155
148,11,123
109,11,253
117,12,171
139,12,123
159,12,104
97,12,80
421,12,31
445,12,150
468,12,201
158,12,100
101,13,90
180,13,200
190,13,380
223,13,329
235,14,87
472,14,41
493,14,76
209,14,92
246,14,275
256,14,275
155,14,52
168,14,88
11,15,105
268,15,249
211,15,30
247,15,157
252,15,85
303,15,52
321,15,64
356,15,139
366,15,100
391,16,31
393,16,100
216,16,192
243,16,182
251,16,85
36,16,58
73,16,194
272,16,114
60,17,68
74,17,154
302,17,138
154,17,109
319,17,49
345,17,220
370,17,163
384,17,58
263,18,139
273,18,144
307,18,122
400,18,222
124,18,108
137,18,231
467,19,200
130,19,251
132,19,131
380,19,168
399,19,235
430,20,90
358,20,205
364,20,61
378,20,195
156,20,97
172,20,47
465,20,140
471,20,135
160,21,85
10,21,192
6,21,54
169,21,207
3,21,150
7,21,281
8,22,50
4,22,44
5,22,27
9,22,151
23,22,210
193,22,116
228,22,136
103,22,238
111,23,48
327,23,22
205,23,136
349,23,37
363,23,62
377,23,324
24,23,78
234,23,187
71,23,93
26,24,25
301,24,40
113,24,201
47,24,187
395,24,106
18,24,234
34,24,206
415,25,38
439,25,107
470,25,160
53,25,99
524,25,164
547,25,181
173,25,40
186,25,193
570,26,21
229,26,39
112,26,78
438,26,46
344,26,88
311,26,149
195,26,204
227,26,99
580,26,117
361,26,136
233,27,86
601,27,153
623,27,224
237,27,274
260,27,230
389,28,127
278,28,177
644,28,103
654,28,255
49,28,65
78,28,249
86,29,96
48,29,134
80,29,112
409,29,123
413,29,62
422,29,224
174,29,71
480,29,160
182,30,129
499,30,145
508,30,78
541,30,24
542,30,214
202,30,202
85,30,43
675,30,152
693,31,122
454,31,91
500,31,127
507,31,260
530,31,206
455,31,164
304,32,31
723,32,208
379,32,56
394,32,189
318,32,172
545,32,318
736,33,122
756,33,193
776,33,272
795,33,83
817,33,33
845,33,58
855,33,60
866,33,169
1,34,26
437,34,83
414,34,179
883,34,233
170,34,47
918,34,125
939,34,217
199,35,169
951,35,91
38,35,184
386,35,43
403,35,277
946,35,227
967,36,116
420,36,331
452,36,201
522,36,158
527,36,164
476,37,181
501,37,152
510,37,281
622,37,130
648,37,212
663,38,159
680,38,93
704,38,32
722,38,208
739,38,168
768,38,96
922,38,92
932,38,120
