Station,Load,Capacity,Idle,Tasks
1,557,1000,443,[2]
2,530,1000,470,[6]
3,534,1000,466,[7]
4,534,1000,466,[3]
5,980,1000,20,"[4, 5]"
6,593,1000,407,[30]
7,997,1000,3,"[57, 26]"
8,605,1000,395,[33]
9,632,1000,368,[35]
10,551,1000,449,[28]
11,993,1000,7,"[32, 10]"
12,587,1000,413,[40]
13,547,1000,453,[63]
14,555,1000,445,[25]
15,982,1000,18,"[79, 42]"
16,578,1000,422,[12]
17,660,1000,340,[37]
18,614,1000,386,[24]
19,571,1000,429,[44]
20,624,1000,376,[64]
21,983,1000,17,"[77, 68]"
22,884,1000,116,"[78, 36]"
23,887,1000,113,"[19, 15]"
24,979,1000,21,"[17, 18]"
25,934,1000,66,"[14, 60]"
26,976,1000,24,"[13, 59]"
27,911,1000,89,"[11, 16]"
28,985,1000,15,"[100, 123]"
29,745,1000,255,[55]
30,595,1000,405,[139]
31,598,1000,402,[134]
32,477,1000,523,[115]
33,702,1000,298,[81]
34,983,1000,17,"[29, 34]"
35,716,1000,284,[116]
36,546,1000,454,[22]
37,979,1000,21,"[117, 138]"
38,674,1000,326,[152]
39,826,1000,174,"[184, 86]"
40,983,1000,17,"[102, 21]"
41,987,1000,13,"[204, 224]"
42,530,1000,470,[249]
43,934,1000,66,"[273, 292]"
44,944,1000,56,"[183, 309]"
45,946,1000,54,"[322, 206]"
46,638,1000,362,[336]
47,924,1000,76,"[226, 349]"
48,901,1000,99,"[366, 390]"
49,876,1000,124,"[408, 420]"
50,982,1000,18,"[438, 453]"
51,593,1000,407,[471]
52,950,1000,50,"[368, 383]"
53,649,1000,351,[410]
54,480,1000,520,[422]
55,922,1000,78,"[385, 401]"
56,527,1000,473,[443]
57,690,1000,310,[456]
58,620,1000,380,[465]
59,977,1000,23,"[426, 480]"
60,565,1000,435,[507]
61,661,1000,339,[519]
62,771,1000,229,[433]
63,667,1000,333,[450]
64,508,1000,492,[540]
65,974,1000,26,"[555, 473]"
66,613,1000,387,[487]
67,622,1000,378,[493]
68,640,1000,360,[73]
69,908,1000,92,"[54, 48]"
70,615,1000,385,[8]
71,739,1000,261,[343]
72,986,1000,14,"[354, 88]"
73,983,1000,17,"[380, 108]"
74,805,1000,195,[50]
75,972,1000,28,"[92, 132]"
76,998,1000,2,"[51, 145]"
77,1000,1000,0,"[169, 97]"
78,954,1000,46,"[118, 246]"
79,977,1000,23,"[191, 207]"
80,792,1000,208,"[232, 247]"
81,861,1000,139,[271]
82,956,1000,44,"[137, 67]"
83,636,1000,364,[85]
84,915,1000,85,"[82, 105]"
85,937,1000,63,"[128, 98]"
86,995,1000,5,"[122, 119]"
87,994,1000,6,"[147, 148]"
88,982,1000,18,"[31, 168]"
89,992,1000,8,"[141, 175]"
90,961,1000,39,"[177, 182]"
91,668,1000,332,[76]
92,961,1000,39,"[197, 178]"
93,651,1000,349,[198]
94,652,1000,348,[362]
95,772,1000,228,"[374, 394]"
96,642,1000,358,[400]
97,641,1000,359,[222]
98,956,1000,44,"[263, 236]"
99,629,1000,371,[286]
100,1000,1000,0,"[96, 27]"
101,889,1000,111,"[163, 41]"
102,908,1000,92,"[95, 58]"
103,935,1000,65,"[176, 262]"
104,942,1000,58,"[278, 300]"
105,967,1000,33,"[242, 476, 511]"
106,975,1000,25,"[534, 569]"
107,953,1000,47,"[515, 579]"
108,586,1000,414,[587]
109,654,1000,346,[536]
110,904,1000,96,"[91, 554]"
111,950,1000,50,"[103, 571]"
112,952,1000,48,"[590, 600]"
113,633,1000,367,[625]
114,693,1000,307,[381]
115,932,1000,68,"[458, 125]"
116,999,1000,1,"[650, 678]"
117,552,1000,448,[701]
118,617,1000,383,[726]
119,500,1000,500,[745]
120,960,1000,40,"[753, 775]"
121,789,1000,211,[491]
122,997,1000,3,"[87, 498]"
123,908,1000,92,"[518, 544]"
124,928,1000,72,"[549, 788]"
125,706,1000,294,[797]
126,981,1000,19,"[291, 170]"
127,573,1000,427,[185]
128,985,1000,15,"[440, 448]"
129,580,1000,420,[469]
130,985,1000,15,"[482, 722]"
131,664,1000,336,"[577, 589]"
132,955,1000,45,"[614, 308]"
133,648,1000,352,[325]
134,988,1000,12,"[576, 592]"
135,648,1000,352,[609]
136,752,1000,248,[404]
137,895,1000,105,"[647, 423]"
138,995,1000,5,"[539, 445]"
139,895,1000,105,"[610, 626]"
140,900,1000,100,"[272, 285]"
141,674,1000,326,[446]
142,757,1000,243,[560]
143,888,1000,112,"[583, 648]"
144,963,1000,37,"[585, 651]"
145,981,1000,19,"[690, 208]"
146,923,1000,77,"[213, 649]"
147,905,1000,95,"[302, 323]"
148,988,1000,12,"[692, 712]"
149,931,1000,69,"[732, 751]"
150,985,1000,15,"[664, 773]"
151,997,1000,3,"[689, 791]"
152,967,1000,33,"[795, 188]"
153,1000,1000,0,"[199, 61]"
154,986,1000,14,"[194, 708]"
155,875,1000,125,"[717, 746]"
156,971,1000,29,"[761, 143]"
157,771,1000,229,"[167, 771]"
158,890,1000,110,"[787, 190]"
159,699,1000,301,[202]
160,715,1000,285,[200]
161,635,1000,365,[201]
162,591,1000,409,[80]
163,997,1000,3,"[223, 237]"
164,751,1000,249,"[269, 798]"
165,1000,1000,0,"[330, 290]"
166,952,1000,48,"[218, 306]"
167,967,1000,33,"[831, 258]"
168,586,1000,414,[264]
169,545,1000,455,[294]
170,572,1000,428,[298]
171,713,1000,287,[104]
172,621,1000,379,[126]
173,648,1000,352,[140]
174,562,1000,438,[332]
175,967,1000,33,"[327, 341]"
176,962,1000,38,"[357, 363]"
177,882,1000,118,"[379, 382]"
178,932,1000,68,"[342, 494]"
179,913,1000,87,"[516, 367]"
180,765,1000,235,"[396, 407]"
181,942,1000,58,"[475, 463]"
182,966,1000,34,"[481, 796]"
183,985,1000,15,"[527, 492]"
184,981,1000,19,"[584, 150]"
185,894,1000,106,"[818, 836]"
186,966,1000,34,"[859, 842]"
187,745,1000,255,[858]
188,916,1000,84,"[737, 835]"
189,984,1000,16,"[747, 415]"
190,829,1000,171,"[347, 203]"
191,995,1000,5,"[62, 881]"
192,848,1000,152,"[898, 927]"
193,646,1000,354,[210]
194,818,1000,182,[235]
195,784,1000,216,"[699, 720]"
196,622,1000,378,[742]
197,602,1000,398,[750]
198,532,1000,468,[765]
199,915,1000,85,"[789, 808]"
200,820,1000,180,"[833, 841]"
201,971,1000,29,"[869, 673]"
202,993,1000,7,"[710, 718]"
203,641,1000,359,[254]
204,673,1000,327,[743]
205,531,1000,469,[748]
206,962,1000,38,"[764, 301]"
207,565,1000,435,[1]
208,738,1000,262,[94]
