Station,Load,Capacity,Idle,Tasks
1,842,1000,158,"[13, 30, 60]"
2,946,1000,54,"[75, 89, 111, 139, 155]"
3,926,1000,74,"[174, 177, 51, 14]"
4,933,1000,67,"[38, 68, 57, 70]"
5,964,1000,36,"[82, 4, 17]"
6,964,1000,36,"[10, 20, 79]"
7,915,1000,85,"[100, 112, 138, 156]"
8,966,1000,34,"[28, 74, 98, 105, 6, 26]"
9,936,1000,64,"[9, 3, 48, 73, 84, 126, 144, 39]"
10,989,1000,11,"[40, 46, 19, 45, 25, 2]"
11,978,1000,22,"[104, 31, 54, 72, 123]"
12,976,1000,24,"[149, 170, 164, 178, 179]"
13,969,1000,31,"[163, 180, 1, 81, 195, 214]"
14,917,1000,83,"[243, 263, 283, 301]"
15,858,1000,142,"[317, 333, 193]"
16,910,1000,90,"[208, 224, 207]"
17,989,1000,11,"[247, 233, 242, 64, 91]"
18,999,1000,1,"[94, 118, 217]"
19,982,1000,18,"[240, 274, 286, 304, 319, 341, 355]"
20,976,1000,24,"[382, 115, 353, 166]"
21,957,1000,43,"[276, 192, 375]"
22,972,1000,28,"[206, 137, 154, 389]"
23,925,1000,75,"[167, 191, 198, 231]"
24,960,1000,40,"[252, 8, 22, 245]"
25,939,1000,61,"[269, 282, 292]"
26,953,1000,47,"[310, 291, 61]"
27,951,1000,49,"[338, 21]"
28,964,1000,36,"[12, 264, 16]"
29,957,1000,43,"[222, 290, 293]"
30,968,1000,32,"[395, 325, 227]"
31,950,1000,50,"[69, 329, 365, 80]"
32,943,1000,57,"[234, 366, 306, 23, 384]"
33,969,1000,31,"[423, 410]"
34,996,1000,4,"[27, 432, 459, 96, 119, 127, 5, 237]"
35,987,1000,13,"[125, 259, 153, 158, 412, 281, 299]"
36,999,1000,1,"[318, 343, 362, 367]"
37,984,1000,16,"[470, 212, 122, 140]"
38,971,1000,29,"[425, 484, 344, 354, 445]"
39,981,1000,19,"[476, 500, 378, 381, 387]"
40,977,1000,23,"[402, 415, 431]"
41,920,1000,80,"[466, 113, 128]"
42,993,1000,7,"[157, 171]"
43,1000,1000,0,"[351, 368]"
44,973,1000,27,"[512, 536, 548, 571]"
45,989,1000,11,"[596, 474, 600, 628]"
46,963,1000,37,"[644, 507, 266, 539]"
47,989,1000,11,"[452, 279, 557, 660, 677]"
48,957,1000,43,"[700, 449, 479, 486, 516, 716]"
49,971,1000,29,"[523, 490, 517, 524]"
50,994,1000,6,"[439, 727, 181, 120, 578]"
51,950,1000,50,"[737, 756, 778, 591]"
52,985,1000,15,"[703, 603, 794, 812, 482]"
53,959,1000,41,"[485, 376, 221]"
54,915,1000,85,"[32, 446, 327, 147]"
55,990,1000,10,"[176, 472, 330, 494]"
56,970,1000,30,"[511, 541, 560]"
57,993,1000,7,"[564, 50]"
58,978,1000,22,"[493, 612, 78, 229, 83]"
59,905,1000,95,"[62, 235, 629, 647, 682]"
60,991,1000,9,"[403, 345, 698]"
61,893,1000,107,"[709, 769, 793]"
62,986,1000,14,"[831, 825, 826, 850, 864, 728, 844, 746]"
63,950,1000,50,"[760, 862, 783, 891, 921]"
64,947,1000,53,"[409, 442, 455]"
65,968,1000,32,"[121, 762, 790]"
66,964,1000,36,"[469, 855]"
67,955,1000,45,"[861, 374, 383, 309, 303]"
68,991,1000,9,"[331, 892, 321, 328, 726, 901]"
69,1000,1000,0,"[563, 926, 949, 751, 757]"
70,954,1000,46,"[36, 56, 77]"
71,990,1000,10,"[948, 101, 41, 108, 136]"
