Station,Load,Capacity,Idle,Tasks
1,923,1000,77,"[22, 38]"
2,832,1000,168,"[20, 30, 3, 1, 5, 4, 2, 27]"
3,898,1000,102,"[51, 69, 49, 85, 98]"
4,979,1000,21,"[21, 36, 62]"
5,935,1000,65,"[76, 113]"
6,933,1000,67,"[125, 88]"
7,943,1000,57,"[142, 161, 179, 210]"
8,983,1000,17,"[219, 255, 143, 170]"
9,925,1000,75,"[176, 263, 212, 222]"
10,975,1000,25,"[241, 281, 296]"
11,982,1000,18,"[107, 128, 145, 322, 164]"
12,942,1000,58,"[172, 347, 15, 28, 63]"
13,953,1000,47,"[72, 148, 162, 8]"
14,997,1000,3,"[184, 191, 37, 127]"
15,968,1000,32,"[16, 93, 112, 139, 124]"
16,984,1000,16,"[130, 153, 66, 131, 83]"
17,946,1000,54,"[86, 25, 26, 216, 245]"
18,982,1000,18,"[267, 34]"
19,969,1000,31,"[278, 59, 78, 182, 204]"
20,988,1000,12,"[217, 29, 94, 103, 64]"
21,995,1000,5,"[253, 185, 149]"
22,967,1000,33,"[166, 199, 230]"
23,899,1000,101,"[260, 258, 274, 58]"
24,965,1000,35,"[277, 6, 261, 134, 171]"
25,941,1000,59,"[186, 201, 223]"
26,967,1000,33,"[65, 251, 79, 52, 81]"
27,949,1000,51,"[100, 109, 97, 114, 271]"
28,954,1000,46,"[120, 87, 104]"
29,964,1000,36,"[279, 70, 158]"
30,974,1000,26,"[90, 174, 192, 121]"
31,939,1000,61,"[136, 102, 295]"
32,984,1000,16,"[132, 311, 312, 155, 71, 330, 352, 381, 390, 418, 433, 458]"
33,944,1000,56,"[475, 283, 305, 326, 348]"
34,965,1000,35,"[361, 379, 388, 313, 346]"
35,945,1000,55,"[319, 386, 408, 437]"
36,909,1000,91,"[417, 452, 460, 68]"
37,921,1000,79,"[101, 399, 409]"
38,971,1000,29,"[137, 435, 431, 439]"
39,964,1000,36,"[41, 454, 362, 329, 480, 366, 461]"
40,981,1000,19,"[499, 519, 549, 562, 156]"
41,965,1000,35,"[448, 584, 7, 591]"
42,977,1000,23,"[406, 462, 614, 638, 669]"
43,928,1000,72,"[116, 682, 700, 714, 728, 750]"
44,926,1000,74,"[769, 778, 790]"
45,972,1000,28,"[119, 294, 309, 321]"
46,985,1000,15,"[343, 517, 546]"
47,915,1000,85,"[559, 572, 827, 411]"
48,968,1000,32,"[288, 430, 341, 359]"
49,965,1000,35,"[369, 467, 498, 9, 307]"
50,942,1000,58,"[323, 340, 363, 382, 394, 419]"
51,931,1000,69,"[426, 441, 597, 611, 246]"
52,976,1000,24,"[424, 500, 13]"
53,981,1000,19,"[265, 276, 385, 404, 310]"
54,984,1000,16,"[440, 422, 522]"
55,956,1000,44,"[533, 23, 24, 632, 447, 471, 490]"
56,951,1000,49,"[506, 526, 547]"
57,967,1000,33,"[615, 651, 152, 242, 683, 698]"
58,993,1000,7,"[146, 165, 356]"
59,975,1000,25,"[178, 552, 570, 190, 351]"
60,972,1000,28,"[635, 654]"
61,960,1000,40,"[842, 676, 859]"
