Station,Load,Capacity,Idle,Tasks
1,976,1000,24,"[10, 31, 51, 67, 56, 18]"
2,962,1000,38,"[82, 100, 40, 53, 73, 101]"
3,972,1000,28,"[121, 140, 159, 174, 191, 15]"
4,996,1000,4,"[33, 54, 84, 102, 207, 235]"
5,974,1000,26,"[260, 276, 299, 316, 118, 141, 148, 137, 326, 345, 368, 26]"
6,984,1000,16,"[269, 110, 149, 380, 389, 406, 433]"
7,943,1000,57,"[458, 476, 196, 214, 238, 62]"
8,940,1000,60,"[70, 423, 364, 378, 401, 93, 116, 144]"
9,965,1000,35,"[161, 183, 201, 424, 455, 471, 80]"
10,963,1000,37,"[108, 126, 128, 265, 275, 398]"
11,937,1000,63,"[420, 177, 192, 120, 136, 153]"
12,962,1000,38,"[204, 171, 193, 74, 97, 143, 155, 125]"
13,964,1000,36,"[142, 169, 194, 157, 17, 179]"
14,957,1000,43,"[30, 185, 21, 34, 63, 65, 1]"
15,979,1000,21,"[411, 19, 25, 147, 129, 2, 202, 203]"
16,985,1000,15,"[41, 42, 222, 244, 273, 440, 291, 310, 328]"
17,955,1000,45,"[451, 332, 146, 154, 168, 199, 210]"
18,983,1000,17,"[279, 232, 403, 416, 437, 3, 4, 5, 205, 12]"
19,987,1000,13,"[28, 68, 69, 29, 23, 35, 46, 47, 90]"
20,978,1000,22,"[113, 494, 505, 66, 130]"
21,988,1000,12,"[525, 452, 38, 306, 286]"
22,961,1000,39,"[315, 322, 213, 224, 52, 83]"
23,955,1000,45,"[106, 139, 441, 442]"
24,983,1000,17,"[112, 405, 114, 432, 456, 461, 324]"
25,959,1000,41,"[346, 356, 371, 133, 152, 163]"
26,967,1000,33,"[64, 24, 422, 479, 500, 531]"
27,989,1000,11,"[79, 88, 562, 570, 584, 603, 634, 656, 676]"
28,984,1000,16,"[690, 545, 568, 355, 325, 338]"
29,990,1000,10,"[268, 331, 350, 363, 336, 369, 388, 353]"
30,983,1000,17,"[376, 404, 259, 408, 131, 270, 396]"
31,967,1000,33,"[372, 407, 220, 223, 430, 446, 576]"
32,983,1000,17,"[309, 590, 553, 565, 587, 596, 633, 343, 498]"
33,970,1000,30,"[480, 176, 554, 567, 572, 468, 481, 351, 318, 109, 43]"
34,977,1000,23,"[591, 186, 160, 164, 612]"
35,963,1000,37,"[646, 145, 664, 680, 694]"
36,996,1000,4,"[714, 736, 757, 762, 717, 784]"
37,984,1000,16,"[790, 661, 370, 663, 809, 546, 569, 589]"
38,954,1000,46,"[609, 628, 659, 673, 592, 683]"
39,970,1000,30,"[248, 475, 489, 187, 465]"
40,962,1000,38,"[482, 506, 272, 287, 302, 715]"
41,979,1000,21,"[741, 749, 289, 303, 443, 640, 764, 777, 827]"
42,966,1000,34,"[848, 866, 900, 921, 301, 189, 427, 329]"
43,935,1000,65,"[334, 135, 151, 170, 449, 463, 206, 574]"
44,965,1000,35,"[444, 582, 593, 6, 188, 614, 654, 674, 687, 602]"
45,986,1000,14,"[613, 713, 734, 750, 767, 780, 793]"
46,998,1000,2,"[823, 842, 267, 283, 296, 314, 319]"
47,962,1000,38,"[327, 847, 333, 44, 865, 891, 913, 927]"
48,988,1000,12,"[953, 77, 91, 464, 71, 111, 483, 743]"
49,971,1000,29,"[769, 914, 933, 940, 958, 178, 706]"
50,937,1000,63,"[728, 742, 421, 431, 457, 788, 491]"
51,948,1000,52,"[765, 783, 804, 824, 846, 855, 886, 896, 697, 727]"
52,949,1000,51,"[760, 776, 778, 796, 511, 320]"
53,960,1000,40,"[342, 352, 156, 166, 282, 284, 132, 150, 575, 594]"
54,974,1000,26,"[622, 450, 27, 573, 414]"
55,973,1000,27,"[429, 241, 462, 89, 526, 681]"
56,977,1000,23,"[165, 45, 705, 718, 751, 771, 786]"
57,984,1000,16,"[802, 323, 700, 735, 469, 485, 520]"
58,975,1000,25,"[534, 559, 960, 972, 929, 644]"
59,983,1000,17,"[838, 620, 856, 875, 902, 747]"
60,998,1000,2,"[907, 761, 321, 347, 365, 379, 399, 870, 901]"
61,980,1000,20,"[412, 909, 923, 947, 966, 428, 541]"
62,994,1000,6,"[578, 547, 831, 860, 724, 385, 876, 585, 600]"
63,992,1000,8,"[632, 779, 801, 822, 722, 745, 936, 375, 92]"
64,998,1000,2,"[127, 931, 950, 915, 935, 949]"
65,979,1000,21,"[967, 959, 970, 1000, 677, 684, 709]"
66,985,1000,15,"[868, 782, 808, 826, 215, 240, 892, 78]"
67,974,1000,26,"[104, 539, 916, 917, 195, 419, 219, 438]"
68,993,1000,7,"[453, 231, 930, 948, 946, 961, 976]"
69,970,1000,30,"[647, 358, 992, 247, 858, 94, 797, 610]"
70,972,1000,28,"[631, 662, 14, 36, 493, 341, 362]"
71,979,1000,21,"[383, 580, 470, 209, 941, 955, 978]"
72,987,1000,13,"[996, 39, 723, 759, 773, 787, 806, 893]"
73,985,1000,15,"[653, 197, 738, 507, 488, 965]"
74,995,1000,5,"[180, 969, 514, 729, 758, 795, 772, 781, 807]"
75,995,1000,5,"[810, 814, 835, 472, 964, 973]"
76,991,1000,9,"[271, 184, 190, 588, 642, 671]"
77,976,1000,24,"[499, 685, 606, 504, 105, 551, 58, 107, 123]"
78,983,1000,17,"[122, 134, 792, 815, 487, 641, 198]"
79,974,1000,26,"[922, 211, 230, 218, 752, 766]"
80,977,1000,23,"[445, 473, 502, 883, 59, 48, 72, 490]"
81,981,1000,19,"[516, 837, 853, 878, 701, 755]"
82,983,1000,17,"[775, 115, 789, 581]"
83,995,1000,5,"[991, 599, 985, 805, 381, 820, 103, 859]"
84,999,1000,1,"[880, 253, 689, 256, 906, 920]"
85,990,1000,10,"[702, 928, 768, 803, 813, 454]"
86,985,1000,15,"[845, 477, 492, 517, 833, 386, 162]"
87,983,1000,17,"[816, 894, 911, 962, 980, 993, 217, 237]"
88,986,1000,14,"[264, 934, 366, 798, 818, 361, 384, 402, 974]"
89,981,1000,19,"[246, 832, 448, 478, 945, 466, 515]"
90,987,1000,13,"[533, 75, 55, 86, 938, 905, 908, 619]"
91,985,1000,15,"[657, 236, 943, 300, 200, 212, 625]"
92,985,1000,15,"[175, 558, 552, 9, 555, 566]"
93,986,1000,14,"[167, 889, 337, 367, 503, 799, 560, 392, 704]"
94,999,1000,1,"[873, 624, 262, 285, 459, 932, 711, 733]"
95,993,1000,7,"[221, 979, 989, 548, 968, 7]"
96,980,1000,20,"[234, 49, 85, 409, 791, 601, 95, 393]"
97,994,1000,6,"[712, 172, 828, 360, 297, 312, 330, 340]"
98,984,1000,16,"[96, 812, 737, 746, 732, 524, 983, 811]"
99,990,1000,10,"[22, 395, 981, 635, 243, 844, 861, 527]"
100,990,1000,10,"[564, 882, 669, 839, 874, 819, 484, 521]"
101,995,1000,5,"[528, 563, 851, 872, 898, 912, 939, 556, 252]"
102,998,1000,2,"[997, 425, 460, 418, 37, 693, 522, 716]"
103,997,1000,3,"[281, 239, 834, 862, 841, 508, 857]"
104,983,1000,17,"[645, 887, 660, 667, 942, 672, 686, 571, 242]"
105,987,1000,13,"[577, 280, 290, 335, 800, 519, 586]"
106,988,1000,12,"[604, 867, 699, 651, 679, 119, 20, 557]"
107,996,1000,4,"[618, 529, 652, 748, 648, 626, 138]"
108,982,1000,18,"[696, 864, 975, 710, 897, 849, 919, 982]"
109,988,1000,12,"[298, 607, 638, 990, 754, 852]"
110,990,1000,10,"[636, 99, 885, 374, 840, 595, 124]"
111,991,1000,9,"[60, 611, 597, 377, 228, 61]"
112,996,1000,4,"[542, 695, 731, 391, 537, 523]"
113,999,1000,1,"[532, 678, 956, 415, 344, 995, 417, 436]"
114,995,1000,5,"[229, 843, 354, 397, 957, 308]"
115,994,1000,6,"[682, 952, 251, 216, 225]"
116,997,1000,3,"[292, 540, 655, 249, 81, 295, 944]"
117,987,1000,13,"[963, 538, 359, 181, 998, 447, 698, 740]"
118,992,1000,8,"[879, 293, 311, 904, 373, 257, 518, 918, 926]"
119,994,1000,6,"[496, 294, 707, 305, 413, 434, 871, 730, 744]"
120,997,1000,3,"[439, 98, 512, 725, 753, 763, 650]"
121,992,1000,8,"[394, 258, 688, 888, 543, 639, 339]"
122,995,1000,5,"[357, 261, 13, 263, 971, 719, 544, 691, 794]"
123,993,1000,7,"[937, 739, 513, 382, 266, 535, 549]"
124,980,1000,20,"[274, 278, 987, 387, 984, 869]"
125,998,1000,2,"[954, 994, 16, 829, 623, 435, 400, 821, 317]"
126,996,1000,4,"[57, 87, 721, 774, 785, 708]"
127,999,1000,1,"[665, 666, 307, 426, 158, 245, 720, 756, 509, 605, 579]"
128,999,1000,1,"[770, 999, 288, 536, 925, 643, 208]"
129,997,1000,3,"[182, 233, 850, 854, 881, 910]"
130,993,1000,7,"[951, 583, 226, 637, 495, 649, 899, 76]"
131,986,1000,14,"[348, 550, 658, 501, 630, 703]"
132,985,1000,15,"[313, 486, 598, 250, 825, 863, 836]"
133,995,1000,5,"[675, 410, 474, 8, 627, 608, 668, 11, 32, 616, 903]"
134,989,1000,11,"[977, 561, 349, 884, 629]"
