Station,Load,Capacity,Idle,Tasks
1,953,1000,47,"[21, 33, 22, 49, 69]"
2,981,1000,19,"[13, 31, 30, 41, 50, 24, 38, 19]"
3,991,1000,9,"[42, 65, 76, 99, 113, 140, 162, 176]"
4,984,1000,16,"[198, 29, 9, 15, 34, 25, 32]"
5,976,1000,24,"[7, 28, 35, 6, 8, 54, 47, 5]"
6,984,1000,16,"[78, 75, 91, 87, 90, 89, 4]"
7,973,1000,27,"[53, 52, 71, 88, 110, 131]"
8,994,1000,6,"[107, 111, 158, 167, 114, 201, 136]"
9,977,1000,23,"[154, 141, 215, 148, 149, 27, 26, 164]"
10,973,1000,27,"[188, 129, 223, 239, 258, 165, 270]"
11,951,1000,49,"[277, 304, 323, 224, 227, 329, 351]"
12,936,1000,64,"[370, 395, 419, 431, 443, 465, 480]"
13,986,1000,14,"[497, 519, 530, 575, 580, 607, 234, 249, 269]"
14,983,1000,17,"[276, 302, 317, 278, 292, 468]"
15,955,1000,45,"[492, 499, 127, 143, 152, 521]"
16,947,1000,53,"[541, 577, 589, 609, 621, 36]"
17,968,1000,32,"[135, 74, 94, 638, 662, 108, 14, 40]"
18,976,1000,24,"[695, 68, 82, 103, 115, 145, 156, 715, 724]"
19,963,1000,37,"[125, 737, 375, 397, 420, 438, 231, 246, 265, 281]"
20,976,1000,24,"[305, 321, 343, 344, 360, 384, 391, 299, 319]"
21,963,1000,37,"[335, 359, 369, 235, 260, 261]"
22,986,1000,14,"[436, 441, 3, 51, 328, 456, 2, 247, 755]"
23,986,1000,14,"[774, 792, 799, 11, 477, 503, 513]"
24,986,1000,14,"[12, 268, 289, 293, 525, 564, 578, 659, 606]"
25,984,1000,16,"[685, 1, 284, 306, 308, 309, 408]"
26,992,1000,8,"[357, 426, 478, 496, 508, 163, 314]"
27,997,1000,3,"[333, 368, 349, 381, 440, 385, 593]"
28,967,1000,33,"[614, 372, 388, 390, 409, 433, 442, 72, 46, 66]"
29,957,1000,43,"[85, 320, 342, 102, 124, 142, 362]"
30,972,1000,28,"[150, 379, 386, 128, 401, 712, 718, 649]"
31,968,1000,32,"[731, 740, 178, 194, 759, 776]"
32,982,1000,18,"[182, 92, 444, 462, 482, 495, 151]"
33,993,1000,7,"[812, 847, 870, 890, 904, 916, 930, 787]"
34,986,1000,14,"[746, 808, 619, 644, 814, 850, 872, 883, 911, 914, 96]"
35,994,1000,6,"[373, 400, 679, 240, 106, 123, 452]"
36,991,1000,9,"[470, 338, 98, 367, 377]"
37,972,1000,28,"[393, 112, 387, 613, 648, 657]"
38,969,1000,31,"[406, 427, 18, 45, 422]"
39,989,1000,11,"[55, 432, 454, 450, 464, 489, 424]"
40,973,1000,27,"[504, 437, 449, 463, 479, 274]"
41,967,1000,33,"[658, 134, 511, 506, 512, 291, 168]"
42,992,1000,8,"[196, 330, 10, 524, 560, 588, 612, 230, 175, 620]"
43,965,1000,35,"[348, 120, 487, 146, 161, 798, 777]"
44,978,1000,22,"[56, 775, 797, 244, 245, 616, 636, 195, 166, 811]"
45,948,1000,52,"[843, 457, 473, 133, 350, 864, 877]"
46,985,1000,15,"[893, 629, 637, 490]"
47,961,1000,39,"[505, 515, 371, 673, 615, 645, 676, 706, 726]"
48,976,1000,24,"[735, 754, 64, 719, 738, 290, 186, 294]"
49,985,1000,15,"[324, 347, 233, 248, 267, 288, 394, 423, 337]"
50,969,1000,31,"[639, 364, 380, 191, 217, 919, 938, 956]"
51,992,1000,8,"[459, 485, 502, 517, 540, 425, 430, 528]"
52,975,1000,25,"[576, 445, 940, 783, 804, 827, 692, 906]"
53,994,1000,6,"[711, 924, 932, 573, 130]"
54,990,1000,10,"[963, 841, 876, 879, 903, 917, 331, 729]"
55,998,1000,2,"[39, 730, 57, 83, 93, 741, 765, 665, 677]"
56,983,1000,17,"[241, 835, 865, 882, 236, 257]"
57,961,1000,39,"[122, 761, 793, 803, 815, 859, 875]"
58,982,1000,18,"[881, 910, 915, 931, 959, 628, 902, 912]"
59,974,1000,26,"[927, 137, 205, 202, 218, 214]"
60,983,1000,17,"[226, 229, 509, 311, 70, 516]"
61,988,1000,12,"[533, 510, 295, 310, 523, 544, 946]"
62,977,1000,23,"[555, 451, 545, 581, 608, 623, 546, 592]"
63,994,1000,6,"[514, 596, 611, 631, 641, 674, 689, 707]"
64,980,1000,20,"[751, 721, 627, 652, 786, 809, 816]"
65,990,1000,10,"[172, 855, 867, 888, 976, 43, 63]"
66,978,1000,22,"[79, 95, 116, 552, 591, 610]"
67,982,1000,18,"[534, 626, 837, 663, 458, 466, 484, 475]"
68,979,1000,21,"[762, 789, 252, 264, 105, 126, 307, 326, 346]"
69,979,1000,21,"[361, 894, 920, 943, 781, 421]"
70,989,1000,11,"[722, 434, 455, 572, 590, 602, 921, 681, 702]"
71,985,1000,15,"[723, 941, 954, 807, 829, 200]"
72,981,1000,19,"[535, 548, 887, 562, 832]"
73,993,1000,7,"[853, 382, 498, 766, 791, 297]"
74,993,1000,7,"[747, 750, 315, 332, 354, 520, 542]"
75,993,1000,7,"[955, 972, 984, 683, 698, 717, 739]"
76,978,1000,22,"[752, 147, 153, 181, 212, 216]"
77,992,1000,8,"[559, 764, 132, 253, 849, 871, 734, 748]"
78,989,1000,11,"[693, 985, 928, 819, 389, 417, 59, 282]"
79,990,1000,10,"[788, 780, 647, 884, 908, 923]"
80,993,1000,7,"[945, 547, 243, 481, 653, 174, 211, 220]"
81,994,1000,6,"[238, 37, 950, 977, 982, 587, 603, 625]"
82,996,1000,4,"[643, 672, 948, 255, 327, 749, 768, 795, 756, 250]"
83,985,1000,15,"[743, 494, 340, 757, 767, 796]"
84,987,1000,13,"[801, 668, 684, 818, 860]"
85,984,1000,16,"[383, 399, 413, 157, 664, 686]"
86,987,1000,13,"[891, 994, 396, 935, 949, 118]"
87,994,1000,6,"[736, 962, 974, 630, 942, 952, 272]"
88,987,1000,13,"[779, 287, 16, 448, 790, 971, 983, 817]"
89,996,1000,4,"[862, 701, 886, 633]"
90,995,1000,5,"[772, 325, 650, 670, 283, 988]"
91,996,1000,4,"[895, 117, 574, 584, 922, 960, 980, 997, 336]"
92,991,1000,9,"[839, 802, 840, 488, 836, 828, 651, 550, 586, 556]"
93,988,1000,12,"[579, 760, 965, 486, 773, 263]"
94,990,1000,10,"[896, 968, 554, 666, 878]"
95,988,1000,12,"[341, 301, 898, 785, 810, 460, 661]"
96,987,1000,13,"[44, 416, 254, 398, 794, 185, 690, 58, 813]"
97,990,1000,10,"[617, 549, 583, 605, 155, 169, 967]"
98,981,1000,19,"[899, 996, 907, 710, 298, 889, 901]"
99,984,1000,16,"[642, 913, 854, 745, 173, 526, 242]"
100,989,1000,11,"[286, 821, 833, 476, 806, 800, 825, 929]"
101,995,1000,5,"[961, 742, 851, 869, 500, 667, 675, 518, 529]"
102,995,1000,5,"[527, 531, 571, 392, 209, 979, 312]"
103,987,1000,13,"[187, 339, 474, 720, 568, 23, 266, 280]"
104,990,1000,10,"[713, 296, 570, 279, 411, 356, 838]"
105,993,1000,7,"[429, 561, 322, 206, 203]"
106,991,1000,9,"[221, 992, 219, 700, 933, 582, 183, 204]"
107,989,1000,11,"[109, 991, 20, 682, 553, 536]"
108,988,1000,12,"[251, 439, 567, 171, 179, 208, 285, 303]"
109,992,1000,8,"[842, 428, 703, 805, 831, 937, 957, 978]"
110,983,1000,17,"[999, 714, 969, 1000, 669, 892]"
111,995,1000,5,"[830, 48, 376, 769, 848, 926, 951, 970]"
112,999,1000,1,"[998, 469, 365, 846, 62, 532, 569, 197]"
113,996,1000,4,"[845, 634, 273, 222, 402, 435, 687]"
114,992,1000,8,"[823, 697, 493, 680, 699, 600, 228]"
115,991,1000,9,"[656, 256, 61, 86, 345, 271]"
116,987,1000,13,"[184, 363, 863, 858, 654, 671, 925]"
117,996,1000,4,"[144, 543, 635, 170, 595, 632]"
118,989,1000,11,"[987, 655, 405, 17, 975, 539, 732]"
119,981,1000,19,"[190, 566, 744, 897, 355, 822, 180, 537]"
120,983,1000,17,"[909, 874, 551, 104, 414, 313, 585]"
121,988,1000,12,"[100, 934, 868, 404, 771, 763, 936, 624, 177]"
