Task,Station,Time
13,1,87
30,1,309
60,1,446
75,2,191
89,2,48
111,2,246
139,2,363
155,2,98
174,3,526
177,3,122
51,3,182
14,3,96
38,4,404
68,4,388
57,4,93
70,4,48
82,5,373
4,5,148
17,5,443
10,6,337
20,6,319
79,6,308
100,7,259
112,7,130
138,7,178
156,7,348
28,8,234
74,8,78
98,8,91
105,8,214
6,8,90
26,8,259
9,9,100
3,9,49
48,9,79
73,9,225
84,9,39
126,9,23
144,9,189
39,9,232
40,10,131
46,10,24
19,10,461
45,10,54
25,10,169
2,10,150
104,11,63
31,11,136
54,11,142
72,11,491
123,11,146
149,12,56
170,12,251
164,12,154
178,12,211
179,12,304
163,13,101
180,13,71
1,13,231
81,13,333
195,13,141
214,13,92
243,14,147
263,14,258
283,14,183
301,14,329
317,15,455
333,15,266
193,15,137
208,16,547
224,16,151
207,16,212
247,17,163
233,17,275
242,17,195
64,17,258
91,17,98
94,18,396
118,18,581
217,18,22
240,19,74
274,19,131
286,19,54
304,19,93
319,19,177
341,19,292
355,19,161
382,20,230
115,20,262
353,20,291
166,20,193
276,21,102
192,21,314
375,21,541
206,22,178
137,22,117
154,22,169
389,22,508
167,23,209
191,23,147
198,23,93
231,23,476
252,24,108
8,24,66
22,24,474
245,24,312
269,25,136
282,25,275
292,25,528
310,26,57
291,26,495
61,26,401
338,27,496
21,27,455
12,28,71
264,28,468
16,28,425
222,29,116
290,29,317
293,29,524
395,30,120
325,30,242
227,30,606
69,31,137
329,31,132
365,31,131
80,31,550
234,32,40
366,32,98
306,32,43
23,32,227
384,32,535
423,33,381
410,33,588
27,34,55
432,34,33
459,34,42
96,34,227
119,34,110
127,34,288
5,34,62
237,34,179
125,35,21
259,35,80
153,35,125
158,35,34
412,35,201
281,35,26
299,35,500
318,36,134
343,36,528
362,36,241
367,36,96
470,37,373
212,37,101
122,37,270
140,37,240
425,38,140
484,38,210
344,38,81
354,38,325
445,38,215
476,39,91
500,39,113
378,39,309
381,39,165
387,39,303
402,40,153
415,40,553
431,40,271
466,41,480
113,41,157
128,41,283
157,42,536
171,42,457
351,43,414
368,43,586
512,44,44
536,44,378
548,44,46
571,44,505
596,45,237
474,45,534
600,45,138
628,45,80
644,46,259
507,46,34
266,46,238
539,46,432
452,47,222
279,47,93
557,47,254
660,47,219
677,47,201
700,48,208
449,48,245
479,48,100
486,48,30
516,48,127
716,48,247
523,49,184
490,49,236
517,49,32
524,49,519
439,50,34
727,50,107
181,50,104
120,50,252
578,50,497
737,51,26
756,51,64
778,51,498
591,51,362
703,52,199
603,52,233
794,52,132
812,52,304
482,52,117
485,53,168
376,53,206
221,53,585
32,54,68
446,54,182
327,54,228
147,54,437
176,55,160
472,55,126
330,55,169
494,55,535
511,56,480
541,56,195
560,56,295
564,57,518
50,57,475
493,58,124
612,58,134
78,58,80
229,58,151
83,58,489
62,59,103
235,59,38
629,59,142
647,59,376
682,59,246
403,60,145
345,60,572
698,60,274
709,61,564
769,61,172
793,61,157
831,62,73
825,62,78
826,62,45
850,62,50
864,62,241
728,62,186
844,62,187
746,62,126
760,63,42
862,63,253
783,63,139
891,63,28
921,63,488
409,64,259
442,64,163
455,64,525
121,65,433
762,65,40
790,65,495
469,66,512
855,66,452
861,67,253
374,67,29
383,67,386
309,67,79
303,67,208
331,68,104
892,68,175
321,68,56
328,68,108
726,68,455
901,68,93
563,69,43
926,69,91
949,69,273
751,69,46
757,69,547
36,70,131
56,70,275
77,70,548
948,71,370
101,71,185
41,71,82
108,71,121
136,71,232
165,72,162
146,72,90
169,72,245
186,72,489
414,73,93
190,73,296
210,73,592
508,74,31
537,74,189
497,74,24
520,74,185
528,74,570
561,75,401
550,75,89
583,75,475
65,76,152
729,76,106
748,76,271
767,76,153
732,76,293
752,77,85
788,77,341
399,77,533
843,78,219
422,78,94
781,78,269
102,78,148
18,78,249
24,79,41
495,79,119
513,79,189
433,79,236
453,79,255
540,79,32
555,79,71
568,80,286
443,80,169
775,80,54
806,80,462
610,81,58
254,81,52
804,81,40
501,81,108
810,81,610
818,81,131
833,82,164
807,82,424
43,82,264
434,82,133
44,83,74
465,83,132
478,83,156
498,83,95
505,83,538
97,84,145
532,84,92
558,84,411
589,84,349
103,85,124
580,85,539
838,85,327
468,86,50
522,86,112
451,86,541
809,86,291
856,87,89
881,87,212
606,87,164
615,87,506
882,88,287
587,88,170
601,88,189
633,88,315
646,89,252
134,89,150
151,89,73
172,89,25
182,89,454
621,90,96
289,90,32
300,90,559
316,90,242
314,91,93
335,91,31
347,91,456
611,91,272
336,91,145
346,92,94
385,92,312
665,92,433
29,92,143
47,93,220
232,93,110
689,93,226
503,93,198
566,93,208
708,94,27
236,94,97
85,94,137
719,94,185
739,94,87
768,94,435
160,95,184
519,95,220
184,95,73
201,95,201
542,95,312
951,96,181
559,96,163
581,96,63
196,96,257
588,96,327
458,97,112
42,97,128
55,97,153
67,97,536
575,98,76
148,98,142
173,98,515
595,98,120
607,98,116
623,99,106
907,99,300
946,99,68
