Task,Station,Time
17,1,177
31,1,259
65,1,124
74,1,422
19,2,489
30,2,112
20,2,158
9,2,105
4,2,106
2,3,27
6,3,21
5,3,328
3,3,155
24,3,182
12,3,248
28,4,137
21,4,276
27,4,563
8,5,122
26,5,398
46,5,174
29,5,243
11,6,23
10,6,97
71,6,50
90,6,121
133,6,186
144,6,138
166,6,122
180,6,227
204,7,93
224,7,103
235,7,118
266,7,106
284,7,187
311,7,311
33,8,476
61,8,153
76,8,107
108,8,220
132,9,517
143,9,221
160,9,125
181,10,545
210,10,63
217,10,104
229,10,276
167,11,365
182,11,218
205,11,280
315,11,118
341,12,452
152,12,431
220,13,101
241,13,83
164,13,160
252,13,581
38,14,62
1,14,315
286,14,91
190,14,227
299,14,258
326,15,205
338,15,437
353,15,298
209,16,147
216,16,51
227,16,176
96,16,440
43,16,154
228,17,33
372,17,161
121,17,155
52,17,573
70,18,150
18,18,149
40,18,168
57,18,464
69,19,100
42,19,179
58,19,117
86,19,311
48,19,246
84,20,82
83,20,453
25,20,436
7,21,236
88,21,65
87,21,104
89,21,233
117,21,169
22,21,67
34,21,73
59,22,92
75,22,113
102,22,476
47,22,71
138,22,198
173,23,230
105,23,133
120,23,50
213,23,170
231,23,271
250,23,125
270,24,446
13,24,324
362,24,221
373,25,243
249,25,209
280,25,473
159,26,480
187,26,304
202,26,152
212,27,134
230,27,377
44,27,479
398,28,158
367,28,184
382,28,339
219,28,44
239,28,248
259,29,35
288,29,116
15,29,122
419,29,522
415,29,141
421,30,46
295,30,340
435,30,511
23,31,273
451,31,40
471,31,106
489,31,530
308,32,199
470,32,253
496,32,195
507,32,98
530,32,134
548,33,208
178,33,177
200,33,561
211,34,127
324,34,163
558,34,524
56,34,111
81,35,201
97,35,235
124,35,492
113,36,116
332,36,214
156,36,47
100,36,623
170,37,202
171,37,224
128,37,197
158,37,358
142,38,72
354,38,198
504,38,276
535,38,436
375,39,103
571,39,120
246,39,127
543,39,113
148,39,26
157,39,509
567,40,77
355,40,103
389,40,299
414,40,502
570,41,51
418,41,284
559,41,89
574,41,247
591,41,317
607,42,316
406,42,44
432,42,400
641,42,198
448,43,138
293,43,80
298,43,378
118,43,84
452,43,115
593,43,175
617,44,35
660,44,60
50,44,472
643,44,318
685,45,509
712,45,26
729,45,408
746,46,216
400,46,95
768,46,315
779,46,319
782,47,112
791,47,476
429,47,23
446,47,295
72,48,140
455,48,217
484,48,538
499,49,97
73,49,504
656,49,361
510,50,278
528,50,326
637,50,345
540,51,261
805,51,301
830,51,23
846,51,160
865,51,184
820,52,199
819,52,81
844,52,566
262,52,53
275,52,36
307,52,37
320,53,178
521,53,94
545,53,39
568,53,93
586,53,334
869,53,259
599,54,439
626,54,381
891,54,100
897,55,82
492,55,178
517,55,106
647,55,169
254,55,244
921,55,214
98,56,194
943,56,31
952,56,76
976,56,349
439,56,231
273,56,103
304,57,229
328,57,165
339,57,335
366,57,271
384,58,275
464,58,221
481,58,215
502,58,285
505,59,94
411,59,226
265,59,377
278,59,300
