Task,Station,Time
6,1,112
33,1,494
10,1,145
24,1,189
12,2,137
39,2,239
59,2,558
23,3,240
20,3,185
83,3,129
106,3,404
118,4,93
151,4,267
158,4,566
42,5,143
40,5,525
11,5,221
48,6,92
38,6,256
49,6,334
50,6,124
28,6,186
115,7,53
47,7,29
51,7,452
69,7,126
92,7,56
129,7,116
150,7,138
159,8,123
177,8,191
197,8,417
222,8,21
244,8,210
256,9,174
16,9,360
43,9,112
64,9,234
272,10,128
73,10,453
32,10,377
60,11,246
97,11,84
52,11,148
78,11,400
99,12,475
125,12,217
133,12,264
293,13,264
307,13,110
132,13,317
331,13,275
345,14,56
137,14,493
171,14,23
355,14,137
385,14,97
407,14,43
422,14,124
446,15,256
464,15,232
479,15,124
80,15,337
496,15,38
504,16,58
531,16,117
108,16,380
55,16,221
333,16,194
344,17,473
354,17,458
377,18,176
408,18,457
79,18,285
105,19,199
410,19,445
126,19,83
140,19,252
91,20,133
161,20,274
543,20,191
568,20,339
573,21,127
93,21,53
180,21,488
131,21,99
153,21,119
122,21,78
149,22,234
155,22,442
162,22,280
192,23,183
179,23,211
203,23,568
205,24,57
212,24,330
230,24,40
173,24,526
246,25,45
251,25,136
88,25,88
3,25,207
193,25,411
202,25,87
225,26,64
66,26,324
100,26,134
111,26,45
2,26,26
215,26,164
427,26,231
220,27,97
201,27,105
452,27,47
229,27,522
475,27,209
498,28,464
250,28,206
266,28,97
283,28,179
295,29,87
317,29,204
330,29,522
342,29,152
367,30,85
21,30,324
248,30,31
267,30,539
34,31,102
241,31,472
255,31,409
276,32,80
287,32,296
282,32,248
61,32,344
65,33,55
294,33,158
67,33,249
382,33,493
1,34,195
409,34,481
426,34,75
438,34,206
271,35,106
299,35,571
290,35,282
301,36,72
94,36,194
110,36,243
508,36,456
221,37,86
4,37,516
247,37,80
265,37,98
277,37,199
298,38,289
306,38,113
320,38,553
174,39,152
300,39,119
302,39,583
44,39,101
334,40,47
86,40,418
104,40,535
516,41,273
196,41,167
113,41,526
14,42,100
103,42,45
117,42,311
9,42,311
167,42,220
178,43,154
26,43,78
25,43,173
350,43,417
