Station,Load,Capacity,Idle,Tasks
1,550,1000,450,"[20, 27]"
2,643,1000,357,[48]
3,601,1000,399,[12]
4,612,1000,388,[73]
5,909,1000,91,"[93, 35]"
6,990,1000,10,"[34, 51]"
7,688,1000,312,[67]
8,972,1000,28,"[2, 18]"
9,740,1000,260,[38]
10,903,1000,97,"[56, 61]"
11,982,1000,18,"[19, 37]"
12,635,1000,365,[53]
13,681,1000,319,[62]
14,956,1000,44,"[57, 63]"
15,981,1000,19,"[1, 86]"
16,569,1000,431,[111]
17,964,1000,36,"[135, 156]"
18,984,1000,16,"[179, 50]"
19,940,1000,60,"[80, 97]"
20,844,1000,156,"[124, 130]"
21,537,1000,463,[203]
22,970,1000,30,"[105, 218]"
23,621,1000,379,[226]
24,631,1000,369,[60]
25,719,1000,281,[239]
26,704,1000,296,[59]
27,732,1000,268,[256]
28,600,1000,400,[77]
29,939,1000,61,"[273, 312]"
30,676,1000,324,[320]
31,825,1000,175,"[85, 146]"
32,995,1000,5,"[8, 152]"
33,776,1000,224,"[58, 22]"
34,943,1000,57,"[335, 356]"
35,980,1000,20,"[392, 233]"
36,966,1000,34,"[241, 31]"
37,611,1000,389,[49]
38,901,1000,99,"[147, 28]"
39,962,1000,38,"[47, 15]"
40,993,1000,7,"[33, 55]"
41,776,1000,224,"[78, 99]"
42,863,1000,137,"[121, 72]"
43,957,1000,43,"[137, 17]"
44,759,1000,241,[26]
45,619,1000,381,[5]
46,923,1000,77,"[163, 52]"
47,928,1000,72,"[68, 119]"
48,995,1000,5,"[115, 136]"
49,614,1000,386,[165]
50,974,1000,26,"[168, 169]"
51,874,1000,126,"[133, 109]"
52,978,1000,22,"[6, 70]"
53,966,1000,34,"[82, 90]"
54,1000,1000,0,"[92, 29]"
55,920,1000,80,"[120, 143]"
56,973,1000,27,"[89, 69]"
57,947,1000,53,"[91, 155]"
58,956,1000,44,"[46, 188]"
59,690,1000,310,[66]
60,866,1000,134,"[211, 236]"
61,939,1000,61,"[164, 162]"
62,975,1000,25,"[166, 171]"
63,883,1000,117,"[65, 242]"
64,982,1000,18,"[71, 87]"
65,764,1000,236,"[198, 221]"
66,798,1000,202,[223]
67,993,1000,7,"[43, 64]"
68,871,1000,129,"[25, 257]"
69,634,1000,366,[290]
70,588,1000,412,[313]
71,728,1000,272,[297]
72,606,1000,394,[389]
73,980,1000,20,"[88, 331]"
74,969,1000,31,"[342, 403]"
75,975,1000,25,"[423, 311]"
76,633,1000,367,[30]
77,886,1000,114,"[243, 262]"
78,1000,1000,0,"[293, 309]"
79,683,1000,317,[334]
80,758,1000,242,"[347, 398]"
81,948,1000,52,"[413, 432]"
82,997,1000,3,"[448, 377]"
83,837,1000,163,"[386, 407]"
84,936,1000,64,"[417, 435]"
85,934,1000,66,"[154, 442]"
86,683,1000,317,[45]
87,679,1000,321,[465]
88,982,1000,18,"[353, 478]"
89,776,1000,224,"[500, 323]"
90,939,1000,61,"[426, 450]"
91,921,1000,79,"[366, 471]"
92,939,1000,61,"[507, 338]"
93,959,1000,41,"[475, 528]"
94,606,1000,394,[556]
95,576,1000,424,[564]
96,562,1000,438,[554]
97,579,1000,421,[576]
98,945,1000,55,"[409, 602]"
99,581,1000,419,[617]
100,551,1000,449,[357]
101,608,1000,392,[384]
102,571,1000,429,[361]
103,886,1000,114,"[599, 628]"
104,628,1000,372,[650]
105,925,1000,75,"[277, 170]"
106,927,1000,73,"[301, 321]"
107,928,1000,72,"[621, 641]"
108,808,1000,192,"[657, 670]"
109,845,1000,155,"[695, 706]"
110,992,1000,8,"[732, 662]"
111,590,1000,410,[382]
112,625,1000,375,[44]
113,871,1000,129,"[383, 678]"
114,763,1000,237,"[697, 730]"
115,980,1000,20,"[197, 745]"
116,736,1000,264,"[761, 785]"
117,872,1000,128,"[821, 823]"
118,960,1000,40,"[844, 873]"
119,908,1000,92,"[875, 548]"
120,639,1000,361,[568]
121,868,1000,132,"[900, 604]"
122,606,1000,394,[611]
123,629,1000,371,[367]
124,656,1000,344,[387]
125,880,1000,120,"[925, 324]"
126,981,1000,19,"[344, 399]"
127,995,1000,5,"[372, 418]"
128,993,1000,7,"[440, 640]"
129,532,1000,468,[658]
130,995,1000,5,"[668, 419]"
131,634,1000,366,[438]
132,667,1000,333,[308]
133,626,1000,374,[663]
134,576,1000,424,[167]
135,950,1000,50,"[456, 460]"
136,984,1000,16,"[480, 385]"
137,645,1000,355,[422]
138,951,1000,49,"[497, 390]"
139,981,1000,19,"[524, 396]"
140,595,1000,405,[405]
141,984,1000,16,"[445, 414]"
142,678,1000,322,[459]
143,787,1000,213,"[424, 529]"
144,970,1000,30,"[562, 580]"
145,780,1000,220,[427]
146,725,1000,275,[214]
147,547,1000,453,[225]
148,977,1000,23,"[244, 608]"
149,890,1000,110,"[642, 441]"
150,994,1000,6,"[261, 285]"
151,940,1000,60,"[679, 646]"
152,967,1000,33,"[365, 702]"
153,977,1000,23,"[330, 720]"
154,884,1000,116,"[743, 757]"
155,710,1000,290,[360]
156,749,1000,251,"[4, 740]"
157,925,1000,75,"[756, 3]"
158,991,1000,9,"[381, 337]"
159,993,1000,7,"[776, 937]"
160,713,1000,287,[953]
161,619,1000,381,[118]
162,802,1000,198,"[692, 709]"
163,547,1000,453,[654]
164,941,1000,59,"[886, 431]"
165,627,1000,373,[457]
166,537,1000,463,[467]
167,976,1000,24,"[811, 826]"
168,558,1000,442,[842]
169,527,1000,473,[860]
