Task,Station,Time
2,1,557
6,2,530
7,3,534
3,4,534
4,5,448
5,5,532
30,6,593
57,7,549
26,7,448
33,8,605
35,9,632
28,10,551
32,11,528
10,11,465
40,12,587
63,13,547
25,14,555
79,15,444
42,15,538
12,16,578
37,17,660
24,18,614
44,19,571
64,20,624
77,21,422
68,21,561
78,22,257
36,22,627
19,23,379
15,23,508
17,24,468
18,24,511
14,25,362
60,25,572
13,26,445
59,26,531
11,27,518
16,27,393
100,28,404
123,28,581
55,29,745
139,30,595
134,31,598
115,32,477
81,33,702
29,34,420
34,34,563
116,35,716
22,36,546
117,37,438
138,37,541
152,38,674
184,39,529
86,39,297
102,40,499
21,40,484
204,41,416
224,41,571
249,42,530
273,43,334
292,43,600
183,44,477
309,44,467
322,45,403
206,45,543
336,46,638
226,47,550
349,47,374
366,48,388
390,48,513
408,49,275
420,49,601
438,50,496
453,50,486
471,51,593
368,52,506
383,52,444
410,53,649
422,54,480
385,55,420
401,55,502
443,56,527
456,57,690
465,58,620
426,59,452
480,59,525
507,60,565
519,61,661
433,62,771
450,63,667
540,64,508
555,65,567
473,65,407
487,66,613
493,67,622
73,68,640
54,69,403
48,69,505
8,70,615
343,71,739
354,72,367
88,72,619
380,73,494
108,73,489
50,74,805
92,75,372
132,75,600
51,76,489
145,76,509
169,77,477
97,77,523
118,78,421
246,78,533
191,79,492
207,79,485
232,80,508
247,80,284
271,81,861
137,82,459
67,82,497
85,83,636
82,84,576
105,84,339
128,85,352
98,85,585
122,86,569
119,86,426
147,87,466
148,87,528
31,88,413
168,88,569
141,89,548
175,89,444
177,90,358
182,90,603
76,91,668
197,92,443
178,92,518
198,93,651
362,94,652
374,95,352
394,95,420
400,96,642
222,97,641
263,98,386
236,98,570
286,99,629
96,100,536
27,100,464
163,101,250
41,101,639
95,102,511
58,102,397
176,103,547
262,103,388
278,104,536
300,104,406
242,105,178
476,105,471
511,105,318
534,106,400
569,106,575
515,107,446
579,107,507
587,108,586
536,109,654
91,110,196
554,110,708
103,111,504
571,111,446
590,112,537
600,112,415
625,113,633
381,114,693
458,115,509
125,115,423
650,116,468
678,116,531
701,117,552
726,118,617
745,119,500
753,120,529
775,120,431
491,121,789
87,122,502
498,122,495
518,123,416
544,123,492
549,124,535
788,124,393
797,125,706
291,126,490
170,126,491
185,127,573
440,128,482
448,128,503
469,129,580
482,130,461
722,130,524
577,131,252
589,131,412
614,132,442
308,132,513
325,133,648
576,134,576
592,134,412
609,135,648
404,136,752
647,137,402
423,137,493
539,138,412
445,138,583
610,139,452
626,139,443
272,140,318
285,140,582
446,141,674
560,142,757
583,143,304
648,143,584
585,144,402
651,144,561
690,145,551
208,145,430
213,146,470
649,146,453
302,147,322
323,147,583
692,148,391
712,148,597
732,149,400
751,149,531
664,150,448
773,150,537
689,151,483
791,151,514
795,152,474
188,152,493
199,153,489
61,153,511
194,154,483
708,154,503
717,155,445
746,155,430
761,156,412
143,156,559
167,157,318
771,157,453
787,158,488
190,158,402
202,159,699
200,160,715
201,161,635
80,162,591
223,163,557
237,163,440
269,164,171
798,164,580
330,165,503
290,165,497
218,166,400
306,166,552
831,167,539
258,167,428
264,168,586
294,169,545
298,170,572
104,171,713
126,172,621
140,173,648
332,174,562
327,175,377
341,175,590
357,176,359
363,176,603
379,177,335
382,177,547
342,178,396
494,178,536
516,179,367
367,179,546
396,180,252
407,180,513
475,181,638
463,181,304
