Task,Station,Time
14,1,766
37,2,555
20,3,563
33,4,499
62,4,402
80,5,327
102,5,619
18,6,801
38,7,730
65,8,642
10,9,451
28,9,534
4,10,511
3,10,421
5,11,360
1,11,411
2,12,324
21,12,644
47,13,595
70,14,528
99,15,424
116,15,537
126,16,351
157,16,573
31,17,725
180,18,609
198,19,461
66,19,467
216,20,733
81,21,371
235,21,486
253,22,572
267,23,538
289,24,249
321,24,449
337,25,440
351,25,447
357,26,431
387,26,551
405,27,593
381,28,520
396,29,343
430,29,571
452,30,356
460,30,387
479,31,690
52,32,642
119,33,534
76,33,412
100,34,719
68,35,580
30,35,378
61,36,493
83,36,366
96,37,639
111,38,551
131,39,403
117,39,570
124,40,331
135,40,553
7,41,409
56,41,556
67,42,510
130,42,488
43,43,556
136,43,374
137,44,308
163,44,481
188,45,696
122,46,458
155,46,383
178,47,627
150,48,697
175,49,302
192,49,560
222,50,832
227,51,522
19,51,336
32,52,420
219,52,516
241,53,547
258,53,259
278,54,398
205,54,476
224,55,359
301,55,618
240,56,320
50,56,624
257,57,464
279,57,388
298,58,533
309,58,394
336,59,263
344,59,605
23,60,475
376,60,480
385,61,469
392,61,519
95,62,576
110,63,321
125,63,547
138,64,717
264,65,265
308,65,649
45,66,216
189,66,614
215,67,473
207,67,499
237,68,407
324,68,539
254,69,528
266,69,467
34,70,813
63,71,624
217,72,558
59,73,136
84,73,737
343,74,437
94,74,553
236,75,468
249,75,532
74,76,340
97,76,515
114,77,675
265,78,326
120,78,536
338,79,732
9,80,336
24,80,537
17,81,414
25,81,558
288,82,524
413,82,463
436,83,709
403,84,730
470,85,624
434,85,375
425,86,506
473,86,364
476,87,417
449,87,523
487,88,753
493,89,396
458,89,523
483,90,485
275,90,515
297,91,269
497,91,632
516,92,540
322,92,414
530,93,700
512,94,447
549,94,432
567,95,310
584,95,648
531,96,584
444,96,413
467,97,489
153,97,392
164,98,653
370,99,686
378,100,474
475,100,409
492,101,447
511,101,527
527,102,352
547,102,533
112,103,690
127,104,462
141,104,518
140,105,595
556,106,459
577,106,536
607,107,410
463,107,559
159,108,716
620,109,471
494,109,517
507,110,558
488,111,651
58,112,459
499,112,528
79,113,664
8,114,581
90,115,652
89,116,591
551,117,346
46,117,501
165,118,398
190,118,540
573,119,364
520,119,626
509,120,299
91,120,679
544,121,478
107,121,483
22,122,499
605,122,469
552,123,659
570,124,299
575,124,591
212,125,676
128,126,330
162,126,547
134,127,372
226,127,603
637,128,651
585,129,279
615,129,563
635,130,566
657,130,431
681,131,412
707,131,546
717,132,531
578,132,352
618,133,402
626,133,522
644,134,386
669,134,504
688,135,370
736,135,584
766,136,454
770,136,444
792,137,656
171,138,487
194,138,449
698,139,418
718,139,557
740,140,488
813,140,507
823,141,377
847,141,393
200,142,645
869,143,587
213,143,404
285,144,538
287,144,413
133,145,487
242,145,443
245,146,621
632,147,601
636,148,398
654,148,559
674,149,539
39,149,427
51,150,611
566,151,535
550,151,456
565,152,552
652,153,472
411,153,528
335,154,559
354,155,651
365,156,746
377,157,604
123,158,495
147,158,493
177,159,751
506,160,510
11,160,484
27,161,600
557,162,545
209,162,370
230,163,570
