Station,Load,Capacity,Idle,Tasks
1,908,1000,92,"[14, 35, 49, 69, 85, 6, 38, 57]"
2,972,1000,28,"[75, 87, 97, 44]"
3,930,1000,70,"[73, 92, 101, 121, 71]"
4,971,1000,29,"[9, 78, 109, 10]"
5,983,1000,17,"[26, 21]"
6,955,1000,45,"[93, 98, 28, 3, 40]"
7,983,1000,17,"[20, 120, 1, 99, 135]"
8,994,1000,6,"[41, 154, 182, 50, 66]"
9,980,1000,20,"[96, 188, 202]"
10,997,1000,3,"[225, 239, 223, 238]"
11,993,1000,7,"[108, 130, 148]"
12,984,1000,16,"[158, 171, 194, 113, 128]"
13,963,1000,37,"[198, 61, 142, 162, 164, 255, 285, 306, 39]"
14,939,1000,61,"[326, 350, 375]"
15,988,1000,12,"[403, 47, 146]"
16,941,1000,59,"[4, 36, 159, 176, 94]"
17,999,1000,1,"[102, 131, 145, 163, 169, 197]"
18,986,1000,14,"[205, 231, 253, 272, 292]"
19,898,1000,102,"[317, 339, 355]"
20,900,1000,100,"[373, 190, 200]"
21,923,1000,77,"[230, 394, 327]"
22,951,1000,49,"[356, 364, 398]"
23,975,1000,25,"[417, 177, 432, 454, 470]"
24,937,1000,63,"[490, 187, 201, 80, 107]"
25,880,1000,120,"[129, 138, 233]"
26,962,1000,38,"[37, 42, 160, 179]"
27,956,1000,44,"[196, 283, 308]"
28,959,1000,41,"[63, 185, 203, 323]"
29,998,1000,2,"[506, 234, 245]"
30,984,1000,16,"[263, 516, 236, 286, 318]"
31,978,1000,22,"[166, 332, 118]"
32,985,1000,15,"[19, 133, 134, 344, 362]"
33,959,1000,41,"[384, 415, 291, 303]"
34,947,1000,53,"[436, 324, 445, 457]"
35,956,1000,44,"[157, 478, 496]"
36,945,1000,55,"[226, 252, 407, 359]"
37,996,1000,4,"[372, 22, 257, 123, 515]"
38,996,1000,4,"[540, 396, 412]"
39,988,1000,12,"[371, 395, 410, 438, 428]"
40,957,1000,43,"[448, 440, 566, 434, 442]"
41,986,1000,14,"[456, 466, 480, 279]"
42,999,1000,1,"[343, 349, 204, 232, 281]"
43,953,1000,47,"[302, 458, 491, 500, 510]"
44,983,1000,17,"[517, 224, 526, 210]"
45,988,1000,12,"[541, 251, 119, 254, 227, 460, 492]"
46,980,1000,20,"[237, 208, 216, 495]"
47,998,1000,2,"[513, 530, 12]"
48,958,1000,42,"[86, 117, 111]"
49,987,1000,13,"[62, 125, 15, 124, 150]"
50,985,1000,15,"[24, 218, 25, 320, 209]"
51,982,1000,18,"[136, 363, 325, 229, 250, 256, 122]"
52,980,1000,20,"[220, 503, 217, 514, 551]"
53,982,1000,18,"[152, 573, 240, 422]"
