Task,Station,Time
17,1,528
7,2,493
13,3,584
30,4,751
8,5,584
45,6,656
3,7,497
6,7,494
2,8,325
5,8,593
4,9,389
23,9,540
49,10,497
25,11,315
11,11,568
22,12,434
89,12,547
91,13,454
26,13,533
9,14,567
54,14,409
72,15,515
101,15,309
117,16,483
52,16,508
68,17,697
73,18,605
92,19,636
1,20,655
122,21,611
113,22,493
136,22,445
156,23,480
131,23,518
130,24,606
155,25,581
160,26,622
194,27,583
12,28,533
178,28,363
210,29,373
227,29,620
237,30,650
179,31,569
196,32,696
46,33,678
132,34,293
150,34,607
170,35,561
223,35,250
239,36,428
139,36,550
252,37,585
15,37,286
43,38,438
38,38,495
55,39,665
10,40,583
200,41,607
222,41,377
42,42,512
60,42,433
244,43,562
63,43,408
69,44,511
260,44,462
177,45,686
282,46,456
304,46,408
190,47,473
213,47,416
215,48,338
230,48,558
322,49,534
94,49,455
126,50,558
232,51,668
138,52,413
250,52,482
82,53,647
271,54,432
90,54,542
242,55,695
67,56,473
35,56,484
259,57,749
44,58,449
287,58,487
335,59,262
291,59,584
262,60,343
279,60,518
143,61,293
312,61,682
21,62,335
327,62,530
336,63,489
173,63,462
361,64,361
183,64,574
198,65,511
314,65,473
321,66,362
240,66,409
253,67,572
357,67,372
365,68,379
245,68,616
251,69,457
386,69,442
88,70,428
381,70,497
396,71,647
405,72,389
292,72,606
95,73,584
400,73,405
421,74,410
422,74,463
438,75,238
453,75,569
476,76,745
495,77,499
507,77,460
523,78,315
546,78,667
553,79,280
569,79,438
595,80,460
624,80,482
642,81,736
323,82,631
358,83,555
374,84,665
392,85,559
415,85,440
423,86,659
273,87,528
447,87,472
462,88,484
471,88,476
494,89,679
207,90,534
217,90,448
235,91,453
257,91,546
298,92,481
218,92,501
233,93,617
382,94,702
412,95,454
427,95,535
181,96,557
401,97,363
330,97,520
425,98,438
385,98,541
344,99,475
189,99,494
202,100,881
225,101,659
419,102,422
249,102,538
261,103,452
660,103,489
289,104,774
105,105,741
690,106,515
110,106,458
133,107,777
120,108,449
151,108,307
158,109,472
107,109,518
297,110,345
299,110,580
197,111,666
315,112,479
347,112,450
362,113,162
437,113,564
436,114,476
448,114,524
700,115,268
469,115,643
493,116,506
714,116,462
732,117,716
266,118,619
278,119,356
511,119,628
283,120,725
739,121,402
306,121,588
748,122,398
518,122,522
316,123,272
505,123,603
767,124,342
800,124,599
816,125,526
827,126,636
212,127,538
508,128,542
520,128,427
545,129,664
443,130,615
460,131,560
464,132,541
604,133,683
475,134,465
634,134,508
637,135,539
668,136,825
146,137,434
168,137,564
689,138,408
182,138,494
499,139,455
474,139,510
488,140,660
510,141,333
526,141,560
548,142,352
561,142,592
580,143,580
516,143,327
531,144,526
51,144,441
86,145,595
697,146,650
747,147,428
77,147,487
102,148,325
705,148,538
537,149,486
588,149,495
106,150,371
587,150,581
550,151,743
766,152,456
793,152,524
817,153,519
831,154,447
846,154,525
870,155,526
470,155,409
176,156,509
175,156,437
186,157,545
199,157,349
214,158,713
496,159,637
504,160,561
506,161,540
522,162,578
543,163,755
562,164,564
577,165,634
503,166,509
600,166,483
628,167,537
646,167,304
674,168,394
677,168,591
693,169,375
