Station,Load,Capacity,Idle,Tasks
1,962,1000,38,"[21, 40, 63, 82, 92, 19, 13, 41]"
2,980,1000,20,"[61, 75, 93, 107, 20, 43, 58]"
3,999,1000,1,"[110, 27, 81, 116, 145, 115, 89, 102, 72, 163]"
4,978,1000,22,"[167, 114, 184, 218, 244, 76]"
5,938,1000,62,"[98, 264, 271, 308, 14]"
6,968,1000,32,"[25, 328, 350, 372, 390, 412, 432, 446]"
7,953,1000,47,"[466, 474, 495, 502, 104, 129]"
8,969,1000,31,"[151, 162, 166, 108, 17, 118, 210]"
9,971,1000,29,"[44, 232, 46, 87, 28, 45, 249, 144]"
10,957,1000,43,"[152, 265, 295, 325, 357, 367, 387, 402]"
11,956,1000,44,"[123, 150, 425, 440, 458, 148, 109]"
12,960,1000,40,"[117, 139, 159, 97, 421, 445, 468, 158]"
13,999,1000,1,"[101, 180, 190, 223]"
14,986,1000,14,"[235, 472, 493, 209, 246, 256, 155, 168]"
15,981,1000,19,"[11, 268, 211, 247, 252, 303, 321, 356, 366]"
16,956,1000,44,"[391, 393, 216, 243, 251, 36, 73, 272]"
17,959,1000,41,"[60, 74, 302, 154, 319, 345, 370, 384]"
18,966,1000,34,"[263, 273, 307, 400, 124, 137]"
19,985,1000,15,"[467, 130, 132, 380, 399]"
20,970,1000,30,"[430, 358, 364, 378, 156, 172, 465, 471]"
21,969,1000,31,"[160, 10, 6, 169, 3, 7]"
22,972,1000,28,"[8, 4, 5, 9, 23, 193, 228, 103]"
23,987,1000,13,"[111, 327, 205, 349, 363, 377, 24, 234, 71]"
24,999,1000,1,"[26, 301, 113, 47, 395, 18, 34]"
25,982,1000,18,"[415, 439, 470, 53, 524, 547, 173, 186]"
26,977,1000,23,"[570, 229, 112, 438, 344, 311, 195, 227, 580, 361]"
27,967,1000,33,"[233, 601, 623, 237, 260]"
28,976,1000,24,"[389, 278, 644, 654, 49, 78]"
29,982,1000,18,"[86, 48, 80, 409, 413, 422, 174, 480]"
30,987,1000,13,"[182, 499, 508, 541, 542, 202, 85, 675]"
31,970,1000,30,"[693, 454, 500, 507, 530, 455]"
32,974,1000,26,"[304, 723, 379, 394, 318, 545]"
33,990,1000,10,"[736, 756, 776, 795, 817, 845, 855, 866]"
34,910,1000,90,"[1, 437, 414, 883, 170, 918, 939]"
35,991,1000,9,"[199, 951, 38, 386, 403, 946]"
36,970,1000,30,"[967, 420, 452, 522, 527]"
37,956,1000,44,"[476, 501, 510, 622, 648]"
38,968,1000,32,"[663, 680, 704, 722, 739, 768, 922, 932]"
39,971,1000,29,"[534, 556, 568, 597, 604, 624]"
40,986,1000,14,"[498, 645, 242, 670, 684, 700, 733]"
41,966,1000,34,"[748, 525, 564, 571, 416, 443, 587, 54]"
42,981,1000,19,"[342, 175, 196, 706, 726, 219, 248]"
43,969,1000,31,"[255, 753, 772, 781, 782, 802, 827]"
44,963,1000,37,"[841, 239, 258, 274, 51, 83]"
45,992,1000,8,"[315, 88, 362, 94, 100, 267, 790, 217, 908, 602, 631]"
46,973,1000,27,"[938, 290, 646, 672, 687, 703, 716, 746]"
47,991,1000,9,"[769, 784, 797, 818, 410]"
48,984,1000,16,"[427, 970, 977, 128, 135]"
49,988,1000,12,"[161, 171, 638, 655, 550, 579, 16, 581]"
50,978,1000,22,"[607, 32, 69, 820, 842, 853, 875]"
51,999,1000,1,"[896, 453, 77, 90, 669, 677, 701, 551]"
52,972,1000,28,"[576, 598, 775, 803, 457, 185, 230]"
53,962,1000,38,"[238, 917, 937, 599, 605, 629, 945]"
54,997,1000,3,"[642, 956, 821, 292, 689, 698, 518]"
55,995,1000,5,"[183, 478, 494, 509, 198, 203, 789]"
56,990,1000,10,"[811, 533, 543, 462, 490, 492]"
57,991,1000,9,"[523, 617, 214, 99, 231, 808]"
58,979,1000,21,"[837, 851, 876, 888, 179]"
59,988,1000,12,"[200, 225, 582, 690, 133, 165, 177, 197, 725]"
60,989,1000,11,"[752, 226, 512, 537, 561, 780, 793, 727]"
61,988,1000,12,"[236, 738, 259, 42, 794, 844]"
62,984,1000,16,"[261, 266, 2, 300, 192]"
63,982,1000,18,"[65, 204, 119, 131, 153, 317, 338, 106]"
64,986,1000,14,"[572, 862, 877, 864, 868, 709, 404]"
65,984,1000,16,"[433, 734, 744, 616, 627]"
66,972,1000,28,"[423, 643, 314, 240, 398, 241]"
67,991,1000,9,"[426, 262, 286, 520, 529, 544, 633, 856]"
68,987,1000,13,"[250, 865, 289, 70, 774, 806]"
69,979,1000,21,"[809, 288, 882, 905, 697, 375]"
70,994,1000,6,"[747, 346, 341, 29, 67, 618, 653]"
71,988,1000,12,"[674, 549, 567, 213, 860, 878, 889, 867]"
72,998,1000,2,"[927, 359, 887, 923, 931, 947, 962, 985, 835, 858, 873, 893]"
73,992,1000,8,"[254, 933, 926, 935, 954, 957, 971]"
74,976,1000,24,"[991, 505, 528, 553, 574, 632]"
75,973,1000,27,"[636, 826, 594, 606, 630, 650]"
76,980,1000,20,"[461, 665, 142, 934, 291, 336]"
77,998,1000,2,"[215, 351, 651, 990, 460, 491, 497, 619]"
78,982,1000,18,"[56, 640, 656, 679, 791, 816, 846, 661]"
79,997,1000,3,"[681, 859, 872, 884, 296, 337, 419, 447, 459]"
80,999,1000,1,"[484, 929, 949, 373, 15, 333]"
81,987,1000,13,"[955, 975, 992, 815]"
82,989,1000,11,"[912, 928, 948, 187, 332, 554]"
83,990,1000,10,"[388, 578, 634, 658, 685]"
84,982,1000,18,"[714, 724, 188, 854, 516, 916, 942]"
85,997,1000,3,"[206, 950, 469, 838, 488, 807, 831, 839]"
86,999,1000,1,"[496, 852, 871, 952, 968, 961, 973]"
87,988,1000,12,"[269, 997, 141, 766, 12, 245]"
88,985,1000,15,"[682, 253, 276, 312, 334, 555, 573]"
89,992,1000,8,"[463, 589, 609, 626, 146, 538, 557, 224]"
90,982,1000,18,"[813, 340, 371, 52, 688, 913, 515]"
91,992,1000,8,"[535, 323, 900, 936, 614, 625, 639, 483]"
92,988,1000,12,"[546, 481, 732, 741, 763, 442, 552, 904]"
93,985,1000,15,"[940, 322, 964, 976, 778, 805, 823, 208, 282]"
94,990,1000,10,"[810, 330, 486, 740, 326, 376, 944]"
95,999,1000,1,"[64, 686, 585, 958, 750, 696, 974, 988]"
96,985,1000,15,"[812, 993, 503, 526, 566, 33, 392]"
97,980,1000,20,"[879, 504, 676, 707, 717, 749, 777, 799, 833, 449, 536]"
98,981,1000,19,"[335, 558, 569, 583, 615, 592, 277]"
99,982,1000,18,"[705, 562, 914, 316, 611, 891]"
100,993,1000,7,"[299, 924, 479, 418, 668, 79, 84, 915, 671]"
101,986,1000,14,"[683, 712, 731, 902, 565, 666, 678, 221, 30]"
102,995,1000,5,"[401, 381, 411, 513, 429, 125]"
103,997,1000,3,"[972, 511, 765, 692, 435, 339, 369, 347, 365]"
104,991,1000,9,"[383, 850, 294, 140, 517, 959]"
105,995,1000,5,"[281, 305, 758, 998, 539, 673, 965]"
106,989,1000,11,"[983, 890, 711, 804, 825, 428, 451, 456]"
107,992,1000,8,"[482, 941, 963, 532, 978, 986]"
108,986,1000,14,"[999, 62, 743, 593, 613, 715]"
109,992,1000,8,"[745, 95, 127, 728, 649, 280]"
110,987,1000,13,"[385, 857, 657, 787, 157, 396, 702, 603]"
111,993,1000,7,"[881, 487, 708, 737, 284, 313, 874, 59, 699]"
112,985,1000,15,"[966, 220, 39, 283, 764, 691, 68, 406]"
113,979,1000,21,"[843, 848, 981, 989, 485]"
114,994,1000,6,"[191, 329, 514, 910, 898, 886, 408, 424, 207, 987, 773, 767]"
115,996,1000,4,"[994, 894, 194, 596, 575, 586, 257]"
116,992,1000,8,"[788, 275, 310, 331, 279, 892, 930, 559]"
117,987,1000,13,"[584, 320, 348, 729, 105, 754, 710]"
118,992,1000,8,"[355, 718, 134, 899, 298, 417]"
119,995,1000,5,"[757, 730, 801, 830, 577, 588, 434, 751]"
120,993,1000,7,"[770, 719, 441, 814, 771, 353, 374, 382]"
121,988,1000,12,"[921, 834, 50, 713, 969, 475, 800]"
122,996,1000,4,"[662, 35, 822, 919, 519, 760, 982]"
123,994,1000,6,"[995, 222, 943, 628, 828, 360, 521]"
124,993,1000,7,"[1000, 911, 55, 563, 796, 829, 444, 136, 343]"
125,988,1000,12,"[836, 849, 506, 122, 548, 37]"
126,991,1000,9,"[448, 57, 903, 293, 647, 909, 659, 600, 660]"
127,992,1000,8,"[121, 407, 667, 925, 840, 792, 832, 920, 164]"
128,989,1000,11,"[870, 540, 405, 66, 591, 612]"
129,996,1000,4,"[595, 996, 608, 531, 620, 397]"
130,996,1000,4,"[431, 759, 450, 720, 824, 664, 436, 863, 762, 126]"
131,993,1000,7,"[96, 621, 149, 147, 143, 779, 354]"
132,992,1000,8,"[735, 178, 960, 285, 181, 861, 885, 590, 906, 798]"
133,990,1000,10,"[635, 786, 641, 489, 869, 352, 368, 176, 761]"
134,986,1000,14,"[212, 980, 201, 560, 189, 785]"
135,994,1000,6,"[637, 907, 22, 477, 895, 819, 742, 120]"
136,986,1000,14,"[91, 31, 897, 721, 287]"
137,994,1000,6,"[979, 694, 783, 880, 306]"
138,991,1000,9,"[984, 270, 473, 138, 695, 309, 755]"
139,992,1000,8,"[953, 297, 847, 464, 610, 324, 901, 652]"
