Task,Station,Time
9,1,474
33,1,404
15,2,472
26,2,460
55,3,571
8,3,177
25,4,431
51,4,529
54,5,384
66,5,575
86,6,473
45,6,527
62,7,582
7,8,283
23,8,543
19,9,532
30,9,431
50,10,359
64,10,499
65,11,350
92,11,530
4,12,293
63,12,568
3,13,349
102,13,550
117,14,476
137,14,519
168,15,589
188,15,405
201,16,564
75,16,408
88,17,607
227,17,363
250,18,359
268,18,597
285,19,475
292,20,667
308,21,563
17,21,429
28,22,662
52,23,662
69,24,610
49,25,530
67,26,764
12,27,510
96,27,468
109,28,342
123,28,536
143,29,561
174,30,526
184,31,522
202,32,403
234,32,408
249,33,529
260,33,470
277,34,497
138,34,500
171,35,585
266,36,547
306,37,654
324,38,447
282,38,549
288,39,517
167,39,434
189,40,455
208,40,540
219,41,427
186,41,519
328,42,378
77,42,620
196,43,686
298,44,301
351,44,683
27,45,314
44,45,613
2,46,607
379,47,747
400,48,727
422,49,529
68,50,540
95,50,332
101,51,423
447,51,569
465,52,573
265,52,421
283,53,214
294,53,624
85,54,586
57,55,765
111,56,640
112,57,280
128,57,685
114,58,474
149,58,450
175,59,455
42,59,457
98,60,461
103,60,504
70,61,446
120,61,544
79,62,494
132,62,493
153,63,406
134,63,584
83,64,424
76,64,508
61,65,458
84,65,521
60,66,408
190,66,582
198,67,511
220,67,413
241,68,403
264,68,562
213,69,355
271,69,595
133,70,365
14,70,546
36,71,658
226,72,533
20,72,441
21,73,690
303,74,282
320,74,584
327,75,666
59,76,552
99,76,402
41,77,689
89,78,552
100,78,422
81,79,521
116,79,436
157,80,473
253,80,496
182,81,466
262,81,509
203,82,427
274,82,524
295,83,406
310,83,379
311,84,478
56,84,521
297,85,306
350,85,606
225,86,600
254,87,398
258,87,587
13,88,568
180,88,419
197,89,726
325,90,636
22,91,507
347,91,451
369,92,576
261,93,555
388,94,502
284,94,490
287,95,615
73,96,489
286,96,429
178,97,572
399,98,371
413,98,571
106,99,395
431,99,501
152,100,552
58,100,384
374,101,656
115,102,433
373,102,522
456,103,626
82,104,531
469,104,436
501,105,567
31,106,640
481,107,423
498,107,558
510,108,463
532,108,382
561,109,757
78,110,756
515,111,613
534,112,477
553,113,672
573,114,564
586,114,418
612,115,625
626,116,528
636,117,399
653,117,393
678,118,670
6,119,501
693,119,497
707,120,540
593,120,395
614,121,423
738,121,525
749,122,416
770,122,473
794,123,593
568,124,515
585,124,299
611,125,424
627,125,499
623,126,269
635,126,629
647,127,427
657,127,572
800,128,445
824,128,445
844,129,381
672,129,585
686,130,362
652,130,556
238,131,382
700,131,481
721,132,523
755,132,384
622,133,611
97,133,379
278,134,592
649,134,340
651,135,324
293,135,545
40,136,253
299,136,620
313,137,260
853,137,489
329,138,303
724,138,697
741,139,435
761,139,521
778,140,537
873,140,378
894,141,667
110,142,652
74,143,506
125,143,466
580,144,405
141,144,594
600,145,437
176,145,542
629,146,573
645,147,400
654,147,596
349,148,420
193,148,527
212,149,596
362,150,604
139,151,652
159,152,624
194,153,591
723,154,642
759,155,584
722,156,521
39,156,449
