Station,Load,Capacity,Idle,Tasks
1,982,1000,18,"[17, 31, 65, 74]"
2,970,1000,30,"[19, 30, 20, 9, 4]"
3,961,1000,39,"[2, 6, 5, 3, 24, 12]"
4,976,1000,24,"[28, 21, 27]"
5,937,1000,63,"[8, 26, 46, 29]"
6,964,1000,36,"[11, 10, 71, 90, 133, 144, 166, 180]"
7,918,1000,82,"[204, 224, 235, 266, 284, 311]"
8,956,1000,44,"[33, 61, 76, 108]"
9,863,1000,137,"[132, 143, 160]"
10,988,1000,12,"[181, 210, 217, 229]"
11,981,1000,19,"[167, 182, 205, 315]"
12,883,1000,117,"[341, 152]"
13,925,1000,75,"[220, 241, 164, 252]"
14,953,1000,47,"[38, 1, 286, 190, 299]"
15,940,1000,60,"[326, 338, 353]"
16,968,1000,32,"[209, 216, 227, 96, 43]"
17,922,1000,78,"[228, 372, 121, 52]"
18,931,1000,69,"[70, 18, 40, 57]"
19,953,1000,47,"[69, 42, 58, 86, 48]"
20,971,1000,29,"[84, 83, 25]"
21,947,1000,53,"[7, 88, 87, 89, 117, 22, 34]"
22,950,1000,50,"[59, 75, 102, 47, 138]"
23,979,1000,21,"[173, 105, 120, 213, 231, 250]"
24,991,1000,9,"[270, 13, 362]"
25,925,1000,75,"[373, 249, 280]"
26,936,1000,64,"[159, 187, 202]"
27,990,1000,10,"[212, 230, 44]"
28,973,1000,27,"[398, 367, 382, 219, 239]"
29,936,1000,64,"[259, 288, 15, 419, 415]"
30,897,1000,103,"[421, 295, 435]"
31,949,1000,51,"[23, 451, 471, 489]"
32,879,1000,121,"[308, 470, 496, 507, 530]"
33,946,1000,54,"[548, 178, 200]"
34,925,1000,75,"[211, 324, 558, 56]"
35,928,1000,72,"[81, 97, 124]"
36,1000,1000,0,"[113, 332, 156, 100]"
37,981,1000,19,"[170, 171, 128, 158]"
38,982,1000,18,"[142, 354, 504, 535]"
39,998,1000,2,"[375, 571, 246, 543, 148, 157]"
40,981,1000,19,"[567, 355, 389, 414]"
41,988,1000,12,"[570, 418, 559, 574, 591]"
42,958,1000,42,"[607, 406, 432, 641]"
43,970,1000,30,"[448, 293, 298, 118, 452, 593]"
44,885,1000,115,"[617, 660, 50, 643]"
45,943,1000,57,"[685, 712, 729]"
46,945,1000,55,"[746, 400, 768, 779]"
47,906,1000,94,"[782, 791, 429, 446]"
48,895,1000,105,"[72, 455, 484]"
49,962,1000,38,"[499, 73, 656]"
50,949,1000,51,"[510, 528, 637]"
51,929,1000,71,"[540, 805, 830, 846, 865]"
52,972,1000,28,"[820, 819, 844, 262, 275, 307]"
53,997,1000,3,"[320, 521, 545, 568, 586, 869]"
54,920,1000,80,"[599, 626, 891]"
55,993,1000,7,"[897, 492, 517, 647, 254, 921]"
56,984,1000,16,"[98, 943, 952, 976, 439, 273]"
57,1000,1000,0,"[304, 328, 339, 366]"
58,996,1000,4,"[384, 464, 481, 502]"
59,997,1000,3,"[505, 411, 265, 278]"
60,958,1000,42,"[203, 506, 527]"
61,968,1000,32,"[822, 116, 357, 391]"
62,967,1000,33,"[413, 428, 519, 436]"
63,981,1000,19,"[587, 522, 538, 666]"
64,986,1000,14,"[296, 565, 576, 676, 378, 403]"
65,959,1000,41,"[68, 520, 45, 592, 692, 598]"
66,965,1000,35,"[628, 723, 638, 752]"
67,986,1000,14,"[664, 758, 775]"
68,971,1000,29,"[783, 151, 163]"
69,996,1000,4,"[893, 183, 196, 640]"
70,983,1000,17,"[653, 223, 236, 244]"
71,976,1000,24,"[264, 267, 274, 300]"
72,1000,1000,0,"[281, 314, 374, 331]"
73,993,1000,7,"[796, 294, 297, 677]"
74,952,1000,48,"[329, 342, 526, 552]"
75,989,1000,11,"[370, 827, 554, 581, 445]"
76,938,1000,62,"[465, 594, 453, 480, 485, 402]"
77,972,1000,28,"[426, 442, 242]"
78,986,1000,14,"[457, 654, 261, 397]"
79,989,1000,11,"[433, 475, 487, 508, 536, 467, 608]"
80,980,1000,20,"[269, 693, 54, 53, 553, 437]"
81,975,1000,25,"[651, 539, 655, 404, 727]"
82,968,1000,32,"[739, 870, 469, 486]"
83,994,1000,6,"[515, 531, 546]"
84,948,1000,52,"[566, 16, 35, 67, 78]"
85,957,1000,43,"[111, 743, 763, 773]"
86,955,1000,45,"[786, 804, 812, 836, 852]"
87,993,1000,7,"[51, 473, 876, 335, 55, 420]"
88,987,1000,13,"[898, 915]"
89,994,1000,6,"[258, 272, 137, 115, 119, 932]"
90,972,1000,28,"[950, 814, 832, 847]"
91,991,1000,9,"[871, 884, 894]"
92,985,1000,15,"[41, 466]"
93,1000,1000,0,"[710, 215, 290, 312, 323]"
94,957,1000,43,"[344, 359, 802, 815]"
95,1000,1000,0,"[843, 697, 735, 886, 912, 829]"
96,1000,1000,0,"[916, 858, 789, 794, 468, 501, 518]"
97,947,1000,53,"[525, 704, 734]"
98,965,1000,35,"[351, 747, 760, 482]"
99,986,1000,14,"[771, 498, 516]"
100,988,1000,12,"[347, 533, 828, 495, 509]"
101,994,1000,6,"[349, 524, 550]"
102,985,1000,15,"[175, 795, 817, 839, 853]"
103,993,1000,7,"[821, 867, 880, 37]"
104,955,1000,45,"[620, 64, 878, 179, 192, 214]"
105,981,1000,19,"[232, 188]"
106,963,1000,37,"[201, 221]"
107,988,1000,12,"[238, 306, 317, 833]"
108,973,1000,27,"[82, 112, 860, 866, 248]"
109,987,1000,13,"[287, 140, 161]"
110,991,1000,9,"[191, 892, 913, 924]"
111,997,1000,3,"[935, 289, 309, 364, 393, 889]"
112,960,1000,40,"[904, 863, 888, 896, 931]"
113,996,1000,4,"[463, 902, 918]"
114,950,1000,50,"[959, 972, 1000, 557]"
115,987,1000,13,"[850, 659, 681, 395, 431, 440]"
116,989,1000,11,"[392, 967, 562, 585]"
117,988,1000,12,"[602, 623, 77, 114]"
118,968,1000,32,"[544, 701]"
119,974,1000,26,"[551, 555]"
120,973,1000,27,"[131, 646, 667, 690]"
121,999,1000,1,"[713, 417, 282, 875]"
122,991,1000,9,"[879, 914, 919]"
123,991,1000,9,"[612, 944, 964, 980]"
124,990,1000,10,"[277, 985, 927, 940, 960]"
125,959,1000,41,"[969, 438, 459, 483]"
126,990,1000,10,"[79, 336, 146, 169]"
127,991,1000,9,"[177, 360, 606, 625, 584]"
128,997,1000,3,"[604, 885, 106]"
129,981,1000,19,"[569, 590]"
130,990,1000,10,"[174, 922, 629, 650, 668, 675]"
131,967,1000,33,"[680, 503]"
132,973,1000,27,"[251, 872]"
133,977,1000,23,"[412, 430, 826, 790]"
134,997,1000,3,"[447, 928, 799, 859]"
135,998,1000,2,"[139, 423]"
136,993,1000,7,"[933, 443, 595, 855, 911]"
137,976,1000,24,"[474, 920, 618]"
138,991,1000,9,"[14, 649, 938, 957]"
139,996,1000,4,"[975, 674, 472, 491]"
140,989,1000,11,"[614, 901, 449]"
141,970,1000,30,"[929, 458, 477]"
142,997,1000,3,"[206, 494, 513, 529, 547, 560, 742]"
143,995,1000,5,"[579, 756, 60, 80, 256]"
144,986,1000,14,"[110, 283, 303, 325]"
145,965,1000,35,"[895, 350, 947, 583]"
146,983,1000,17,"[363, 603, 945, 953]"
147,993,1000,7,"[966, 954, 63, 343, 883]"
148,971,1000,29,"[991, 573, 245, 268]"
149,980,1000,20,"[199, 476, 255, 611]"
150,1000,1000,0,"[271, 642, 662, 678]"
151,981,1000,19,"[322, 155, 346, 986, 874]"
152,961,1000,39,"[582, 890, 905, 917]"
153,986,1000,14,"[942, 316, 864]"
154,973,1000,27,"[703, 135, 683, 702]"
155,993,1000,7,"[263, 285, 937, 971]"
156,991,1000,9,"[961, 818, 989, 49, 85, 107]"
157,980,1000,20,"[103, 688, 711, 730]"
158,982,1000,18,"[589, 882, 601, 624, 644, 670, 92]"
159,982,1000,18,"[129, 126, 154]"
160,985,1000,15,"[984, 165, 189, 194, 899]"
161,999,1000,1,"[613, 725, 441, 456]"
162,974,1000,26,"[345, 416, 425, 824, 348]"
163,995,1000,5,"[385, 857, 318]"
164,975,1000,25,"[862, 813, 330, 333]"
165,983,1000,17,"[634, 778, 781, 172]"
166,982,1000,18,"[724, 334, 792, 807, 541]"
167,982,1000,18,"[564, 409, 974, 663]"
168,988,1000,12,"[658, 578, 744]"
169,959,1000,41,"[709, 383, 764, 234]"
170,991,1000,9,"[716, 376, 784]"
171,1000,1000,0,"[907, 104, 671]"
172,997,1000,3,"[305, 682, 358, 661]"
173,973,1000,27,"[687, 379, 490, 208]"
174,993,1000,7,"[401, 925, 719, 737, 963, 983]"
175,996,1000,4,"[994, 698, 243, 572, 596]"
176,993,1000,7,"[627, 125, 542]"
177,976,1000,24,"[556, 695, 368, 386, 405]"
178,982,1000,18,"[434, 454, 101, 970]"
179,970,1000,30,"[981, 706, 733, 630]"
180,995,1000,5,"[652, 750, 780, 785, 514]"
181,975,1000,25,"[534, 722, 755, 394, 575, 801]"
182,989,1000,11,"[511, 532, 903, 399]"
183,986,1000,14,"[352, 648, 672]"
184,997,1000,3,"[66, 930, 800]"
185,984,1000,16,"[977, 997, 257, 207]"
186,984,1000,16,"[225, 809, 965, 95, 388, 408]"
187,982,1000,18,"[427, 127, 488, 32, 619, 302, 479]"
188,995,1000,5,"[450, 787, 310, 951, 686, 714, 260]"
189,981,1000,19,"[979, 992, 849]"
190,981,1000,19,"[247, 732, 109, 130]"
191,996,1000,4,"[279, 769, 153, 639, 657, 615, 948]"
192,997,1000,3,"[226, 633, 835, 319, 91]"
193,986,1000,14,"[123, 715, 736, 861, 444]"
194,992,1000,8,"[460, 708, 848, 600]"
195,981,1000,19,"[749, 720, 740]"
196,993,1000,7,"[946, 218, 233]"
197,984,1000,16,"[197, 580, 162, 390, 762]"
198,997,1000,3,"[776, 669, 93, 577]"
199,993,1000,7,"[745, 793, 973, 462, 759]"
200,985,1000,15,"[834, 622, 999, 811]"
201,986,1000,14,"[731, 410, 185, 936, 955]"
202,1000,1000,0,"[968, 497, 195, 493]"
203,998,1000,2,"[816, 956, 766, 831, 694]"
204,987,1000,13,"[134, 605, 631]"
205,979,1000,21,"[684, 748, 699, 868]"
206,990,1000,10,"[900, 926, 726]"
207,998,1000,2,"[751, 806, 700, 949, 939, 371]"
208,1000,1000,0,"[145, 988, 549, 356, 962]"
209,1000,1000,0,"[689, 186, 610]"
210,992,1000,8,"[679, 877, 774]"
211,1000,1000,0,"[609, 237, 721, 754, 854, 765]"
212,982,1000,18,"[990, 39, 62]"
213,993,1000,7,"[803, 856, 193]"
214,999,1000,1,"[810, 718, 987, 198, 632]"
215,994,1000,6,"[597, 561, 825, 881, 301, 327]"
216,984,1000,16,"[910, 777, 276, 838]"
217,990,1000,10,"[797, 176, 621, 645, 291, 500, 923]"
218,993,1000,7,"[934, 523, 840, 337, 387]"
219,996,1000,4,"[691, 873, 563, 461, 635, 705, 707, 240]"
220,997,1000,3,"[141, 909, 321, 978, 770]"
221,993,1000,7,"[537, 837, 377, 150, 908]"
222,994,1000,6,"[808, 998, 851, 147, 424, 906, 381]"
223,984,1000,16,"[222, 717, 122, 995, 616]"
224,990,1000,10,"[982, 841, 996, 94]"
225,997,1000,3,"[887, 407, 673, 168]"
226,991,1000,9,"[340, 993, 958, 761, 842, 369]"
227,995,1000,5,"[380, 396, 788, 184, 772, 313]"
228,994,1000,6,"[422, 767, 798]"
229,987,1000,13,"[941, 741, 149, 845, 728]"
230,986,1000,14,"[753, 292, 512, 478, 136, 636, 365]"
231,988,1000,12,"[823, 665, 696, 757, 588]"
232,997,1000,3,"[99, 36, 361, 253, 738]"
