Task,Station,Time
16,1,74
36,1,90
53,1,43
72,1,113
96,1,237
109,1,90
142,1,84
161,1,238
175,2,194
197,2,154
204,2,197
236,2,194
15,2,106
37,2,114
57,3,234
69,3,190
91,3,230
113,3,33
143,3,28
155,3,49
168,3,161
182,4,119
13,4,118
33,4,134
51,4,151
78,4,126
115,4,322
249,5,129
138,5,32
154,5,207
117,5,102
144,5,242
55,5,254
257,6,126
71,6,177
98,6,151
103,6,235
80,6,293
14,7,42
81,7,141
108,7,97
23,7,108
34,7,61
94,7,230
58,7,28
61,7,57
83,7,56
43,7,145
42,8,102
6,8,370
32,8,61
41,8,445
124,9,106
151,9,421
171,9,192
139,9,144
157,9,106
181,10,24
167,10,191
5,10,178
183,10,142
122,10,110
39,10,112
40,10,72
201,10,142
216,11,48
210,11,63
173,11,111
243,11,316
187,11,239
229,11,204
159,12,68
101,12,223
256,12,100
200,12,150
166,12,137
238,12,30
277,12,240
7,13,209
323,13,272
342,13,363
352,13,150
231,14,90
246,14,192
253,14,124
74,14,204
95,14,267
114,14,93
1,15,25
233,15,113
252,15,93
118,15,75
237,15,107
99,15,194
165,15,97
275,15,269
8,16,107
316,16,192
335,16,190
344,16,122
349,16,173
359,16,190
372,17,35
361,17,203
377,17,143
384,17,63
396,17,57
413,17,63
434,17,130
20,17,245
444,18,37
474,18,39
480,18,91
383,18,82
397,18,244
405,18,202
27,18,152
59,18,33
77,18,108
351,19,65
84,19,28
423,19,39
439,19,69
458,19,78
495,19,67
514,19,29
541,19,80
559,19,169
576,19,71
596,19,160
340,19,124
360,20,90
368,20,70
381,20,57
400,20,53
422,20,45
431,20,51
442,20,31
471,20,263
18,20,223
30,20,101
536,21,110
579,21,99
304,21,102
341,21,62
356,21,84
370,21,157
385,21,196
392,21,144
73,22,62
404,22,215
436,22,158
445,22,48
464,22,91
483,22,197
500,22,73
520,22,140
550,23,59
67,23,84
90,23,159
10,23,184
75,23,199
86,23,105
47,23,100
540,23,23
570,23,51
578,24,60
56,24,27
62,24,126
50,24,122
31,24,94
64,24,56
63,24,197
9,24,93
48,24,118
68,24,83
49,25,85
52,25,248
70,25,113
85,25,70
65,25,160
89,25,296
87,26,94
88,26,178
104,26,28
135,26,343
302,26,154
448,26,107
459,26,76
217,27,140
222,27,271
244,27,116
254,27,190
557,27,181
162,27,70
179,28,233
251,28,137
478,28,108
501,28,160
525,28,64
552,28,199
11,28,70
26,29,72
120,29,97
565,29,219
589,29,32
605,29,209
353,29,110
268,29,99
338,29,147
369,30,133
379,30,153
481,30,59
511,30,92
519,30,150
593,30,401
537,31,22
614,31,137
631,31,22
666,31,26
529,31,161
535,31,246
119,31,144
626,31,226
630,32,132
627,32,245
606,32,76
2,32,253
650,32,271
611,33,130
667,33,46
180,33,157
350,33,212
686,33,156
575,33,136
602,33,101
623,33,38
644,34,213
654,34,83
306,34,101
107,34,109
358,34,101
4,34,34
93,34,44
112,34,21
121,34,273
195,35,142
208,35,59
215,35,73
19,35,139
25,35,174
60,35,159
239,35,67
652,35,52
676,35,125
687,36,138
707,36,32
622,36,116
515,36,153
545,36,88
12,36,272
271,36,190
100,37,163
35,37,174
38,37,74
568,37,365
3,37,116
219,37,98
250,38,288
255,38,61
572,38,137
276,38,155
24,38,56
651,38,65
612,38,83
722,38,97
736,38,54
757,39,149
573,39,169
378,39,143
366,39,176
427,39,73
437,39,110
766,39,170
628,40,69
668,40,183
780,40,217
804,40,102
827,40,214
846,40,203
127,41,40
153,41,33
176,41,78
601,41,271
616,41,350
643,41,66
150,41,147
232,42,110
172,42,92
148,42,48
177,42,133
137,42,72
158,42,76
170,42,205
189,42,242
213,43,35
46,43,82
29,43,56
188,43,181
202,43,102
45,43,72
110,43,112
196,43,101
203,43,235
226,44,43
225,44,192
242,44,150
125,44,112
44,44,205
241,44,273
184,45,99
28,45,38
269,45,133
681,45,92
694,45,51
713,45,219
731,45,219
744,45,51
803,45,83
820,46,43
751,46,44
775,46,121
105,46,179
440,46,81
732,46,110
738,46,115
758,46,66
768,46,164
788,46,71
516,47,57
810,47,184
824,47,111
223,47,110
538,47,163
123,47,96
363,47,47
375,47,31
129,47,196
380,48,31
152,48,46
82,48,134
224,48,44
240,48,121
267,48,42
460,48,226
850,48,177
278,48,164
857,49,115
476,49,93
886,49,145
915,49,176
931,49,231
953,49,215
629,50,86
916,50,96
946,50,60
949,50,115
97,50,203
320,50,162
133,50,185
164,50,68
169,51,69
386,51,62
401,51,62
421,51,96
910,51,123
936,51,139
963,51,45
429,51,245
455,51,150
978,52,80
473,52,39
492,52,140
513,52,73
531,52,47
556,52,50
562,52,221
484,52,67
504,52,138
591,52,135
526,53,40
610,53,126
929,53,89
938,53,115
106,53,35
145,53,106
399,53,97
410,53,259
617,53,97
647,54,198
424,54,119
447,54,219
472,54,69
489,54,197
499,54,180
823,55,146
849,55,59
917,55,52
715,55,81
532,55,265
599,55,167
625,55,57
640,55,84
657,55,76
328,56,37
682,56,29
689,56,155
706,56,241
721,56,103
446,56,72
465,56,111
490,56,50
871,56,170
698,57,127
918,57,379
763,57,63
779,57,325
461,57,76
641,58,41
487,58,85
502,58,223
263,58,71
301,58,155
741,58,133
332,58,269
759,59,278
776,59,82
792,59,122
467,59,210
491,59,172
510,59,115
530,60,202
933,60,232
958,60,311
669,60,140
951,60,79
977,61,55
394,61,201
411,61,144
426,61,185
450,61,215
466,61,190
132,62,116
829,62,98
848,62,157
245,62,78
273,62,123
683,62,135
786,62,289
816,63,268
563,63,84
592,63,120
595,63,173
613,63,301
324,63,28
343,64,58
435,64,139
313,64,147
337,64,147
633,64,206
836,64,169
102,64,125
661,65,99
838,65,156
438,65,164
856,65,143
881,65,102
927,65,42
942,65,154
955,65,103
974,65,24
988,66,63
409,66,124
749,66,117
452,66,82
457,66,79
754,66,41
767,66,49
793,66,106
809,66,197
819,66,123
494,67,44
781,67,77
855,67,80
837,67,74
876,67,86
901,67,289
800,67,201
318,67,133
485,68,85
507,68,113
940,68,103
174,68,413
805,68,263
830,69,105
845,69,95
198,69,337
981,69,70
992,69,159
390,69,37
922,69,179
408,70,73
939,70,197
961,70,33
980,70,244
653,70,71
685,70,145
367,70,223
382,71,156
402,71,78
417,71,87
425,71,121
453,71,60
475,71,80
554,71,148
567,71,64
577,71,184
286,72,29
163,72,139
391,72,113
802,72,88
393,72,287
420,72,260
433,72,77
932,73,114
756,73,171
897,73,83
262,73,115
903,73,256
608,73,126
905,73,115
322,74,25
477,74,311
505,74,66
528,74,64
547,74,114
561,74,86
582,74,41
811,74,291
642,75,33
663,75,83
675,75,51
704,75,108
717,75,91
307,75,25
348,75,94
678,75,325
441,75,174
858,76,99
462,76,115
479,76,105
506,76,180
355,76,135
374,76,109
387,76,106
739,76,140
388,77,92
762,77,101
774,77,105
799,77,157
546,77,164
569,77,61
587,77,98
618,77,126
645,77,58
699,77,37
714,78,267
900,78,295
935,78,152
952,78,277
983,79,28
728,79,143
734,79,211
752,79,290
770,79,136
782,79,181
815,80,36
834,80,202
843,80,83
869,80,47
964,80,233
795,80,242
389,80,154
406,81,125
885,81,168
882,81,91
548,81,31
967,81,173
463,81,193
456,81,208
395,82,52
414,82,37
632,82,182
588,82,73
594,82,150
700,82,167
719,82,179
945,82,98
735,82,50
947,83,32
753,83,92
327,83,77
128,83,38
534,83,60
711,83,143
727,83,71
691,83,45
708,83,168
898,83,134
870,83,125
789,84,224
818,84,209
944,84,74
879,84,128
921,84,59
934,84,64
407,84,59
508,84,79
638,84,93
808,85,66
828,85,58
896,85,78
877,85,214
585,85,151
248,85,151
771,85,121
784,85,143
814,86,61
889,86,44
497,86,296
524,86,173
297,86,62
919,86,221
723,86,133
742,87,27
904,87,107
603,87,37
888,87,109
928,87,193
604,87,183
878,87,203
147,87,126
