Task,Station,Time
13,1,500
38,1,481
53,2,529
18,3,636
9,4,415
45,4,434
19,5,423
33,5,525
55,6,421
23,6,529
34,7,674
39,8,669
56,9,744
26,10,543
32,10,417
25,11,333
36,11,660
52,12,830
46,13,365
54,13,614
6,14,634
10,15,328
7,15,625
8,16,518
11,16,471
31,17,356
75,17,544
92,18,713
114,19,577
17,20,442
30,20,516
5,21,643
4,22,260
3,22,615
50,23,509
72,23,467
109,24,561
121,25,365
140,25,417
170,26,510
185,26,413
195,27,314
216,27,648
40,28,685
64,29,609
78,30,629
63,31,418
1,31,569
93,32,379
113,32,546
65,33,639
27,34,466
66,34,518
130,35,395
157,35,469
186,36,568
99,37,688
205,38,541
123,38,423
128,39,453
106,39,544
126,40,561
129,41,575
158,42,665
237,43,345
171,43,572
247,44,667
268,45,558
291,45,427
312,46,216
336,46,602
348,47,462
295,47,521
319,48,159
328,48,502
373,49,443
347,49,552
372,50,289
389,50,610
388,51,372
410,51,601
406,52,530
423,52,442
440,53,652
199,54,312
461,54,641
211,55,415
479,55,547
243,56,355
252,56,616
12,57,751
282,57,235
298,58,513
320,58,361
339,59,651
345,60,364
37,60,508
359,61,512
488,61,486
429,62,561
446,62,292
156,63,301
183,63,552
198,64,565
221,64,359
245,65,424
517,65,557
261,66,443
275,66,483
452,67,376
302,67,545
482,68,482
308,68,512
20,69,683
29,70,559
528,71,443
547,71,526
554,72,431
486,72,547
190,73,605
584,74,266
591,74,553
226,75,576
606,76,557
240,77,463
255,77,325
285,78,539
303,78,416
324,79,612
338,80,345
343,80,427
380,81,547
391,81,404
409,82,225
419,82,513
445,83,642
462,84,554
57,85,305
79,85,522
89,86,525
232,86,465
260,87,643
278,88,609
297,89,665
309,90,513
485,90,478
625,91,788
499,92,411
161,92,481
179,93,475
206,93,468
218,94,585
519,94,388
522,95,645
238,96,438
530,96,523
94,97,576
246,98,380
117,98,609
147,99,519
642,99,389
150,100,304
661,100,658
682,101,540
264,101,455
279,102,680
139,103,546
162,103,414
174,104,676
265,105,573
413,106,288
420,106,537
49,107,379
189,107,321
430,108,371
269,108,478
449,109,295
470,109,463
491,110,619
512,111,772
526,112,788
314,113,589
149,114,535
166,115,593
175,116,700
197,117,646
220,118,863
239,119,672
267,120,671
280,121,627
304,122,556
321,123,542
335,123,343
358,124,761
378,125,450
395,125,476
399,126,189
421,126,548
169,127,647
184,128,435
208,128,544
213,129,778
624,130,481
498,130,511
501,131,509
326,131,475
235,132,641
2,133,549
289,133,388
249,134,639
342,135,397
362,135,536
390,136,554
397,137,479
394,137,520
407,138,664
422,138,332
447,139,397
458,139,477
472,140,581
688,141,559
708,141,313
718,142,251
739,142,679
340,143,404
349,143,464
374,144,590
473,145,368
536,145,545
500,146,481
