Station,Load,Capacity,Idle,Tasks
1,528,1000,472,[17]
2,493,1000,507,[7]
3,584,1000,416,[13]
4,751,1000,249,[30]
5,584,1000,416,[8]
6,656,1000,344,[45]
7,991,1000,9,"[3, 6]"
8,918,1000,82,"[2, 5]"
9,929,1000,71,"[4, 23]"
10,497,1000,503,[49]
11,883,1000,117,"[25, 11]"
12,981,1000,19,"[22, 89]"
13,987,1000,13,"[91, 26]"
14,976,1000,24,"[9, 54]"
15,824,1000,176,"[72, 101]"
16,991,1000,9,"[117, 52]"
17,697,1000,303,[68]
18,605,1000,395,[73]
19,636,1000,364,[92]
20,655,1000,345,[1]
21,611,1000,389,[122]
22,938,1000,62,"[113, 136]"
23,998,1000,2,"[156, 131]"
24,606,1000,394,[130]
25,581,1000,419,[155]
26,622,1000,378,[160]
27,583,1000,417,[194]
28,896,1000,104,"[12, 178]"
29,993,1000,7,"[210, 227]"
30,650,1000,350,[237]
31,569,1000,431,[179]
32,696,1000,304,[196]
33,678,1000,322,[46]
34,900,1000,100,"[132, 150]"
35,811,1000,189,"[170, 223]"
36,978,1000,22,"[239, 139]"
37,871,1000,129,"[252, 15]"
38,933,1000,67,"[43, 38]"
39,665,1000,335,[55]
40,583,1000,417,[10]
41,984,1000,16,"[200, 222]"
42,945,1000,55,"[42, 60]"
43,970,1000,30,"[244, 63]"
44,973,1000,27,"[69, 260]"
45,686,1000,314,[177]
46,864,1000,136,"[282, 304]"
47,889,1000,111,"[190, 213]"
48,896,1000,104,"[215, 230]"
49,989,1000,11,"[322, 94]"
50,558,1000,442,[126]
51,668,1000,332,[232]
52,895,1000,105,"[138, 250]"
53,647,1000,353,[82]
54,974,1000,26,"[271, 90]"
55,695,1000,305,[242]
56,957,1000,43,"[67, 35]"
57,749,1000,251,[259]
58,936,1000,64,"[44, 287]"
59,846,1000,154,"[335, 291]"
60,861,1000,139,"[262, 279]"
61,975,1000,25,"[143, 312]"
62,865,1000,135,"[21, 327]"
63,951,1000,49,"[336, 173]"
64,935,1000,65,"[361, 183]"
65,984,1000,16,"[198, 314]"
66,771,1000,229,"[321, 240]"
67,944,1000,56,"[253, 357]"
68,995,1000,5,"[365, 245]"
69,899,1000,101,"[251, 386]"
70,925,1000,75,"[88, 381]"
71,647,1000,353,[396]
72,995,1000,5,"[405, 292]"
73,989,1000,11,"[95, 400]"
74,873,1000,127,"[421, 422]"
75,807,1000,193,"[438, 453]"
76,745,1000,255,[476]
77,959,1000,41,"[495, 507]"
78,982,1000,18,"[523, 546]"
79,718,1000,282,"[553, 569]"
80,942,1000,58,"[595, 624]"
81,736,1000,264,[642]
82,631,1000,369,[323]
83,555,1000,445,[358]
84,665,1000,335,[374]
85,999,1000,1,"[392, 415]"
86,659,1000,341,[423]
87,1000,1000,0,"[273, 447]"
88,960,1000,40,"[462, 471]"
89,679,1000,321,[494]
90,982,1000,18,"[207, 217]"
91,999,1000,1,"[235, 257]"
92,982,1000,18,"[298, 218]"
93,617,1000,383,[233]
94,702,1000,298,[382]
95,989,1000,11,"[412, 427]"
96,557,1000,443,[181]
97,883,1000,117,"[401, 330]"
98,979,1000,21,"[425, 385]"
99,969,1000,31,"[344, 189]"
100,881,1000,119,[202]
101,659,1000,341,[225]
102,960,1000,40,"[419, 249]"
103,941,1000,59,"[261, 660]"
104,774,1000,226,[289]
105,741,1000,259,[105]
106,973,1000,27,"[690, 110]"
107,777,1000,223,[133]
108,756,1000,244,"[120, 151]"
109,990,1000,10,"[158, 107]"
110,925,1000,75,"[297, 299]"
111,666,1000,334,[197]
112,929,1000,71,"[315, 347]"
113,726,1000,274,"[362, 437]"
114,1000,1000,0,"[436, 448]"
115,911,1000,89,"[700, 469]"
116,968,1000,32,"[493, 714]"
117,716,1000,284,[732]
118,619,1000,381,[266]
119,984,1000,16,"[278, 511]"
120,725,1000,275,[283]
121,990,1000,10,"[739, 306]"
122,920,1000,80,"[748, 518]"
123,875,1000,125,"[316, 505]"
124,941,1000,59,"[767, 800]"
125,526,1000,474,[816]
126,636,1000,364,[827]
127,538,1000,462,[212]
128,969,1000,31,"[508, 520]"
129,664,1000,336,[545]
130,615,1000,385,[443]
131,560,1000,440,[460]
132,541,1000,459,[464]
133,683,1000,317,[604]
134,973,1000,27,"[475, 634]"
135,539,1000,461,[637]
136,825,1000,175,[668]
137,998,1000,2,"[146, 168]"
138,902,1000,98,"[689, 182]"
139,965,1000,35,"[499, 474]"
140,660,1000,340,[488]
141,893,1000,107,"[510, 526]"
142,944,1000,56,"[548, 561]"
143,907,1000,93,"[580, 516]"
144,967,1000,33,"[531, 51]"
145,595,1000,405,[86]
146,650,1000,350,[697]
147,915,1000,85,"[747, 77]"
148,863,1000,137,"[102, 705]"
149,981,1000,19,"[537, 588]"
150,952,1000,48,"[106, 587]"
151,743,1000,257,[550]
152,980,1000,20,"[766, 793]"
153,519,1000,481,[817]
154,972,1000,28,"[831, 846]"
155,935,1000,65,"[870, 470]"
156,946,1000,54,"[176, 175]"
157,894,1000,106,"[186, 199]"
158,713,1000,287,[214]
159,637,1000,363,[496]
160,561,1000,439,[504]
161,540,1000,460,[506]
162,578,1000,422,[522]
163,755,1000,245,[543]
164,564,1000,436,[562]
165,634,1000,366,[577]
166,992,1000,8,"[503, 600]"
167,841,1000,159,"[628, 646]"
168,985,1000,15,"[674, 677]"
169,893,1000,107,"[693, 708]"
170,887,1000,113,"[722, 736]"
171,537,1000,463,[757]
172,597,1000,403,[706]
173,642,1000,358,[769]
174,979,1000,21,"[784, 731]"
175,997,1000,3,"[743, 485]"
176,546,1000,454,[750]
177,978,1000,22,"[328, 727]"
178,684,1000,316,[737]
179,951,1000,49,"[756, 780]"
180,589,1000,411,[786]
181,964,1000,36,"[770, 806]"
182,787,1000,213,"[760, 783]"
183,679,1000,321,[796]
184,783,1000,217,[813]
185,664,1000,336,[836]
186,705,1000,295,[137]
187,974,1000,26,"[513, 355]"
188,976,1000,24,"[370, 530]"
189,898,1000,102,"[536, 567]"
190,611,1000,389,[389]
191,914,1000,86,"[568, 417]"
192,868,1000,132,"[424, 439]"
193,897,1000,103,"[275, 581]"
194,972,1000,28,"[585, 293]"
195,973,1000,27,"[339, 294]"
196,690,1000,310,[586]
197,912,1000,88,"[309, 613]"
198,966,1000,34,"[332, 643]"
199,908,1000,92,"[663, 679]"
200,980,1000,20,"[704, 715]"
201,631,1000,369,[728]
202,631,1000,369,[824]
203,921,1000,79,"[24, 825]"
204,908,1000,92,"[379, 738]"
205,919,1000,81,"[746, 583]"
206,935,1000,65,"[320, 584]"
207,995,1000,5,"[337, 376]"
208,805,1000,195,"[395, 844]"
209,649,1000,351,[859]
210,915,1000,85,"[74, 103]"
211,755,1000,245,"[845, 116]"
212,931,1000,69,"[121, 880]"
213,988,1000,12,"[612, 649]"
214,945,1000,55,"[785, 14, 661]"
215,906,1000,94,"[675, 338]"
216,963,1000,37,"[84, 93]"
217,924,1000,76,"[231, 351]"
218,859,1000,141,"[27, 363]"
219,828,1000,172,[896]
220,948,1000,52,"[809, 921]"
221,972,1000,28,"[957, 535]"
222,621,1000,379,[552]
223,957,1000,43,"[575, 589]"
224,805,1000,195,"[141, 172]"
225,596,1000,404,[184]
226,609,1000,391,[203]
227,841,1000,159,"[343, 50]"
228,767,1000,233,[369]
229,538,1000,462,[29]
230,562,1000,438,[927]
231,966,1000,34,"[560, 455]"
232,589,1000,411,[384]
233,950,1000,50,"[792, 820]"
234,967,1000,33,"[832, 267]"
235,643,1000,357,[281]
236,915,1000,85,"[307, 317]"
237,643,1000,357,[346]
238,738,1000,262,[375]
239,738,1000,262,[664]
240,999,1000,1,"[349, 681]"
241,989,1000,11,"[696, 794]"
242,896,1000,104,"[821, 688]"
243,987,1000,13,"[837, 851]"
244,944,1000,56,"[863, 703]"
245,971,1000,29,"[610, 53]"
246,951,1000,49,"[85, 886]"
247,621,1000,379,[911]
248,998,1000,2,"[848, 929]"
