Station,Load,Capacity,Idle,Tasks
1,894,1000,106,"[14, 29, 52, 25]"
2,959,1000,41,"[44, 74, 88]"
3,924,1000,76,"[120, 132, 169, 191]"
4,997,1000,3,"[204, 226, 250, 258]"
5,919,1000,81,"[289, 311, 331, 13, 24]"
6,956,1000,44,"[358, 362, 393, 411, 426, 438]"
7,921,1000,79,"[456, 468, 492]"
8,849,1000,151,"[516, 525, 17, 31]"
9,963,1000,37,"[94, 19, 28]"
10,961,1000,39,"[57, 64, 16, 37, 45, 66]"
11,978,1000,22,"[54, 69, 91, 48]"
12,952,1000,48,"[26, 70, 89]"
13,964,1000,36,"[106, 62, 59]"
14,935,1000,65,"[32, 42, 58]"
15,955,1000,45,"[68, 9, 63, 86, 105]"
16,980,1000,20,"[84, 41, 65, 43, 128]"
17,979,1000,21,"[83, 127, 158, 72, 181, 196]"
18,956,1000,44,"[150, 189, 227, 195]"
19,952,1000,48,"[175, 232]"
20,966,1000,34,"[96, 5, 104, 256, 279, 314, 336]"
21,889,1000,111,"[147, 155, 15]"
22,927,1000,73,"[100, 114, 90, 135]"
23,962,1000,38,"[113, 172, 173, 143, 38, 30, 21]"
24,972,1000,28,"[2, 20, 34, 46, 60, 161, 39, 121]"
25,973,1000,27,"[174, 193, 341, 368, 388]"
26,950,1000,50,"[8, 413, 418, 218, 255]"
27,945,1000,55,"[446, 269]"
28,947,1000,53,"[459, 293, 307]"
29,994,1000,6,"[325, 153]"
30,988,1000,12,"[7, 183, 202]"
31,983,1000,17,"[480, 222, 486, 214, 239, 464]"
32,974,1000,26,"[234, 349, 372, 257]"
33,978,1000,22,"[235, 389, 329, 339]"
34,992,1000,8,"[397, 415, 436, 451]"
35,991,1000,9,"[465, 536, 564, 591, 6, 203, 225]"
36,962,1000,38,"[233, 599, 82, 610]"
37,969,1000,31,"[627, 647, 208, 639, 478, 443]"
38,968,1000,32,"[165, 178, 453, 479, 499]"
39,935,1000,65,"[513, 533, 537]"
40,987,1000,13,"[363, 553, 51, 280, 316]"
41,945,1000,55,"[330, 351, 370, 437, 452]"
42,969,1000,31,"[477, 497, 507, 77, 79]"
43,975,1000,25,"[502, 80]"
44,944,1000,56,"[3, 81, 61, 67]"
45,974,1000,26,"[78, 103, 126, 170]"
