Station,Load,Capacity,Idle,Tasks
1,960,1000,40,"[13, 37, 60]"
2,995,1000,5,"[17, 74, 94, 113, 131]"
3,900,1000,100,"[40, 64, 73, 90, 9, 24]"
4,967,1000,33,"[19, 38, 66, 86, 33, 105]"
5,978,1000,22,"[34, 122, 130, 153, 180]"
6,840,1000,160,"[4, 2, 63, 1]"
7,983,1000,17,"[80, 5, 3, 6, 30, 55]"
8,911,1000,89,"[88, 102, 118, 147]"
9,985,1000,15,"[95, 124, 152, 99, 117, 146]"
10,866,1000,134,"[128, 111, 151, 172, 205, 221, 256]"
11,919,1000,81,"[22, 47, 65, 78]"
12,925,1000,75,"[106, 268, 276, 285]"
13,929,1000,71,"[313, 323, 54, 202]"
14,963,1000,37,"[209, 264]"
15,977,1000,23,"[232, 278, 291]"
16,908,1000,92,"[225, 245]"
17,926,1000,74,"[210, 81, 98]"
18,927,1000,73,"[242, 116, 134, 7]"
19,952,1000,48,"[16, 231, 254]"
20,981,1000,19,"[262, 279, 288, 309, 266]"
21,952,1000,48,"[329, 280, 341, 357]"
22,998,1000,2,"[43, 58, 394, 138, 167, 294]"
23,971,1000,29,"[173, 402, 426, 308]"
24,933,1000,67,"[325, 340, 461, 321]"
25,952,1000,48,"[144, 162, 170]"
26,970,1000,30,"[333, 332, 107, 108, 70, 347, 366]"
27,958,1000,42,"[238, 486, 247, 269]"
28,993,1000,7,"[489, 413, 438]"
29,942,1000,58,"[471, 112, 271, 367]"
30,949,1000,51,"[418, 428, 165, 184]"
31,942,1000,58,"[44, 353, 337, 479]"
32,967,1000,33,"[10, 490, 59, 302]"
33,954,1000,46,"[354, 504, 541, 560]"
34,946,1000,54,"[567, 289, 315]"
35,945,1000,55,"[298, 324, 334, 150, 526]"
36,948,1000,52,"[545, 349, 414, 430, 472]"
37,956,1000,44,"[476, 462, 481, 501, 441]"
38,918,1000,82,"[506, 519, 348, 475, 257, 565, 580]"
39,989,1000,11,"[201, 604, 598, 616, 623]"
40,984,1000,16,"[643, 660, 680, 700, 735, 742, 757]"
41,965,1000,35,"[775, 794, 804]"
42,929,1000,71,"[813, 835, 857]"
43,960,1000,40,"[874, 460, 480, 791, 799]"
44,981,1000,19,"[819, 827, 854, 875]"
