Station,Load,Capacity,Idle,Tasks
1,991,1000,9,"[21, 31, 54, 20, 46, 53]"
2,990,1000,10,"[43, 55, 7, 72, 100, 127, 148, 155]"
3,978,1000,22,"[65, 75, 14, 33, 11, 47, 58, 70, 86, 63]"
4,973,1000,27,"[69, 71, 94, 116, 136, 165, 191, 209]"
5,974,1000,26,"[113, 228, 9, 62, 80, 104, 129, 16, 27, 2]"
6,986,1000,14,"[19, 243, 45, 118, 22, 59, 74, 49]"
7,995,1000,5,"[56, 57, 79, 105, 124, 138, 95, 78]"
8,982,1000,18,"[101, 133, 119, 156, 177, 212, 61]"
9,987,1000,13,"[222, 98, 67, 175, 206, 226, 174, 201, 12, 237]"
10,990,1000,10,"[29, 258, 277, 302, 319, 344, 358]"
11,989,1000,11,"[73, 263, 368, 280, 393, 230, 244, 261, 135]"
12,979,1000,21,"[167, 169, 142, 160, 190, 286, 297]"
13,994,1000,6,"[322, 341, 357, 372, 388, 97]"
14,982,1000,18,"[114, 87, 91, 66, 115, 1, 194]"
15,987,1000,13,"[217, 250, 257, 267, 285, 8, 306, 314]"
16,955,1000,45,"[413, 438, 451, 474]"
17,953,1000,47,"[103, 432, 429, 461, 457, 467, 496]"
18,970,1000,30,"[524, 498, 507, 531]"
19,931,1000,69,"[542, 555, 577, 610, 619]"
20,995,1000,5,"[219, 630, 540, 548, 117, 483]"
21,979,1000,21,"[554, 655, 541, 245, 269, 290, 303]"
22,926,1000,74,"[324, 224, 236, 158, 546]"
23,963,1000,37,"[184, 559, 573, 213, 221, 468, 646, 665]"
24,965,1000,35,"[200, 484, 272, 664, 677, 274, 595, 689, 719, 339]"
25,961,1000,39,"[233, 241, 273, 24, 437, 141, 13, 328, 210]"
26,963,1000,37,"[447, 735, 666, 25, 696, 255]"
27,963,1000,37,"[750, 363, 364, 707, 26]"
28,968,1000,32,"[151, 764, 786, 800, 819, 843, 850]"
29,984,1000,16,"[865, 896, 901, 10, 254, 475, 502, 511, 527, 544, 569]"
30,985,1000,15,"[271, 589, 597, 90, 109, 291]"
31,986,1000,14,"[293, 37, 311, 402, 415, 106, 317]"
32,969,1000,31,"[338, 120, 439, 456, 469, 490]"
33,982,1000,18,"[519, 534, 550, 564, 576, 609, 617, 645, 535, 214]"
34,979,1000,21,"[355, 470, 493, 384, 545, 552, 231]"
35,964,1000,36,"[553, 238, 256, 503]"
36,956,1000,44,"[365, 570, 592, 614, 414, 295, 327, 336, 352]"
37,978,1000,22,"[435, 369, 397, 425, 441, 223, 235, 721, 742]"
38,986,1000,14,"[752, 763, 765, 793, 17, 430, 774]"
39,988,1000,12,"[790, 805, 832, 834, 848, 354, 370]"
40,981,1000,19,"[387, 811, 815, 96, 121, 132, 575, 600, 615, 110]"
41,981,1000,19,"[386, 92, 68, 122, 149, 168, 186]"
42,979,1000,21,"[590, 195, 629, 401, 421, 51]"
43,958,1000,42,"[276, 463, 473, 310, 315, 494, 450]"
44,963,1000,37,"[472, 504, 152, 3, 440, 366, 161]"
45,983,1000,17,"[591, 170, 385, 647, 485, 411, 30, 445, 448]"
46,991,1000,9,"[449, 864, 886, 906, 921, 520, 771, 788, 373]"
47,990,1000,10,"[395, 512, 799, 830, 837, 334, 428]"
48,990,1000,10,"[389, 858, 867, 454, 894, 910, 356]"
49,992,1000,8,"[927, 383, 471, 814, 817, 845, 854, 878, 898, 904, 918, 943, 960]"
50,966,1000,34,"[987, 50, 476, 187, 888, 720]"
51,997,1000,3,"[780, 908, 929, 316, 340, 351, 304, 558]"
52,984,1000,16,"[580, 188, 208, 601, 18, 676, 584, 701, 726]"
53,975,1000,25,"[34, 738, 756, 778, 242, 270, 282, 192]"
54,972,1000,28,"[207, 232, 248, 621, 636, 497, 515, 513, 89]"
55,998,1000,2,"[107, 39, 313, 326, 234, 249, 716, 922]"
56,996,1000,4,"[749, 950, 969, 433, 488, 505, 418, 667, 693]"
